time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,-0.2061,-0.4141,-1.4757,1.546
0.009000,-0.0100,-0.3681,-0.9136,0.985
0.015000,0.0014,-0.4946,-0.4149,0.646
0.024000,-0.0268,-0.5682,-0.0369,0.570
0.037000,0.0922,-0.4341,0.2289,0.499
0.043000,0.2658,-0.4285,0.0930,0.513
0.058000,0.7083,-0.1938,-0.3221,0.802
0.071000,0.7598,-0.2738,-0.5290,0.965
0.076000,0.5707,-0.3598,-0.8599,1.093
0.084000,0.1172,-0.5357,-1.2612,1.375
0.114000,-0.3091,-0.6856,-1.7919,1.943
0.116000,-0.6467,-0.6835,-2.1114,2.312
0.118000,-0.6199,-0.6431,-2.1933,2.368
0.127000,-0.2029,-0.5622,-1.6590,1.763
0.135000,0.3163,-0.6361,-1.4515,1.616
0.153000,0.1894,-0.5017,-0.6778,0.864
0.156000,0.2574,-0.3290,0.1330,0.438
0.167000,0.2706,-0.4139,0.1703,0.523
0.175000,0.0900,-0.5706,0.0935,0.585
0.196000,-0.3069,-0.8830,-0.2127,0.959
0.197000,-0.6194,-1.1005,-0.2919,1.296
0.205000,-0.6543,-1.1952,-0.3126,1.398
0.215000,-0.2183,-0.7674,-0.1290,0.808
0.226000,0.1125,-0.3017,0.1640,0.361
0.234000,0.1514,-0.1764,0.1356,0.269
0.254000,0.0007,-0.1326,-0.0614,0.146
0.255000,0.0828,-0.2389,-0.0490,0.258
0.267000,0.0817,-0.3260,0.2615,0.426
0.275000,0.0834,-0.3587,0.5769,0.684
0.295000,0.2563,-0.3130,0.5685,0.698
0.303000,0.3086,-0.1849,0.3860,0.528
0.305000,0.2706,0.0440,0.1832,0.330
0.315000,0.1577,0.1410,-0.1171,0.242
0.327000,0.1462,0.0972,-0.2819,0.332
0.333000,0.1261,-0.1119,-0.3821,0.418
0.359000,0.0423,-0.0619,-0.4470,0.453
0.360000,0.0423,-0.0619,-0.4470,0.453
0.361000,0.0111,-0.1074,-0.5911,0.601
0.368000,-0.0191,-0.1688,-0.4665,0.496
0.375000,0.0857,-0.0770,-0.2917,0.314
0.400000,0.2265,0.0501,0.0276,0.234
0.401000,0.3155,0.0848,0.3095,0.450
0.407000,0.2440,0.0745,0.2610,0.365
0.418000,0.0328,-0.0174,0.2639,0.266
0.419000,0.0328,-0.0174,0.2639,0.266
0.425000,-0.0266,-0.1578,0.0831,0.180
0.439000,-0.1709,-0.2988,-0.0202,0.345
0.445000,-0.3086,-0.3144,-0.2469,0.505
0.457000,-0.3669,-0.4497,-0.0833,0.586
0.469000,-0.3643,-0.6190,0.1190,0.728
0.476000,-0.2708,-0.6857,0.0434,0.739
0.517000,-0.2997,-0.5660,-0.0428,0.642
0.518000,-0.2997,-0.5660,-0.0428,0.642
0.519000,-0.1921,-0.5081,-0.2783,0.610
