time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,-0.1100,-0.1855,-0.7574,0.788
0.010000,0.2617,-0.1049,-0.0394,0.285
0.033000,0.4963,-0.0758,0.4472,0.672
0.035000,0.4832,-0.1284,0.3713,0.623
0.076000,0.2449,-0.4027,-0.0120,0.471
0.077000,0.1146,-0.3368,-0.2692,0.446
0.078000,0.4092,-0.2472,-0.8500,0.975
0.082000,0.4606,-0.2419,-0.4960,0.719
0.086000,-0.2012,0.0139,-0.4258,0.471
0.090000,-0.1517,0.1444,-0.6317,0.665
0.102000,0.1116,-0.0341,-0.6496,0.660
0.117000,0.4516,-0.1733,-0.5415,0.726
0.126000,0.4048,-0.4015,-0.4083,0.701
0.129000,0.2143,-0.5567,-0.2787,0.658
0.167000,-0.0507,-0.5699,0.1179,0.584
0.169000,-0.6987,-0.5428,-0.8906,1.255
0.170000,-1.2260,-0.5164,-1.2610,1.833
0.171000,-1.0071,-0.2780,-1.2421,1.623
0.182000,-0.5442,-0.1508,-0.8399,1.012
0.200000,-0.1592,-0.2281,-0.2558,0.378
0.202000,0.1900,-0.5205,0.3607,0.661
0.211000,0.2482,-0.6904,0.7301,1.035
0.250000,0.1690,-0.6126,0.8072,1.027
0.251000,0.1943,-0.3529,0.5739,0.701
0.252000,0.0048,-0.1178,-0.1680,0.205
0.256000,-0.2492,-0.1660,-0.4358,0.529
0.263000,-0.2975,-0.1615,-0.4639,0.574
0.264000,-0.2975,-0.1615,-0.4639,0.574
0.268000,-0.4257,-0.1738,-1.2534,1.335
0.281000,-0.3520,-0.1123,-1.2518,1.305
0.301000,-0.1358,-0.1268,-1.0819,1.098
0.302000,-0.1612,-0.1051,-1.0129,1.031
0.321000,-0.2042,-0.3401,-0.4439,0.595
0.324000,-0.1898,-0.2810,0.0504,0.343
0.339000,-0.0146,-0.1020,0.2615,0.281
0.340000,-0.0146,-0.1020,0.2615,0.281
0.344000,0.0755,0.1303,0.2411,0.284
0.365000,0.0114,0.1196,-0.1699,0.208
0.367000,-0.1794,-0.5667,-0.6220,0.860
