time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,1.2800,0.5794,-0.1988,1.419
0.006000,1.6172,0.5752,0.0137,1.717
0.007000,1.4574,0.9531,-0.3254,1.772
0.022000,1.2515,0.9237,-0.8436,1.770
0.023000,1.2805,1.1378,-1.3104,2.157
0.044000,1.2116,1.5151,-1.4701,2.434
0.046000,1.0975,1.3480,-1.2918,2.166
0.057000,1.3043,1.0246,-0.5891,1.760
0.071000,3.0495,1.1368,-0.1057,3.256
0.072000,2.0739,0.6077,0.2943,2.181
0.084000,0.1296,-0.2440,1.3348,1.363
0.085000,0.1296,-0.2440,1.3348,1.363
0.089000,0.9592,-0.5523,1.2216,1.648
0.106000,0.7575,-1.1164,1.1588,1.778
0.109000,-0.0439,-1.7360,1.0009,2.004
0.124000,-0.2091,-2.1499,0.9574,2.363
0.128000,-0.0711,-2.1650,0.5389,2.232
0.143000,-0.1462,-1.7391,-0.0981,1.748
0.144000,-0.1462,-1.7391,-0.0981,1.748
0.153000,-0.4547,-1.2889,-0.5468,1.472
0.161000,-0.4713,-1.1009,-1.0055,1.564
0.170000,-0.2115,-1.0504,-0.9138,1.408
0.188000,0.0592,-1.0433,-0.5453,1.179
0.193000,0.4646,-0.9728,-0.0001,1.078
0.203000,0.8228,-0.7769,0.2679,1.163
0.207000,0.9291,-0.4646,0.4216,1.121
0.224000,0.8564,-0.3783,0.1383,0.946
0.225000,0.8564,-0.3783,0.1383,0.946
0.230000,0.6432,-0.4146,-0.3230,0.831
0.242000,0.5886,-0.6100,-0.4750,0.972
0.258000,0.7255,-0.7171,-0.3514,1.079
0.288000,0.8619,-0.3449,0.1755,0.945
0.289000,0.8619,-0.3449,0.1755,0.945
0.290000,0.3789,-0.6706,-0.2854,0.821
0.291000,0.3560,-1.0307,-0.1677,1.103
0.292000,0.2657,-0.9032,-0.5857,1.109
0.310000,0.2766,-0.9164,-0.5637,1.111
0.311000,0.3798,-0.8512,-0.7060,1.169
0.322000,0.4492,-0.7158,-0.9514,1.273
0.332000,0.4695,-0.6578,-1.2201,1.463
0.343000,0.3224,-0.7283,-1.4453,1.650
0.348000,0.1393,-1.1057,-1.5234,1.888
0.363000,0.1969,-0.8212,-1.6288,1.835
0.364000,0.1969,-0.8212,-1.6288,1.835
0.372000,0.1990,-0.6047,-1.6481,1.767
0.389000,-0.0701,-0.9310,-1.8138,2.040
0.390000,-0.1029,-0.9875,-1.8481,2.098
0.407000,-0.1582,-0.9692,-1.3053,1.633
0.408000,-0.1240,-1.1069,-0.8642,1.410
