time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.0461,1.6562,-2.4104,2.925
0.003000,0.1738,1.6644,-2.0813,2.671
0.014000,0.3975,1.6550,-1.6348,2.360
0.028000,1.3064,1.6026,-2.1658,2.994
0.059000,-0.0483,1.4586,-1.4914,2.087
0.060000,-0.0483,1.4586,-1.4914,2.087
0.061000,-0.9168,1.4377,-1.4619,2.246
0.063000,-0.8399,0.8851,-1.9843,2.329
0.064000,-1.0406,0.3510,-2.4442,2.680
0.077000,-1.0767,0.0297,-2.8496,3.046
0.087000,-0.6802,0.2127,-3.0159,3.099
0.090000,2.9223,0.0808,-4.3192,5.216
0.105000,2.8567,0.3141,-4.2115,5.099
0.115000,1.7286,0.5110,-3.1463,3.626
0.122000,-1.0128,1.4987,-2.0475,2.732
0.133000,-2.5587,1.5841,-1.1427,3.219
0.145000,-2.7397,0.8295,-0.7435,2.957
0.164000,-3.0759,-0.3721,-0.7728,3.193
0.165000,-2.9661,-1.1331,-0.5418,3.221
0.175000,-2.9808,-1.1694,-0.8005,3.300
0.183000,-2.6173,-0.9041,-0.7312,2.864
0.209000,-2.8018,0.2578,-0.4801,2.854
0.211000,-0.6600,0.3690,-2.5595,2.669
0.213000,-0.3412,0.0710,-3.5318,3.549
0.230000,-0.4048,0.4248,-3.3722,3.423
0.236000,-0.1978,0.6495,-2.7955,2.877
0.275000,0.2364,0.6929,-2.4206,2.529
0.277000,0.5071,0.8147,-1.9177,2.144
0.283000,0.5563,0.9737,-1.6474,1.993
0.286000,0.4816,0.8651,-1.2246,1.575
0.287000,0.2653,0.6471,-0.9787,1.203
0.295000,0.0876,0.5624,-0.5566,0.796
0.301000,-0.0918,0.4447,-0.5661,0.726
0.315000,-0.1730,0.3282,-1.0358,1.100
0.333000,-0.0520,0.3835,-1.9617,2.000
0.335000,-0.0225,0.4073,-2.0678,2.108
0.344000,0.3925,0.4805,-1.8170,1.920
0.370000,0.9733,0.3426,-2.1958,2.426
0.371000,0.9364,-0.3239,-2.7472,2.920
0.376000,0.2286,-1.6464,-3.0822,3.502
0.381000,-1.0455,-3.0771,-3.8313,5.024
0.396000,-2.9392,-5.5416,-4.2804,7.594
0.397000,-2.9392,-5.5416,-4.2804,7.594
0.401000,-2.3655,-5.7593,-5.0734,8.031
0.413000,-1.6481,-3.9477,-5.6528,7.089
0.432000,-3.0327,-4.4965,-4.1768,6.846
0.433000,-3.4520,-5.0836,-2.0881,6.490
0.445000,-4.5758,-4.3855,0.0788,6.339
0.450000,-3.8271,-4.5305,0.7566,5.979
0.471000,-4.3497,-2.8487,1.3642,5.375
0.473000,-4.3497,-2.8487,1.3642,5.375
0.474000,-4.8145,-0.8752,0.2930,4.902
0.484000,-4.5555,-0.1338,-2.5730,5.234
0.493000,-4.1199,0.9123,-3.6057,5.550
0.504000,-1.9737,4.2459,-1.9168,5.059
0.515000,0.6437,7.0513,-0.5202,7.100
0.525000,3.0040,10.2077,1.8795,10.805
0.533000,5.0010,12.5637,5.8000,14.714
0.555000,6.5454,14.5072,8.2973,17.948
0.558000,7.2476,15.8203,9.3462,19.752
0.584000,7.3778,17.0000,9.4114,20.785
0.586000,8.5756,18.1355,10.1019,22.461
0.587000,9.6194,19.2847,10.2599,23.868
0.595000,11.3056,19.7279,10.8834,25.208
0.605000,13.7289,19.8481,12.5664,27.209
0.612000,15.1341,19.6806,13.9606,28.483
0.624000,16.5545,18.0837,13.5460,28.010
0.632000,16.4626,15.7713,12.0366,25.780
0.648000,15.4245,12.6651,10.0121,22.329
0.650000,15.4245,12.6651,10.0121,22.329
0.651000,13.4086,9.8303,7.7329,18.336
0.665000,11.8668,6.5208,6.4951,15.018
0.696000,10.4852,4.1268,5.7603,12.655
0.699000,9.5004,2.2871,5.5169,11.222
0.700000,8.6557,0.4956,5.3443,10.185
0.708000,7.9593,-1.5554,5.4178,9.753
0.710000,7.9593,-1.5554,5.4178,9.753
0.711000,6.6272,-3.7213,5.3152,9.275
0.725000,5.9125,-6.3382,5.4782,10.254
0.735000,2.6354,-11.1858,3.9424,12.149
0.746000,2.6221,-11.1443,4.2039,12.196
0.775000,0.4572,-13.3740,2.8343,13.679
0.778000,-2.0954,-15.8289,2.3050,16.133
0.780000,-8.0459,-21.3225,4.0280,23.143
0.783000,-10.5676,-23.6965,2.8634,26.104
0.797000,-12.1087,-25.9503,-0.1679,28.637
0.801000,-12.5109,-28.0141,-2.8159,30.810
0.815000,-10.7156,-28.8364,-4.0796,31.032
0.835000,-7.6788,-27.8879,-4.2942,29.243
0.840000,-4.9803,-26.6532,-3.9215,27.397
0.843000,-3.7326,-25.8130,-3.7502,26.350
0.886000,-4.4358,-25.7079,-4.5599,26.483
0.889000,-5.2159,-25.5512,-5.8527,26.727
0.890000,-4.5909,-24.7417,-6.9343,26.102
0.892000,-1.3156,-23.3961,-8.0405,24.774
0.896000,2.8186,-19.1107,-9.3997,21.483
0.899000,2.8186,-19.1107,-9.3997,21.483
0.902000,6.2425,-15.4632,-10.2645,19.582
0.914000,8.6943,-12.7471,-10.1884,18.490
0.923000,10.3140,-10.1475,-9.2889,17.194
0.933000,13.0170,-8.1946,-8.1779,17.420
0.950000,18.2370,-4.8890,-7.9978,20.505
0.954000,25.0509,-0.8284,-9.2906,26.731
0.992000,29.8827,4.9475,-10.5194,32.064
0.994000,29.8827,4.9475,-10.5194,32.064
0.995000,29.9323,10.9735,-10.6795,33.622
0.997000,30.0018,15.0750,-8.0246,34.522
0.998000,30.0855,17.8714,-2.5270,35.084
1.008000,30.1750,20.2437,2.7299,36.439
1.015000,30.3070,21.9258,6.5190,37.970
1.023000,27.9894,20.8723,7.3570,35.682
1.039000,5.4346,13.1784,5.3299,15.219
1.042000,5.4346,13.1784,5.3299,15.219
1.044000,-3.8848,10.4563,4.5739,12.056
1.064000,-10.9180,9.8038,6.3950,16.007
1.066000,-14.2817,9.9691,10.0160,20.092
1.098000,-15.3925,12.2211,13.2599,23.709
1.100000,-15.4329,16.4847,15.8359,27.581
1.101000,-14.0539,20.1286,15.4049,28.982
1.107000,-12.0582,23.8255,13.2263,29.799
1.113000,-9.8925,25.6054,10.4493,29.371
1.124000,-8.2598,24.7250,10.7867,28.212
1.133000,-6.9936,22.8317,14.0554,27.708
1.148000,-4.6249,20.9154,18.9839,28.622
1.151000,-1.4885,20.4461,24.1745,31.696
1.191000,1.9000,19.9845,26.2830,33.072
1.194000,5.7416,20.1227,24.1415,31.948
1.195000,10.2920,21.1557,17.5779,29.368
1.197000,12.9767,21.0337,9.7802,26.579
1.206000,11.4815,18.7447,3.4911,22.257
1.214000,10.2522,16.5044,-5.5741,20.213
1.227000,12.2545,15.8630,-1.8349,20.129
1.231000,17.6845,14.9484,-3.8796,23.479
1.247000,23.9408,14.5242,0.9844,28.019
1.288000,30.6076,14.0493,9.3020,34.939
1.291000,30.7823,13.3869,16.1963,37.270
1.293000,31.0157,9.0285,19.7262,37.850
1.295000,31.6536,-7.6379,15.4466,36.040
1.297000,31.6536,-7.6379,15.4466,36.040
1.308000,27.1534,-20.5319,4.9749,34.404
1.311000,27.1534,-20.5319,4.9749,34.404
1.313000,23.4203,-24.8380,1.5516,34.174
1.326000,16.4898,-29.2145,-1.9394,33.603
1.333000,6.8694,-33.0104,-5.1499,34.109
1.351000,-2.1145,-35.2330,-6.6995,35.927
1.358000,-2.1145,-35.2330,-6.6995,35.927
1.359000,-8.6076,-37.1053,-7.3699,38.797
1.389000,-13.9733,-39.0699,-7.5337,42.172
1.391000,-18.8722,-41.7243,-8.9497,46.660
1.393000,-22.9701,-44.4308,-11.3301,51.284
1.394000,-23.8531,-46.3093,-10.7682,53.193
1.403000,-22.5810,-46.0177,-8.6011,51.976
1.414000,-18.6270,-44.8750,-5.9553,48.951
1.425000,-13.1486,-42.6013,-4.5466,44.815
1.438000,-8.0965,-38.7556,-5.7859,40.013
1.451000,-2.8148,-36.1747,-8.7452,37.323
1.488000,1.4442,-32.7296,-11.5838,34.749
1.491000,4.1649,-31.6926,-14.1458,34.955
1.493000,8.0084,-31.1114,-14.7448,35.348
1.495000,13.5371,-28.8478,-13.5825,34.640
1.498000,18.7759,-24.4508,-12.1416,33.133
1.501000,21.9937,-21.0894,-11.6579,32.625
1.516000,25.5006,-16.6093,-10.2646,32.117
1.521000,30.5955,-12.2040,-9.3213,34.233
1.544000,30.5779,-5.5093,-8.3694,32.178
1.546000,30.5779,-5.5093,-8.3694,32.178
1.547000,30.6037,5.9722,-6.3006,31.811
1.555000,30.6510,6.3464,-6.1969,31.909
1.571000,30.7231,12.2999,-9.5845,34.454
1.574000,30.7721,18.1455,-10.2510,37.165
1.586000,30.7956,12.5192,17.9857,37.797
1.592000,28.0470,17.2837,9.1272,34.186
1.608000,22.1625,16.8537,8.6015,29.141
1.613000,14.5576,15.3838,9.0803,23.044
1.626000,6.1098,13.6222,11.5984,18.905
1.634000,-1.2009,13.0394,13.7659,18.999
1.644000,-5.6311,14.6930,15.3416,21.976
1.667000,-8.9000,18.6665,14.5452,25.283
1.669000,-10.4861,23.3370,9.2321,27.199
1.710000,-10.6315,27.3884,4.0919,29.663
1.712000,-9.1816,29.1669,0.7372,30.587
1.714000,-7.8761,28.9386,2.3074,30.080
1.715000,-7.9379,25.3338,4.5473,26.935
1.718000,-8.8246,20.9283,8.7802,24.351
1.724000,-7.9100,18.5868,16.0250,25.784
1.736000,-5.8485,17.6597,22.6128,29.282
1.744000,-3.9134,18.4147,21.4859,28.567
1.754000,0.6815,17.0184,24.3933,29.751
1.765000,0.8573,16.6932,14.5722,22.175
1.806000,3.6738,16.5202,13.5424,21.675
1.808000,5.5897,15.0449,9.5830,18.693
1.810000,7.7878,13.8515,10.0859,18.821
1.811000,10.4651,13.5205,12.3141,21.070
1.814000,15.6381,14.6684,13.7986,25.497
1.824000,24.1689,17.5013,15.4864,33.619
1.837000,31.2226,17.2376,14.6126,38.542
1.843000,31.3418,16.8255,14.2486,38.320
1.866000,31.8176,2.3732,14.4216,35.014
1.869000,31.8176,2.3732,14.4216,35.014
1.870000,31.8176,-6.0257,10.7968,34.136
1.907000,32.4947,-15.2432,5.9275,36.379
1.909000,32.8525,-22.0496,0.1517,39.566
1.911000,28.4148,-25.6642,-7.6505,39.046
1.912000,19.9329,-27.3172,-13.8687,36.550
1.919000,12.4278,-28.4477,-13.5089,33.856
1.921000,12.4278,-28.4477,-13.5089,33.856
1.926000,5.0919,-30.4253,-10.8944,32.716
1.934000,-1.8123,-33.0350,-7.7446,33.979
1.946000,-8.2756,-36.0751,-5.1487,37.369
1.952000,-14.5484,-38.5124,-4.6555,41.431
1.973000,-18.8475,-40.1741,-5.6364,44.732
1.976000,-18.8475,-40.1741,-5.6364,44.732
1.976000,-21.3612,-40.6224,-8.2261,46.628
1.985000,-21.3615,-40.2677,-12.9914,47.398
2.001000,-18.4334,-37.5984,-16.0884,44.858
2.009000,-13.2341,-33.4983,-17.1093,39.875
2.012000,-7.8854,-29.3659,-16.7262,34.703
2.029000,-5.6054,-26.2932,-15.4262,30.995
2.030000,-5.6054,-26.2932,-15.4262,30.995
2.033000,-5.3765,-26.3157,-13.8486,30.219
2.047000,-5.1687,-27.5360,-12.6525,30.741
2.054000,-3.5619,-28.0496,-11.8281,30.649
2.082000,-0.2968,-27.8191,-10.8785,29.872
2.084000,4.4046,-26.4830,-9.0366,28.327
2.086000,8.9616,-23.2966,-6.6677,25.836
2.094000,13.8889,-19.9686,-5.1929,24.872
2.109000,19.2185,-15.0597,-4.5301,24.833
2.111000,19.2185,-15.0597,-4.5301,24.833
2.113000,23.3139,-10.4414,-4.6856,25.971
2.126000,27.1438,-8.2237,-4.4625,28.711
2.134000,30.8312,-4.2760,-1.7771,31.177
2.144000,30.8188,0.1031,1.2684,30.845
2.174000,30.9493,3.0134,-0.8038,31.106
2.176000,30.9493,6.3030,-2.0919,31.654
2.224000,29.5776,9.5770,0.7484,31.098
2.226000,29.5776,9.5770,0.7484,31.098
2.227000,27.6755,12.6199,3.7503,30.647
2.229000,27.2623,13.8100,4.7825,30.932
2.231000,23.7117,14.8698,6.1356,28.653
2.232000,16.0575,13.7160,8.2932,22.688
2.234000,7.6228,10.9860,11.0774,17.364
2.235000,1.4649,9.6692,13.9217,17.013
2.249000,-2.1423,10.6842,14.7266,18.320
2.251000,-2.1423,10.6842,14.7266,18.320
2.254000,-3.7607,13.4778,13.2628,19.279
2.291000,-4.7812,16.4218,11.8481,20.807
2.292000,-6.0501,19.1193,9.5065,22.193
2.294000,-7.2638,20.1980,6.1454,22.327
2.296000,-8.3890,20.5858,3.9763,22.582
2.307000,-8.5839,19.1519,3.2282,21.234
2.316000,-8.2212,17.5908,5.8670,20.284
2.327000,-7.4200,16.6942,10.4224,21.033
2.336000,-5.4015,16.1413,15.6511,23.123
2.347000,-5.3962,16.1755,17.0392,24.106
2.355000,-3.3653,17.1555,15.8591,23.604
2.367000,-2.8959,17.5314,14.2070,22.750
2.372000,-0.7507,17.5697,11.5399,21.034
2.394000,-0.1628,17.4010,5.8819,18.369
2.395000,0.9570,15.0445,7.2381,16.723
2.425000,2.2097,14.0612,4.3208,14.875
2.427000,12.0295,15.3816,10.4779,22.160
2.428000,20.9047,16.7671,11.9156,29.328
2.432000,30.4624,16.2883,12.9164,36.880
2.447000,31.2278,12.7066,14.8573,36.843
2.456000,31.4264,7.6798,15.3661,35.815
2.471000,31.6602,0.7156,9.4603,33.051
2.499000,31.9132,-5.9757,4.7600,32.815
2.501000,31.6863,-12.4022,0.2211,34.028
2.503000,27.1670,-14.3653,-4.8758,31.116
2.507000,21.7384,-15.6285,-8.2535,28.017
2.513000,15.6044,-18.2861,-7.3964,25.151
2.527000,8.8627,-22.0376,-3.8706,24.066
2.534000,1.1027,-25.9864,-1.4656,26.051
2.545000,-5.9707,-29.1928,-0.5668,29.803
2.556000,-11.8940,-31.5456,-1.2246,33.736
2.568000,-15.7737,-33.9801,-4.8681,37.778
2.611000,-19.7044,-36.2554,-10.3432,42.541
2.614000,-24.1250,-38.0461,-14.8923,47.448
2.615000,-24.6134,-38.9559,-18.3160,49.587
2.617000,-21.4233,-37.0693,-19.3742,46.994
2.619000,-21.4233,-37.0693,-19.3742,46.994
2.620000,-16.3218,-34.7388,-17.9903,42.389
2.627000,-11.9678,-33.0996,-16.6144,38.921
2.639000,-8.5799,-31.2974,-15.8012,36.095
2.644000,-5.1801,-30.4882,-15.1787,34.449
2.657000,-1.1398,-28.7966,-13.1326,31.670
2.663000,4.4913,-27.1494,-10.5564,29.474
2.692000,10.7866,-22.8943,-7.7151,26.458
2.694000,10.7866,-22.8943,-7.7151,26.458
2.695000,19.5780,-14.5881,-6.3988,25.240
2.696000,22.9009,-11.8096,-4.7026,26.192
2.705000,27.8300,-7.4963,-3.8010,29.071
2.729000,31.2498,-2.0950,-4.7880,31.684
2.731000,31.1789,0.5713,-3.4345,31.373
2.733000,31.1789,0.7294,-7.8446,32.159
2.748000,28.0182,5.9166,-7.2454,29.538
2.750000,28.0182,5.9166,-7.2454,29.538
2.755000,30.8720,11.2729,-2.5176,32.962
2.776000,31.4541,15.0668,2.2276,34.948
2.778000,31.5564,15.0617,7.7913,35.824
2.785000,27.0369,15.2027,13.0324,33.645
2.813000,18.4706,13.1673,14.4859,26.914
2.815000,7.5004,10.3325,14.7349,19.497
2.817000,-0.3815,8.7333,14.4183,16.861
2.825000,-5.6503,9.2285,13.0418,16.946
2.836000,-9.0864,10.8782,11.1755,18.050
2.845000,-9.8350,14.2083,9.4124,19.677
2.856000,-9.9585,17.3560,6.6243,21.078
2.867000,-10.0228,20.0098,3.2217,22.610
2.873000,-9.3572,20.9292,0.3726,22.929
2.904000,-8.8773,19.9428,-0.0812,21.830
2.906000,-8.8773,19.9428,-0.0812,21.830
2.907000,-8.7721,18.2440,2.7940,20.435
2.914000,-7.9577,16.4796,8.6672,20.249
2.916000,-6.8348,15.0294,13.0241,21.029
2.940000,-5.6376,14.4738,16.0942,22.367
2.944000,-5.2972,13.3124,16.2922,21.696
2.945000,-2.8264,13.7338,14.6162,20.254
2.957000,1.5552,13.4960,11.0576,17.517
2.966000,2.8759,12.3077,12.1506,17.532
2.975000,5.2093,11.7298,12.8353,18.151
2.997000,8.3886,12.2215,13.2332,19.871
3.000000,13.9635,13.4815,12.6619,23.174
3.009000,20.1295,13.4107,10.6267,26.419
3.045000,25.4399,11.3996,9.5876,29.480
3.048000,29.2611,7.1308,8.3841,31.263
3.050000,29.2611,7.1308,8.3841,31.263
3.051000,30.3072,3.8204,8.4925,31.706
3.054000,31.6884,2.0068,5.4644,32.219
3.056000,31.9343,-1.9937,2.9457,32.132
3.067000,32.2053,-9.0674,0.4455,33.460
3.095000,27.7445,-14.1039,-4.3741,31.429
3.097000,21.4860,-15.0041,-10.8481,28.363
3.100000,17.5398,-15.5024,-13.7012,27.124
3.102000,17.5398,-15.5024,-13.7012,27.124
3.105000,12.3759,-16.7493,-11.2120,23.652
3.138000,6.4713,-19.4952,-7.5781,21.894
3.141000,0.8079,-21.9568,-4.9577,22.524
3.142000,-4.4968,-24.1516,-3.5099,24.816
3.147000,-9.5876,-26.5490,-3.9710,28.505
3.158000,-13.5224,-29.8202,-6.5829,33.398
3.172000,-17.2239,-32.5256,-10.0449,38.151
3.181000,-20.2713,-34.6374,-13.1441,42.231
3.183000,-20.2713,-34.6374,-13.1441,42.231
3.206000,-18.6695,-35.2013,-14.2852,42.329
3.208000,-18.8576,-35.0080,-14.2003,42.223
3.211000,-15.5228,-33.2825,-13.1193,38.997
3.218000,-12.4533,-31.3445,-12.5792,35.997
3.223000,-9.3217,-30.0038,-12.4260,33.786
3.240000,-0.9233,-27.8746,-8.9766,29.299
3.243000,-0.9233,-27.8746,-8.9766,29.299
3.245000,3.9509,-26.0649,-5.9158,27.018
