time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.8626,0.0208,-2.2902,2.447
0.004000,1.0953,0.5437,-1.6647,2.066
0.015000,1.4704,1.1053,-0.9821,2.085
0.020000,2.0016,1.1577,-0.6406,2.399
0.035000,1.9878,0.8069,-0.4190,2.186
0.046000,1.5276,0.3785,-0.5229,1.658
0.074000,1.8736,-0.0273,-0.6976,1.999
0.075000,1.8792,-0.2826,-0.6978,2.024
0.076000,0.9292,-1.7140,-0.8389,2.123
0.085000,0.9197,-0.2035,-0.8855,1.293
0.091000,1.0871,0.8545,-1.4998,2.040
0.109000,0.6352,0.1998,-2.4489,2.538
0.112000,-0.1325,-0.1395,-2.9515,2.958
0.123000,-2.0380,-1.5307,-4.6776,5.327
0.134000,-2.3577,-0.7173,-3.2026,4.041
0.147000,-2.5948,0.5009,-1.0934,2.860
0.152000,-2.4687,0.5717,0.5334,2.590
0.166000,-1.3946,-0.8000,-0.3838,1.653
0.203000,-0.6084,-0.8389,-0.6849,1.242
0.204000,-0.2839,0.0559,0.2816,0.404
0.205000,-0.1976,-0.4992,-0.4155,0.679
0.206000,-0.1595,-0.5937,-1.7768,1.880
0.213000,-0.8940,-0.7550,-1.9489,2.273
0.231000,-1.4835,-0.7882,-2.6842,3.167
0.235000,-1.3545,-0.3786,-3.8745,4.122
0.242000,-1.1359,0.2059,-4.5108,4.656
0.259000,-1.5103,0.2640,-4.8956,5.130
0.260000,-1.5103,0.2640,-4.8956,5.130
0.290000,-1.5592,0.3795,-4.7693,5.032
0.292000,-1.0655,0.5296,-3.8427,4.023
0.293000,0.0001,0.5288,-3.3712,3.412
0.301000,-0.0815,0.0983,-2.5649,2.568
0.302000,0.3860,-0.0746,-1.5875,1.635
0.315000,0.3412,-0.1833,-0.3269,0.507
0.331000,0.0655,-0.7102,0.6716,0.980
0.333000,-0.5204,-1.2435,1.1474,1.770
0.345000,-1.3571,-1.4136,0.8771,2.147
0.353000,-1.7602,-1.6393,-0.2836,2.422
0.386000,-2.2955,-1.4861,-1.9653,3.368
0.388000,-3.1558,-1.7774,-2.9322,4.660
0.391000,-3.4705,-1.7506,-4.2161,5.735
0.395000,-4.2211,-1.6979,-4.4208,6.344
0.403000,-4.1712,-2.3438,-4.3764,6.484
0.414000,-4.3024,-3.8709,-3.8488,6.950
