time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,0.4555,0.7261,-1.5558,1.776
0.012000,0.7277,0.7460,-0.7592,1.289
0.027000,1.0996,0.6065,-0.1345,1.263
0.034000,1.4468,0.2629,0.0953,1.474
0.042000,0.9835,0.7598,-0.6481,1.402
0.053000,2.0045,0.3660,-1.7741,2.702
0.065000,1.2818,0.3883,-2.1187,2.506
0.070000,0.4226,-0.1351,-2.1373,2.183
0.085000,-0.2191,0.4969,-1.4648,1.562
0.086000,-0.2191,0.4969,-1.4648,1.562
0.094000,-0.0447,1.0849,-1.0605,1.518
0.102000,0.1027,1.1356,-1.2592,1.699
0.113000,-0.1255,0.8861,-1.5354,1.777
0.122000,-0.2530,0.6941,-1.8055,1.951
0.132000,-0.3919,0.5593,-2.1216,2.229
0.148000,-0.2768,0.5224,-2.8392,2.900
0.150000,-0.2434,1.1285,-2.1825,2.469
0.165000,-0.2306,1.3087,-1.8081,2.244
0.166000,-0.2306,1.3087,-1.8081,2.244
0.172000,0.0303,0.9751,-1.6373,1.906
0.183000,-0.0205,0.5958,-1.5628,1.673
0.192000,-0.3697,0.4284,-1.3873,1.498
0.205000,-0.5590,0.2909,-1.2202,1.373
0.210000,0.1538,0.2181,-1.6458,1.667
0.224000,0.0504,0.2119,-1.8772,1.890
0.232000,0.0681,0.5243,-1.9714,2.041
0.244000,0.4179,0.8357,-1.9312,2.145
0.252000,0.7436,0.9060,-2.2968,2.579
0.266000,0.8318,1.0528,-2.5455,2.877
0.272000,0.7839,1.1014,-2.6099,2.939
0.284000,0.6371,0.8848,-2.8651,3.066
0.291000,0.5442,0.4806,-3.0312,3.117
0.304000,0.0446,0.2383,-2.9216,2.932
0.312000,-0.0296,0.0246,-2.8705,2.871
0.329000,-0.1309,-0.3448,-2.1368,2.168
0.332000,-0.2898,-0.6467,-1.7019,1.844
0.343000,-0.1890,-0.7567,-1.6567,1.831
0.355000,-1.1477,-1.1512,-1.3389,2.106
0.365000,-1.4012,-1.4427,-1.8037,2.702
0.376000,-1.9757,-1.8088,-1.6985,3.172
0.378000,-1.9757,-1.8088,-1.6985,3.172
0.382000,-2.2736,-2.0068,-1.9525,3.607
0.393000,-2.7292,-2.1367,-2.6622,4.371
0.401000,-2.9154,-2.4795,-3.0184,4.874
0.415000,-2.8606,-2.2558,-2.5509,4.447
0.420000,-2.2956,-1.5710,-2.2061,3.550
0.435000,-1.5327,-0.9632,-1.1652,2.153
0.449000,-0.6816,-0.3935,-0.2864,0.838
0.453000,-0.3320,0.2981,0.4595,0.641
0.462000,-0.3091,0.9231,1.1241,1.487
0.473000,-0.8000,1.0091,1.0074,1.635
0.482000,-1.5254,1.0122,0.1118,1.834
0.495000,-2.0861,1.4032,-0.5863,2.582
0.501000,-2.3479,1.6153,-0.8878,2.985
0.515000,-2.3151,2.6918,-0.8810,3.658
0.522000,-2.2420,2.9657,-0.6392,3.772
0.533000,-2.7516,2.8699,-0.5899,4.019
0.549000,-0.9584,6.1509,1.5900,6.425
0.553000,-2.0747,5.6321,2.1336,6.370
0.565000,-1.2722,4.7642,1.8093,5.253
0.570000,-1.8137,5.4508,2.7638,6.375
0.585000,-1.7454,5.2419,3.3929,6.483
0.594000,-1.3662,4.4769,3.1218,5.626
0.602000,-1.0724,3.9856,3.3998,5.347
0.613000,-0.4145,3.4644,4.9628,6.067
0.623000,0.4528,3.0723,7.3276,7.959
0.633000,0.0639,2.6664,6.3735,6.909
0.649000,0.6072,2.5488,6.3213,6.843
0.651000,1.1190,2.9104,5.6777,6.478
0.666000,1.2799,3.0940,4.7256,5.792
0.667000,1.2799,3.0940,4.7256,5.792
0.672000,1.5140,3.1500,3.2361,4.763
0.684000,1.6474,3.1190,1.7878,3.955
0.694000,1.6658,2.6751,0.8474,3.263
0.705000,1.5861,1.8115,0.5742,2.475
0.711000,1.8255,1.1308,-0.2292,2.160
0.726000,1.8646,0.4605,0.1221,1.925
0.732000,2.0505,-0.3662,0.1146,2.086
0.743000,1.6797,-1.3107,0.2899,2.150
0.754000,1.4050,-2.1102,0.1902,2.542
0.766000,1.1932,-2.8368,0.0035,3.078
0.772000,0.8839,-3.3735,-0.5212,3.526
0.785000,0.8976,-3.7586,-0.7615,3.939
0.791000,1.0439,-4.2791,-1.6497,4.703
0.806000,1.2644,-4.5163,-1.6411,4.969
0.808000,1.2644,-4.5163,-1.6411,4.969
0.812000,1.4096,-4.8497,-1.7058,5.331
0.824000,1.2160,-5.0376,-1.5216,5.401
0.833000,1.4688,-5.1716,-1.1943,5.507
0.851000,1.5960,-5.2100,-0.6973,5.493
0.857000,0.9883,-5.4863,-0.1661,5.577
0.862000,0.7801,-7.1769,0.1546,7.221
0.876000,1.0191,-6.9607,0.0851,7.035
0.878000,1.0191,-6.9607,0.0851,7.035
0.882000,0.9403,-6.7256,-0.0782,6.791
0.895000,1.5779,-6.2379,-0.0765,6.435
0.902000,1.7043,-5.0866,0.2958,5.373
0.916000,2.1746,-3.7968,0.6521,4.424
0.921000,2.0061,-2.8811,0.9570,3.639
0.935000,1.1397,-1.8091,1.1939,2.449
0.948000,0.4864,-1.3127,1.5328,2.076
0.953000,-0.0988,-0.9323,1.6032,1.857
0.964000,-1.0232,-0.7101,1.2777,1.784
0.972000,-0.4077,1.1630,1.0073,1.592
0.986000,-0.1005,2.0063,0.5608,2.086
0.990000,0.6947,1.9268,-1.4629,2.517
1.005000,1.3095,1.7129,-2.9860,3.683
1.013000,1.2868,2.1524,-2.8839,3.822
1.023000,2.3531,2.5099,-2.4912,4.248
1.034000,4.0682,2.1693,-1.9153,4.992
1.042000,6.4441,1.2993,-1.6025,6.766
1.054000,8.3856,0.0651,-1.3887,8.500
1.066000,8.4700,0.0304,-0.4998,8.485
1.070000,8.9708,0.6363,0.9841,9.047
1.085000,9.4608,2.2098,2.4571,10.021
1.095000,9.6130,3.8611,2.8463,10.743
1.103000,8.9060,5.1432,2.1734,10.512
1.114000,7.7767,5.5915,1.3005,9.666
1.123000,6.1648,5.2702,0.3015,8.116
1.133000,4.0166,4.4333,-0.4706,6.001
1.150000,-0.0229,2.3449,-0.3816,2.376
1.153000,-1.5409,1.7177,-0.1302,2.311
1.164000,-2.4363,1.8318,0.1825,3.054
1.173000,-2.7215,2.4426,0.8018,3.744
1.184000,-2.5180,3.5314,1.5012,4.590
1.193000,-2.1279,4.7875,1.9046,5.575
1.206000,-1.5469,6.0492,2.1523,6.604
1.212000,-1.2804,7.0701,2.2031,7.515
1.225000,-1.3280,7.8381,2.2324,8.257
1.233000,-2.3714,8.2016,2.4569,8.884
1.243000,-3.5737,8.1552,2.8229,9.341
1.254000,-4.7024,7.8848,3.2677,9.745
1.266000,-5.6338,7.6853,3.6919,10.219
1.273000,-6.2631,7.5954,3.8223,10.561
1.286000,-6.4613,7.5895,3.0472,10.423
1.291000,-5.8589,7.8227,1.9984,9.976
1.306000,-4.9004,7.9893,0.7774,9.405
1.308000,-4.9004,7.9893,0.7774,9.405
1.313000,-3.6448,8.1760,-0.3045,8.957
1.324000,-2.4631,8.4094,-0.9268,8.812
1.333000,-1.1308,8.3493,-1.2386,8.516
1.343000,0.2519,7.3924,-1.9940,7.661
1.355000,1.2098,5.8334,-2.9071,6.629
1.373000,2.0681,4.2612,-3.5063,5.893
1.376000,2.8694,1.9987,-3.8647,5.212
1.378000,2.8694,1.9987,-3.8647,5.212
1.383000,4.1518,0.1111,-3.9536,5.734
1.397000,6.0613,-1.4591,-3.2449,7.028
1.403000,9.2034,-2.8326,-1.3164,9.719
1.414000,13.6192,-4.9319,1.6994,14.584
1.426000,13.8603,-5.0028,2.4323,14.935
1.431000,13.5251,-4.3133,2.6621,14.444
1.447000,12.7102,-3.6544,2.4768,13.455
1.449000,12.7102,-3.6544,2.4768,13.455
1.452000,11.6287,-3.2598,2.4805,12.329
1.464000,9.8806,-3.2174,2.3306,10.649
1.472000,7.6533,-3.7062,2.7728,8.944
1.487000,5.6793,-4.1299,2.6234,7.496
1.491000,3.9369,-4.3045,2.4465,6.326
1.506000,2.2593,-4.4103,1.7513,5.256
1.514000,0.7080,-4.6307,0.7953,4.752
1.523000,-0.8271,-4.8431,-0.6616,4.958
1.534000,-2.3535,-4.8978,-2.4643,5.967
1.543000,-3.6385,-4.7718,-4.2468,7.351
1.554000,-4.4306,-4.2621,-5.2220,8.066
1.567000,-5.0758,-3.7612,-5.4654,8.354
1.571000,-5.4105,-3.4845,-5.2083,8.279
1.586000,-5.3790,-3.1878,-4.0687,7.460
1.594000,-5.8893,-3.2502,-2.5795,7.204
1.603000,-6.6668,-3.6620,-0.9039,7.660
1.614000,-7.6820,-3.9523,0.3709,8.647
1.624000,-8.5243,-3.9251,0.9110,9.429
1.634000,-8.9473,-3.5597,0.8406,9.666
1.647000,-9.2525,-3.2051,0.1822,9.794
1.653000,-9.6091,-2.9012,-0.6078,10.056
1.664000,-9.6043,-2.6501,-1.3482,10.054
1.674000,-9.2484,-2.5184,-1.5723,9.713
1.685000,-7.9910,-2.4696,-2.0218,8.605
1.693000,-3.3124,-4.4787,-4.4610,7.137
