time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001000,3.3991,0.3400,-0.6902,3.485
0.002000,3.3991,0.3400,-0.6902,3.485
0.006000,3.5858,0.4870,-0.5568,3.661
0.017000,4.0504,0.7119,-0.6884,4.170
0.026000,3.8533,0.6943,-0.2224,3.922
0.035000,3.8252,0.8575,-0.1220,3.922
0.052000,3.7238,0.6558,-0.0050,3.781
0.054000,3.6289,0.3597,0.0105,3.647
0.072000,3.2075,0.0799,-0.2284,3.217
0.076000,2.7832,-0.0253,-0.2913,2.798
0.087000,2.5818,-0.0244,-0.3283,2.603
0.096000,2.6203,0.1146,-0.3161,2.642
0.107000,2.8323,0.5764,-0.5691,2.946
0.118000,3.0575,0.9934,-0.8959,3.337
0.123000,3.1717,1.0064,-0.8880,3.444
0.139000,3.5286,1.1256,-0.4511,3.731
0.140000,3.5286,1.1256,-0.4511,3.731
0.156000,3.5080,0.8738,0.1336,3.618
0.158000,3.4283,0.5677,0.5972,3.526
0.167000,3.0348,0.0651,0.7838,3.135
0.176000,2.6404,-0.2832,0.2458,2.667
0.188000,2.2524,-0.7760,-0.2013,2.391
0.194000,1.7603,-0.6792,0.0036,1.887
0.208000,1.2320,-2.4367,-1.8247,3.284
0.216000,1.8615,-0.7678,-2.2167,2.995
0.226000,1.8252,0.2533,-2.2889,2.938
0.237000,1.6649,-0.3167,-2.7461,3.227
0.256000,0.2374,-1.2901,-2.8294,3.119
0.258000,0.1017,-2.3505,-1.8219,2.976
0.275000,0.3322,-2.9503,-1.5815,3.364
0.278000,1.0758,-3.1079,-1.3202,3.544
0.289000,1.3343,-3.0743,-0.3747,3.372
0.297000,1.2473,-2.9832,0.0241,3.234
0.305000,0.9028,-3.0099,-0.2126,3.150
0.317000,0.2498,-3.3833,-1.1638,3.587
0.325000,-0.2897,-3.0403,-2.3571,3.858
0.338000,-0.4278,-2.4876,-3.6112,4.406
0.344000,-0.2041,-1.7468,-4.5940,4.919
0.359000,-0.0529,-1.7027,-5.3892,5.652
0.360000,-0.0529,-1.7027,-5.3892,5.652
0.371000,0.0794,-1.8714,-5.9071,6.197
0.377000,0.3306,-2.3325,-5.8461,6.303
0.386000,0.5466,-2.7424,-4.7778,5.536
0.398000,0.9083,-3.2694,-3.6188,4.961
0.408000,1.0514,-3.7421,-2.2752,4.504
0.414000,1.4133,-3.8709,-1.6394,4.435
0.431000,1.2799,-3.8044,-1.2020,4.190
0.433000,1.2799,-3.8044,-1.2020,4.190
0.435000,1.7047,-3.8285,-1.2195,4.365
0.448000,1.6853,-3.6821,-1.5871,4.349
0.456000,1.1685,-4.6646,-2.2729,5.319
0.471000,2.3109,-2.1437,-2.7333,4.172
0.474000,1.9377,-1.8284,-3.7518,4.602
0.488000,2.5512,-2.2366,-4.4156,5.569
0.497000,2.9567,-2.2725,-3.8415,5.354
0.506000,2.5684,-2.7191,-2.4527,4.473
0.517000,2.4073,-3.5751,-1.5431,4.578
0.526000,2.8641,-4.4453,-1.3318,5.453
0.536000,3.5412,-4.9073,-2.3400,6.488
0.555000,3.6293,-5.1177,-2.5127,6.758
0.556000,3.7448,-6.0806,-3.5300,7.966
0.568000,3.9486,-6.9898,-2.5268,8.416
0.576000,4.4207,-6.8316,-2.5442,8.526
0.587000,4.4690,-6.7003,-2.5123,8.437
0.597000,4.1305,-6.9677,-3.0443,8.653
0.606000,3.5580,-7.3830,-3.8285,9.046
0.618000,2.7391,-7.7547,-4.1222,9.200
0.624000,2.9141,-8.5952,-5.7414,10.739
0.639000,3.6676,-8.2938,-4.6433,10.188
0.641000,3.6676,-8.2938,-4.6433,10.188
0.646000,4.5401,-7.8857,-3.9947,9.938
0.659000,5.6060,-7.8022,-3.1041,10.096
0.666000,6.7007,-7.7663,-2.2824,10.508
0.689000,7.8779,-6.0648,-0.5672,9.958
0.691000,8.9396,-5.0664,-0.5289,10.289
0.699000,10.0113,-3.9057,0.8951,10.783
0.706000,10.8004,-3.2667,-0.6839,11.304
0.716000,10.6408,-2.3509,-1.2452,10.968
0.726000,9.7601,-2.1778,-2.5230,10.313
0.737000,8.7891,-1.9062,-3.6095,9.691
0.746000,8.0906,-0.9007,-3.2878,8.779
0.763000,8.2921,0.3215,-2.8224,8.765
0.765000,8.9750,1.0745,-2.2024,9.304
0.779000,8.9287,0.6939,-0.4961,8.969
0.786000,10.2721,1.8968,-2.4210,10.723
0.800000,10.8754,2.7892,-1.4611,11.322
0.806000,11.4040,2.9239,-1.8818,11.922
0.817000,11.7551,3.4775,-1.9098,12.407
0.829000,12.4971,4.3805,-1.8820,13.376
0.834000,13.0110,5.2693,-1.5606,14.124
0.866000,12.8352,5.9468,-1.2195,14.198
0.867000,11.8617,6.2492,-0.8110,13.432
0.869000,10.0056,6.0245,-0.6688,11.698
0.877000,7.5439,5.3884,-0.7330,9.300
0.887000,5.1102,4.8424,-0.8162,7.087
0.898000,3.1373,4.6339,-0.7870,5.651
0.909000,1.6926,4.4827,-0.4026,4.809
0.916000,0.6624,4.5728,0.0638,4.621
0.927000,-0.2315,4.5249,0.4853,4.557
0.937000,-1.1688,4.2316,0.5374,4.423
0.959000,-1.9267,3.9463,0.3231,4.403
0.960000,-2.6724,3.8172,-0.1027,4.661
0.977000,-3.7529,3.6425,-0.5969,5.264
0.979000,-4.7499,3.6425,-1.2620,6.117
0.989000,-5.3147,3.1163,-1.9987,6.477
0.998000,-6.1210,2.8494,-1.7497,6.975
1.007000,-6.9931,0.8831,-5.5963,9.000
1.017000,-6.9910,2.4719,-0.3239,7.422
1.027000,-5.4057,2.3265,1.9067,6.186
1.036000,-3.1369,-0.3914,3.4152,4.654
1.057000,-5.5534,-0.0310,3.7711,6.713
1.060000,-5.6212,0.9712,3.7359,6.819
1.079000,-3.8756,-0.9780,2.7010,4.824
1.082000,-4.9537,2.1787,-0.2017,5.415
1.088000,-2.3177,1.4101,0.2586,2.725
1.098000,-0.5090,0.2517,-0.3980,0.693
1.107000,0.3392,0.5863,0.9943,1.203
1.119000,3.2663,-1.1871,2.0881,4.054
1.124000,3.8306,-1.5730,0.7302,4.205
1.140000,4.8995,-1.9319,0.5610,5.296
1.141000,4.8995,-1.9319,0.5610,5.296
1.146000,6.1744,-2.4705,0.0800,6.651
1.162000,7.7984,-2.4234,-0.0375,8.166
1.178000,11.6264,-2.1936,1.6547,11.947
1.181000,14.6885,-3.3837,3.7266,15.527
1.189000,14.3968,-5.9756,4.2426,16.155
1.194000,14.8112,-6.3039,5.5629,17.031
1.210000,15.7120,-6.8982,6.8177,18.464
1.212000,15.7120,-6.8982,6.8177,18.464
1.216000,15.5364,-6.9650,7.3136,18.530
1.228000,14.5477,-6.7307,7.0728,17.520
1.237000,13.1365,-6.6307,6.5992,16.127
1.246000,11.0190,-6.7479,6.0094,14.250
1.260000,8.5658,-6.9605,4.8616,12.061
1.278000,6.4347,-7.2867,3.4820,10.326
1.280000,4.5059,-7.3405,2.2663,8.906
1.287000,2.9876,-7.2102,1.0860,7.880
1.300000,1.7571,-7.0624,-0.4141,7.289
1.306000,1.2894,-6.8901,-1.9477,7.275
1.318000,0.7836,-6.5910,-3.1610,7.352
1.329000,0.3656,-6.2949,-3.8049,7.365
1.334000,-0.3347,-6.5641,-4.3619,7.888
1.362000,-1.7614,-7.4107,-3.9238,8.568
1.363000,-2.5770,-7.6597,-3.1016,8.656
1.367000,-3.5983,-8.1903,-2.2702,9.229
1.378000,-4.6180,-8.6682,-1.5039,9.936
1.387000,-5.4490,-9.0462,-0.8315,10.593
1.402000,-5.8940,-9.0992,-0.2189,10.844
1.404000,-6.3394,-9.0824,-0.0094,11.076
1.419000,-6.6118,-9.0532,0.2634,11.214
1.427000,-6.6458,-9.0294,0.3837,11.218
1.437000,-6.4561,-8.8892,0.5326,10.999
1.448000,-5.7185,-8.5115,0.6929,10.278
1.458000,-4.5566,-7.8242,1.0899,9.120
1.483000,-3.2308,-7.2667,1.7499,8.143
1.484000,-1.4686,-6.9438,2.5086,7.528
1.490000,0.3616,-6.5209,3.0281,7.199
1.497000,2.4292,-5.5731,2.5489,6.592
1.508000,5.5882,-2.6258,2.0077,6.493
1.518000,10.2504,0.7880,1.9862,10.471
1.528000,13.9737,3.3845,2.1480,14.537
1.537000,15.4649,4.2056,2.3947,16.205
1.560000,15.3092,3.2996,2.3706,15.839
1.562000,14.5973,2.2150,3.1181,15.090
1.578000,12.8027,1.9254,4.2003,13.611
1.579000,12.8027,1.9254,4.2003,13.611
1.580000,10.7264,1.8312,5.5017,12.193
1.588000,7.7894,1.3234,5.5987,9.684
1.597000,4.6812,0.6597,4.2865,6.381
1.607000,2.0023,0.3905,2.2488,3.036
1.619000,-2.3133,0.3058,-0.5514,2.398
1.624000,-4.2802,0.0847,-1.5974,4.569
1.640000,-5.2047,0.2857,-1.1748,5.343
1.642000,-5.2047,0.2857,-1.1748,5.343
1.646000,-5.5849,1.1499,-0.7452,5.751
1.672000,-5.6352,1.4140,0.3197,5.819
1.674000,-5.5820,1.5533,1.3320,5.945
1.679000,-5.8214,1.6045,2.7497,6.635
1.686000,-5.8781,2.0325,3.6889,7.231
1.700000,-5.6319,2.3667,4.4308,7.547
1.707000,-5.5501,2.8127,4.3164,7.573
1.717000,-5.6595,2.8460,4.2253,7.615
1.728000,-5.5073,2.2485,4.6414,7.545
1.737000,-4.7980,2.6020,4.6884,7.195
1.747000,-4.0956,2.9395,5.4298,7.409
1.764000,-3.0112,3.0147,5.5003,6.958
1.768000,-2.2420,3.3901,5.8458,7.120
1.780000,-2.2136,2.2043,6.1558,6.903
1.787000,-2.1190,1.6232,6.1811,6.733
1.798000,-0.8945,1.7432,6.2303,6.531
1.807000,0.0833,1.7384,7.5731,7.770
1.818000,1.7778,1.6549,8.8244,9.153
1.829000,2.6028,2.6818,9.1874,9.918
1.835000,4.1083,3.3878,9.4507,10.848
1.860000,5.1591,3.5621,8.7626,10.774
1.862000,5.1591,3.5621,8.7626,10.774
1.863000,8.0964,2.7708,6.6734,10.852
1.869000,8.0596,2.7275,6.4726,10.691
1.878000,10.1113,1.6558,5.5979,11.675
1.890000,14.3969,-1.5000,3.8374,14.975
1.895000,16.4391,-1.7267,2.5532,16.726
1.910000,18.0172,-1.4768,1.5393,18.143
1.919000,17.9553,-1.4265,1.8084,18.102
1.928000,16.3087,-1.6565,3.1263,16.688
1.938000,12.5963,-3.1687,3.3434,13.412
1.947000,8.6743,-5.2523,3.0971,10.603
1.961000,5.1009,-6.4612,2.7647,8.684
1.965000,2.5081,-7.2260,2.4476,8.031
1.982000,0.5495,-7.7347,1.9488,7.995
1.987000,-0.7593,-8.2617,0.7865,8.334
1.997000,-1.7721,-8.5227,-1.1106,8.776
2.008000,-2.3488,-8.1433,-3.1861,9.054
2.021000,-2.7117,-7.5316,-4.9714,9.423
2.028000,-2.7414,-6.7271,-5.8605,9.334
2.040000,-2.5249,-6.0237,-6.0895,8.930
2.045000,-2.2687,-6.1318,-6.0196,8.887
2.060000,-2.5265,-6.1627,-4.8029,8.212
2.085000,-3.1767,-6.6224,-3.5964,8.178
2.087000,-3.6304,-7.4459,-2.1750,8.565
2.092000,-4.1826,-8.0590,-0.8024,9.115
2.097000,-4.7048,-8.6652,0.3095,9.865
2.108000,-5.6889,-8.8244,1.1354,10.560
2.120000,-6.5658,-9.0403,1.4769,11.270
2.127000,-6.4524,-9.5511,1.1152,11.580
2.138000,-5.8686,-9.3576,1.3996,11.134
2.148000,-4.5232,-8.8645,2.0201,10.155
2.162000,-2.6480,-8.1126,2.9627,9.033
2.181000,1.5035,-6.3952,4.5601,7.997
2.183000,4.4962,-5.2985,4.5824,8.324
2.189000,7.3797,-4.1554,3.7406,9.258
2.202000,10.1974,-2.4228,3.5286,11.059
2.207000,12.9999,-0.5175,3.5705,13.491
2.220000,15.7683,1.5388,3.7186,16.274
2.229000,17.2898,2.5610,3.2556,17.779
2.238000,18.4225,2.5761,3.5923,18.945
2.247000,18.5901,3.1615,5.0801,19.529
2.260000,16.4925,3.9859,6.6241,18.214
2.266000,13.9019,4.4886,7.9026,16.609
2.288000,10.4922,4.1758,7.4447,13.526
2.290000,10.4922,4.1758,7.4447,13.526
2.291000,7.2538,3.9000,6.0303,10.207
2.299000,4.4736,3.8235,4.5376,7.431
2.308000,2.4493,3.7821,3.2361,5.548
2.320000,0.5555,4.0686,1.9946,4.565
2.330000,-1.1694,4.3488,0.8285,4.579
2.335000,-2.3864,4.5504,0.6753,5.182
2.354000,-3.1195,4.3638,0.9314,5.444
2.355000,-3.1195,4.3638,0.9314,5.444
2.357000,-3.7784,4.0834,1.7361,5.828
2.377000,-3.5651,3.8714,2.8177,5.970
2.379000,-3.1693,3.9042,3.9531,6.396
2.401000,-2.9045,3.7970,4.8861,6.836
2.403000,-3.0179,3.2855,5.3306,6.951
2.405000,-3.4679,3.0524,5.6680,7.312
2.422000,-3.5738,2.4904,5.2421,6.816
2.424000,-3.5738,2.4904,5.2421,6.816
2.427000,-3.7219,2.2287,4.8551,6.511
2.439000,-3.4217,1.8740,4.8819,6.249
2.447000,-3.1856,1.8049,4.7189,5.973
2.461000,-2.8162,0.8182,4.1432,5.076
2.465000,-2.8713,0.4614,4.6210,5.460
2.480000,-2.8389,-0.3010,4.3916,5.238
2.488000,-2.5852,-0.7656,4.5160,5.260
2.501000,-1.3504,-0.7767,4.7768,5.024
2.507000,0.0518,-0.5398,5.2239,5.252
2.519000,1.6230,-0.1417,6.0542,6.270
2.528000,3.3716,0.2900,6.8128,7.607
2.540000,3.8703,0.7425,6.9049,7.950
2.546000,4.5654,1.4160,6.6409,8.182
2.560000,6.0340,1.5863,5.6936,8.446
2.570000,8.0506,1.2462,4.3887,9.253
2.586000,10.4796,-0.0166,3.3300,10.996
2.589000,12.6546,-1.2569,2.5001,12.960
2.598000,14.8451,-1.2805,1.5486,14.980
2.610000,16.2217,-0.1583,1.3480,16.278
2.616000,16.5407,0.8678,2.3687,16.732
2.630000,14.9928,0.7378,3.5523,15.425
2.638000,12.0992,-0.6813,4.4929,12.924
2.648000,8.9516,-2.6571,4.4132,10.328
2.660000,5.4823,-4.3536,3.5697,7.858
2.692000,2.2576,-5.5153,2.2743,6.379
2.694000,-0.5659,-6.4966,0.9286,6.587
2.695000,-2.2336,-7.1896,-0.3531,7.537
2.700000,-3.4091,-7.8031,-1.5737,8.659
2.708000,-3.1193,-6.7415,-3.9004,8.390
2.720000,-2.5424,-5.9614,-4.5038,7.892
2.727000,-1.9059,-6.1367,-4.6018,7.904
2.739000,-1.8183,-6.7049,-3.8460,7.941
2.748000,-2.3184,-7.5687,-2.4434,8.284
2.760000,-3.2954,-8.5537,-0.4075,9.176
2.766000,-4.2986,-9.5730,0.7691,10.522
2.786000,-5.5704,-10.5842,1.9163,12.113
2.788000,-5.5704,-10.5842,1.9163,12.113
2.789000,-7.2062,-10.7328,2.6544,13.197
2.799000,-7.3392,-11.3268,2.4433,13.716
2.809000,-7.4023,-10.5903,2.4459,13.150
2.818000,-7.2592,-10.0481,2.5166,12.649
2.831000,-5.8124,-9.1488,0.7534,10.865
2.837000,-4.4326,-8.2920,0.5042,9.416
2.852000,-2.6612,-7.8266,0.8082,8.306
2.854000,-2.6612,-7.8266,0.8082,8.306
2.868000,-1.1739,-7.5426,1.6415,7.808
2.871000,-0.2744,-7.1694,1.9157,7.426
2.878000,1.1611,-7.6574,1.5768,7.904
2.890000,3.4445,-7.3463,0.9736,8.172
2.901000,8.1973,-4.4877,2.0368,9.565
2.906000,14.7405,-0.6215,4.0052,15.288
2.922000,21.2187,3.2389,5.7213,22.214
2.923000,21.2187,3.2389,5.7213,22.214
2.929000,25.3395,5.3514,6.3492,26.665
2.939000,25.8124,5.9733,6.3253,27.239
2.948000,23.2464,6.0815,5.4982,24.650
2.967000,18.9821,6.0100,5.2134,20.582
2.988000,14.2905,5.5311,4.7377,16.039
2.991000,6.1205,5.3008,3.2857,8.738
2.992000,2.0124,4.6513,2.7770,5.779
2.998000,-0.6078,4.4118,2.8382,5.281
3.009000,-2.2616,4.9388,3.4541,6.437
3.019000,-3.3631,5.4475,4.3520,7.741
3.028000,-3.7870,5.6534,5.1599,8.540
3.041000,-3.5940,6.2924,5.6832,9.209
3.046000,-3.3188,7.3488,5.7807,9.921
3.062000,-3.5448,7.8506,5.5610,10.253
3.064000,-3.5448,7.8506,5.5610,10.253
3.068000,-4.2163,8.1521,5.1758,10.537
3.082000,-4.8073,7.7062,4.3612,10.076
3.090000,-5.1962,7.1463,3.5976,9.540
3.102000,-5.0283,5.9945,3.1550,8.436
3.107000,-4.6287,5.2734,3.8650,8.011
3.121000,-3.5974,4.2801,4.5030,7.179
3.128000,-2.7332,4.1103,4.9048,6.959
3.139000,-1.5885,3.9809,5.2016,6.740
3.149000,-0.8030,3.6463,5.7398,6.847
3.161000,0.3041,3.2705,6.2009,7.017
3.168000,1.2460,2.6855,6.3382,6.995
3.185000,2.1193,2.2384,6.4523,7.151
3.188000,3.0272,2.1106,6.9691,7.886
3.201000,4.0978,1.4970,7.0337,8.277
3.209000,5.4529,1.1199,7.5101,9.348
3.220000,6.9495,0.8670,7.8950,10.554
3.228000,8.6558,0.9806,7.5692,11.540
3.240000,11.5174,1.6192,5.6232,12.919
3.251000,18.6081,-0.3790,2.9494,18.844
3.262000,19.8914,-2.7588,2.4561,20.231
3.274000,20.3614,-4.4603,2.1089,20.951
3.275000,20.3614,-4.4603,2.1089,20.951
3.278000,20.3104,-5.0237,0.4929,20.928
3.290000,18.1445,-4.8604,0.9323,18.807
3.300000,14.9754,-5.1020,2.5721,16.028
3.309000,11.4197,-5.8550,4.0924,13.470
3.319000,7.7293,-6.7623,4.6281,11.265
3.331000,4.2087,-7.6064,4.3456,9.719
3.337000,1.3502,-8.3723,3.6989,9.252
3.353000,-0.9453,-8.7994,2.2557,9.133
3.355000,-0.9453,-8.7994,2.2557,9.133
3.381000,-2.4193,-8.9226,0.4258,9.255
3.383000,-3.2192,-8.7422,-1.6034,9.453
3.388000,-3.8438,-8.5584,-3.7035,10.087
3.406000,-4.0403,-7.9420,-4.8898,10.164
3.408000,-3.9473,-7.5336,-5.7498,10.266
3.411000,-4.2818,-6.7237,-5.1940,9.514
3.419000,-4.1592,-6.4401,-4.1280,8.707
3.429000,-4.0619,-6.2813,-2.1522,7.784
3.440000,-4.2299,-7.1248,-0.2864,8.291
3.449000,-5.2619,-7.8598,1.7146,9.613
3.467000,-6.0164,-8.9449,3.1729,11.237
3.471000,-6.3104,-9.3201,3.9275,11.921
3.488000,-6.5403,-9.4011,4.1830,12.192
3.492000,-6.0832,-9.1449,3.6340,11.569
3.495000,-6.0832,-9.1449,3.6340,11.569
3.498000,-5.1876,-8.8912,3.3412,10.823
3.510000,-3.7753,-8.1951,2.8886,9.474
3.519000,-1.7070,-7.2007,2.6034,7.845
