time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.8379,0.5888,-0.4425,1.116
0.008000,0.7738,0.7143,-0.5964,1.210
0.026000,0.7442,0.7278,-0.6791,1.243
0.027000,0.6536,0.6362,-0.6555,1.123
0.040000,0.5862,0.6050,-0.5853,1.026
0.048000,0.5160,0.5468,-0.5845,0.952
0.059000,0.5434,0.6938,-0.7751,1.174
0.072000,0.6813,0.8235,-1.0082,1.469
0.078000,0.8882,0.8640,-1.2099,1.732
0.096000,0.9063,0.9149,-1.2464,1.792
0.100000,0.6608,0.9415,-1.2738,1.716
0.106000,0.5199,0.9453,-1.3438,1.723
0.122000,0.4696,0.7808,-1.3932,1.665
0.124000,0.4696,0.7808,-1.3932,1.665
0.127000,1.3211,0.7158,-2.2742,2.726
0.145000,-0.4063,0.3818,-1.4328,1.537
0.148000,-0.7436,0.2283,-1.7104,1.879
0.158000,-0.6557,-0.1896,-1.8806,2.001
0.179000,-0.6850,-0.4514,-1.7834,1.963
0.181000,-0.7820,-0.6861,-1.6928,1.987
0.198000,-1.0556,-0.7500,-1.8368,2.247
0.200000,-1.0556,-0.7500,-1.8368,2.247
0.201000,-1.1517,-0.7866,-2.1837,2.591
0.209000,-0.1993,-0.7579,-2.2708,2.402
0.217000,-0.0320,-0.6367,-2.5901,2.667
0.231000,-1.1297,-0.8555,-3.0232,3.339
0.237000,-0.5658,-1.1424,-3.3482,3.583
0.251000,-0.2673,-1.5275,-3.3853,3.724
0.263000,-1.0275,-1.7413,-2.3044,3.066
0.268000,-1.5867,-1.7310,-1.5814,2.831
0.284000,-1.3967,-2.0561,-2.6672,3.646
0.289000,-2.2395,-1.9502,-1.9212,3.537
0.302000,-3.0307,-1.9508,-2.1109,4.177
0.307000,-3.1860,-1.8717,-3.6063,5.163
0.323000,-2.2484,-1.5735,-5.2213,5.899
0.328000,-2.5312,-1.9285,-6.0896,6.871
0.340000,-2.6371,-2.0617,-6.2402,7.081
0.349000,-2.5997,-1.9120,-5.5750,6.442
0.363000,-2.7219,-1.7735,-5.3075,6.223
0.370000,-2.5835,-2.2146,-4.7583,5.850
0.381000,-3.0452,-2.5714,-3.7419,5.467
0.386000,-3.0990,-3.3651,-4.0842,6.133
0.401000,-3.6718,-4.0490,-3.6710,6.584
0.409000,-3.4526,-4.1630,-3.4612,6.421
0.418000,-3.1886,-4.1029,-3.2292,6.118
0.429000,-3.0787,-5.0056,-2.9026,6.554
0.440000,-2.7269,-3.9034,-2.9480,5.600
0.449000,-1.4059,-2.8757,-2.4572,4.035
0.461000,-0.6959,-2.2559,-1.1944,2.646
0.468000,-0.1064,-2.0363,0.0675,2.040
0.480000,0.3885,-1.9017,0.9599,2.165
0.500000,0.3647,-2.0305,1.2644,2.420
0.502000,0.3759,-2.1565,1.0975,2.449
0.508000,0.7532,-2.7280,1.2926,3.111
0.522000,0.9599,-2.6331,1.2028,3.050
0.526000,1.0271,-2.5860,1.3945,3.112
0.541000,1.8162,-1.6184,1.1729,2.701
0.548000,2.7114,-0.7864,1.2076,3.071
0.559000,3.2397,-0.4553,0.7746,3.362
0.569000,3.7154,-0.6241,0.7287,3.837
0.580000,3.5351,-1.2207,0.9285,3.853
0.591000,3.8396,-1.8707,1.1023,4.411
0.601000,3.8962,-2.1964,2.0120,4.904
0.608000,4.0495,-2.5920,2.1803,5.279
0.623000,4.6578,-1.7995,1.9353,5.355
0.625000,4.6578,-1.7995,1.9353,5.355
0.627000,5.2201,-1.5908,1.3284,5.617
0.645000,5.9395,-0.9351,0.4366,6.028
0.649000,6.2638,-0.4856,-0.2618,6.288
0.659000,6.2905,-0.5243,-0.6575,6.346
0.683000,6.2305,-0.7623,-0.5010,6.297
0.685000,6.2205,-1.3919,-0.4674,6.391
0.695000,6.6497,-1.3874,-0.1748,6.795
0.697000,6.6497,-1.3874,-0.1748,6.795
0.698000,6.9971,-1.5641,0.1029,7.171
0.710000,7.5779,-1.6105,0.3692,7.756
0.719000,7.8255,-1.5344,0.6090,7.998
0.729000,8.0488,-1.4403,0.9473,8.231
0.741000,8.6353,-0.7248,0.9440,8.717
0.746000,9.1752,-0.2513,1.0456,9.238
0.762000,9.2467,0.3045,0.8552,9.291
0.764000,9.2467,0.3045,0.8552,9.291
0.768000,9.1297,0.3566,0.5469,9.153
0.781000,8.0001,-0.2479,0.3009,8.010
0.791000,6.9928,-0.4672,0.7805,7.052
0.798000,5.9544,-0.6520,1.4953,6.174
0.811000,5.1669,-0.6652,1.9386,5.559
0.817000,4.1539,-0.5715,2.2326,4.750
0.831000,3.5157,-0.1436,1.9321,4.014
0.840000,3.0552,0.0542,1.2257,3.292
0.850000,2.5616,0.5425,0.3596,2.643
0.858000,2.0803,1.4239,-0.4716,2.565
0.870000,1.7081,2.3056,-1.1706,3.099
0.881000,1.2985,2.6572,-3.5625,4.630
0.887000,1.1189,3.7857,-1.6302,4.271
0.901000,0.8716,3.5127,-2.3165,4.297
0.909000,0.7554,3.1892,-2.1917,3.943
0.919000,0.8864,3.0365,-1.4390,3.475
0.930000,0.7528,2.7604,-1.4757,3.219
0.941000,0.8226,2.3506,-1.4019,2.858
0.951000,0.6704,1.8999,-1.1501,2.320
0.958000,0.4789,1.4545,-0.9983,1.828
0.976000,0.4469,1.3604,-0.7730,1.627
0.980000,0.4469,1.3604,-0.7730,1.627
0.981000,0.3709,1.4418,-0.6507,1.625
0.998000,0.2105,1.6075,-0.7487,1.786
1.000000,0.0550,1.8174,-0.6667,1.937
1.009000,-0.1331,2.0088,-0.7299,2.141
1.021000,-0.3895,2.2521,-0.8932,2.454
1.027000,-0.5772,2.4897,-0.8747,2.701
1.042000,-0.7821,2.7611,-1.2274,3.121
1.049000,-1.2906,3.4107,-1.8090,4.071
1.059000,-1.6005,3.4840,-2.0199,4.334
1.070000,-1.8504,3.5005,-2.0664,4.466
1.079000,-1.9257,3.4979,-2.0388,4.483
1.092000,-1.9901,3.4000,-2.1891,4.507
1.102000,-2.0362,3.2106,-2.3846,4.488
1.109000,-1.9707,3.0456,-2.5761,4.449
1.122000,-1.9222,2.7317,-2.5228,4.186
1.125000,-1.9222,2.7317,-2.5228,4.186
1.129000,-1.7115,2.4658,-2.4811,3.894
1.142000,-1.2330,2.3113,-2.2555,3.457
1.149000,-0.6572,2.1232,-1.9472,2.955
1.160000,-0.1505,1.8934,-1.5603,2.458
1.171000,0.1932,1.6281,-1.0380,1.940
1.177000,0.5010,1.4017,-0.7365,1.661
1.199000,0.8822,1.0616,-0.4123,1.441
1.200000,0.8822,1.0616,-0.4123,1.441
1.202000,1.1696,0.7677,-0.1811,1.411
1.213000,1.2389,0.3872,0.0107,1.298
1.219000,1.1049,0.1860,0.2357,1.145
1.229000,1.0373,0.0244,0.1597,1.050
1.242000,0.8273,-0.1425,-0.0788,0.843
