time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.1001,-0.3565,-2.6286,2.655
0.006000,-0.2643,-0.6013,-1.3734,1.522
0.013000,-0.5354,-0.5314,-0.4385,0.873
0.037000,-0.0792,-0.1685,0.2507,0.312
0.038000,0.5343,-0.0793,0.3249,0.630
0.059000,0.6291,-0.2174,-0.2240,0.702
0.060000,0.1361,-0.2719,-0.1452,0.337
0.062000,-0.3950,-0.3874,-0.1168,0.565
0.076000,-0.5207,-0.6794,-0.1806,0.875
0.077000,-0.5207,-0.6794,-0.1806,0.875
0.082000,-0.4347,-0.9289,-0.2053,1.046
0.094000,-0.2664,-0.9086,-0.2266,0.974
0.105000,-0.6394,-0.8132,-0.2132,1.056
0.113000,-0.8103,-0.4996,-0.0281,0.952
0.125000,-0.8136,-0.3845,-0.2736,0.940
0.130000,-0.7942,-0.4550,-0.8916,1.278
0.146000,-0.9620,-0.5676,-0.9291,1.453
0.147000,-0.9620,-0.5676,-0.9291,1.453
0.152000,-0.9597,-0.7682,-0.8405,1.489
0.164000,-1.1950,-0.9309,-0.9648,1.796
0.173000,-1.4779,-1.4881,-0.8412,2.260
0.183000,-1.2303,-1.1042,-0.7767,1.826
0.195000,-1.5667,-0.7610,-1.0662,2.042
0.201000,-1.1443,-1.0016,-1.7404,2.311
0.217000,-0.5517,-0.6102,-1.6167,1.814
0.218000,-0.5517,-0.6102,-1.6167,1.814
0.225000,-0.0673,0.1203,-1.2296,1.237
0.234000,1.6549,0.6603,-0.6881,1.910
0.242000,1.2626,0.2544,-0.2090,1.305
0.256000,0.8548,-0.2030,-0.0904,0.883
0.260000,0.5515,-0.6404,0.1086,0.852
0.276000,0.4112,-0.7102,0.3014,0.874
0.277000,0.4112,-0.7102,0.3014,0.874
0.283000,0.1969,-0.7556,0.3296,0.848
0.294000,0.8791,-0.8967,0.1494,1.265
0.305000,-0.2210,-0.8245,0.6428,1.069
0.313000,-0.0207,0.0253,0.5163,0.517
0.329000,-1.2071,-1.0494,0.9087,1.840
0.338000,-0.0745,-0.4276,-0.4485,0.624
0.341000,0.6026,0.4297,-0.4111,0.847
0.356000,0.5675,0.2446,-1.0354,1.206
0.363000,0.3846,-0.1432,-1.1122,1.185
0.373000,0.5810,-0.1133,-0.6504,0.879
0.384000,0.7794,0.2211,-0.2748,0.855
0.394000,0.8129,0.3377,-0.0673,0.883
0.416000,0.9355,0.3729,-0.0541,1.009
0.418000,0.9535,0.4233,-0.3234,1.092
0.424000,0.8174,0.4853,-0.5593,1.103
0.433000,0.9541,0.6615,-0.8357,1.431
0.444000,0.8210,0.6485,-1.0275,1.466
0.457000,1.0454,0.5509,-1.5178,1.924
0.463000,0.3884,0.3898,-0.6492,0.851
0.476000,0.3091,0.2476,-0.5064,0.643
0.481000,0.7358,-0.0199,-0.7143,1.026
0.496000,0.7549,0.0624,-0.3771,0.846
0.503000,1.2548,0.1971,0.3384,1.314
0.514000,1.3755,0.4567,-0.0128,1.449
0.524000,1.3085,0.5371,-0.4327,1.479
0.534000,1.0952,0.2824,-0.3778,1.192
0.546000,0.9236,0.2323,-1.0127,1.390
0.556000,0.6995,-0.2768,-0.9092,1.180
0.561000,0.2297,-0.2928,-0.9432,1.014
0.577000,0.0183,-0.4465,-0.7857,0.904
0.580000,0.0183,-0.4465,-0.7857,0.904
0.582000,-0.0674,-0.3831,-0.4838,0.621
0.594000,0.1943,-0.3652,-0.5049,0.653
0.603000,0.1536,-0.3640,-0.7962,0.889
0.613000,0.2777,-0.2385,-0.9749,1.041
0.626000,0.0975,-0.2747,-0.7070,0.765
0.631000,-0.0828,-0.2883,-0.9643,1.010
0.647000,-0.5110,-0.3307,-1.1916,1.338
0.652000,-0.0501,-0.3869,-1.2367,1.297
0.664000,-0.4886,-0.6307,-1.3582,1.575
0.676000,-0.6556,-0.5648,-1.6758,1.886
0.683000,-0.6568,-0.5804,-1.8857,2.079
0.696000,-0.6635,-0.5181,-1.6612,1.862
0.701000,-0.4426,-0.5181,-1.5122,1.659
0.715000,-0.5596,-0.4514,-1.2292,1.424
0.737000,-0.4766,-0.4739,-0.7956,1.042
0.739000,-0.3992,-0.6627,-0.5678,0.960
0.745000,-0.4816,-0.7518,-0.4246,0.989
0.754000,-0.5577,-0.7730,-0.4792,1.067
0.766000,-0.6106,-0.8097,-0.3400,1.070
0.771000,-0.4865,-0.7954,-0.3230,0.987
0.786000,-0.6556,-0.2199,-1.1871,1.374
0.797000,-1.1504,0.0244,-0.9204,1.473
0.804000,-0.4337,0.2538,-0.8357,0.975
0.821000,-0.9044,-0.1497,0.1260,0.925
0.826000,-0.7869,-0.6941,0.6510,1.235
0.836000,1.1548,-1.0823,0.4331,1.641
0.842000,-0.0927,-1.4553,-0.0863,1.461
0.856000,-0.1582,-0.7205,-0.3454,0.815
0.864000,-0.1877,0.2028,-0.2611,0.380
0.875000,-0.0963,0.7286,-0.0786,0.739
0.883000,-0.0837,0.1308,2.5293,2.534
0.895000,0.3544,-0.1128,1.4242,1.472
0.904000,0.2245,-0.2224,1.5665,1.598
0.917000,-0.1907,-0.2501,1.1556,1.198
0.924000,0.0075,-0.2214,0.0364,0.225
0.941000,0.0004,-0.5042,-0.1510,0.526
0.944000,0.0127,-0.4437,-0.3017,0.537
0.954000,-0.0020,-0.1974,-0.3803,0.428
0.964000,0.0506,0.0598,-0.4234,0.431
0.978000,-0.1303,0.1325,-0.5702,0.600
0.982000,-0.2238,0.1860,-0.7569,0.811
0.996000,0.1060,0.1963,-0.8864,0.914
1.004000,0.0005,-0.1584,-0.7262,0.743
1.016000,-0.1001,-0.4643,-0.2364,0.531
1.039000,0.1191,-0.7525,0.3919,0.857
1.040000,0.1925,-1.1476,0.5077,1.270
1.044000,-0.3094,-1.3045,0.9167,1.624
1.056000,-0.4160,-1.1037,0.1483,1.189
1.062000,-0.4311,-1.0983,0.2201,1.200
1.077000,-0.2426,-0.9636,0.1628,1.007
1.078000,-0.2426,-0.9636,0.1628,1.007
1.083000,-0.1704,-0.6215,-0.1635,0.665
1.096000,-0.1059,-0.2304,-0.5859,0.638
1.104000,-0.0646,-0.4220,-1.7677,1.819
1.118000,-0.0449,0.0754,-1.0310,1.035
1.139000,0.3290,0.3007,-0.4376,0.625
1.140000,0.2017,-0.0322,-0.8228,0.848
1.147000,0.1334,-0.0870,-1.0017,1.014
1.148000,0.1334,-0.0870,-1.0017,1.014
1.153000,0.2010,0.0455,-0.9342,0.957
1.165000,0.2040,0.0039,-0.8243,0.849
1.174000,0.0509,-0.2215,-0.6456,0.684
1.184000,-0.0094,-0.4182,-0.4561,0.619
1.201000,0.0148,-0.4954,-0.0604,0.499
1.202000,0.0638,-0.4886,0.0704,0.498
1.229000,0.2362,-0.3356,0.1388,0.433
1.230000,0.4915,-0.1558,0.1057,0.526
1.236000,0.6655,-0.0104,-0.1005,0.673
1.245000,1.6164,-0.2511,2.5712,3.047
1.257000,0.2410,-0.5009,-0.0445,0.558
1.262000,0.7726,-0.5817,-0.2253,0.993
1.281000,0.5659,-0.3191,0.1723,0.672
1.284000,0.9007,-0.2632,-0.6984,1.170
1.297000,0.7261,-0.0641,-0.7478,1.044
1.306000,0.6291,-0.0614,-1.0268,1.206
1.317000,0.5940,-0.1130,-1.2025,1.346
1.325000,0.5545,-0.1571,-1.1963,1.328
1.339000,0.5404,-0.1660,-1.0647,1.205
1.342000,0.4956,-0.1641,-1.0158,1.142
1.358000,0.4727,-0.3265,-0.6633,0.877
1.360000,0.4727,-0.3265,-0.6633,0.877
1.364000,0.3635,-0.3928,-0.4337,0.689
1.377000,0.3130,-0.3369,-0.1550,0.485
1.386000,0.4357,-0.3097,-0.0249,0.535
1.394000,0.6399,-0.2688,-0.0740,0.698
1.410000,0.7073,-0.1349,-0.0542,0.722
1.412000,0.6344,-0.0957,-0.0463,0.643
1.429000,0.5946,-0.1519,-0.2089,0.648
1.434000,0.4854,-0.2062,-0.2805,0.597
1.445000,0.4437,-0.2783,-0.2558,0.583
1.455000,0.4156,-0.2288,-0.2132,0.520
1.464000,0.3251,-0.2130,-0.3316,0.511
1.477000,0.1773,-0.3304,-0.3270,0.498
1.482000,0.0629,-0.4531,-0.2451,0.519
1.503000,-0.0397,-0.5352,-0.0881,0.544
1.506000,-0.0754,-0.5841,-0.0182,0.589
1.527000,-0.1968,-0.6557,0.0982,0.692
1.529000,-0.1341,-0.6535,0.1312,0.680
1.535000,-0.0776,-0.6134,0.2259,0.658
1.544000,-0.0309,-0.6118,0.1761,0.637
1.557000,-0.0773,-0.5647,0.0540,0.573
1.564000,-0.1623,-0.5894,-0.0769,0.616
1.577000,-0.2099,-0.6166,-0.0321,0.652
1.578000,-0.2099,-0.6166,-0.0321,0.652
