time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.4659,0.6770,-1.4512,1.668
0.004000,0.2935,0.5830,-1.0041,1.198
0.008000,0.0995,0.3276,-0.5365,0.636
0.017000,0.0227,-0.0424,-0.2079,0.213
0.034000,-0.1358,-0.4837,0.0918,0.511
0.042000,-0.1200,-0.7100,0.4072,0.827
0.044000,-0.0242,-0.7088,0.5887,0.922
0.064000,-0.0777,-0.3561,0.2658,0.451
0.067000,-0.0283,-0.0855,-0.1250,0.154
0.078000,0.0173,-0.0038,-0.4957,0.496
0.086000,0.1530,0.3095,-1.1095,1.162
0.097000,0.4149,0.5233,-1.6002,1.734
0.109000,0.4578,0.0531,-1.0164,1.116
0.115000,0.2416,0.1004,-1.0544,1.086
0.129000,-0.0744,-0.0830,-0.9980,1.004
0.137000,0.1186,-0.1439,-1.2440,1.258
0.149000,0.0594,-0.3246,-1.5207,1.556
0.168000,0.1790,-0.7511,-1.9871,2.132
0.170000,0.0042,-1.0423,-1.8418,2.116
0.177000,-0.1726,-1.1834,-3.7640,3.949
0.189000,-1.0398,-0.7220,-3.9632,4.160
0.200000,-1.7844,-0.1333,-3.6184,4.037
0.208000,-1.1781,-0.0257,-2.7181,2.963
0.219000,-0.5530,-0.5108,-2.5710,2.679
0.228000,-0.4648,-0.6245,-2.4956,2.614
0.237000,-0.4132,-0.4630,-2.2804,2.363
0.247000,-0.2563,-0.4453,-1.8570,1.927
0.266000,-0.1671,-0.3567,-1.3689,1.424
0.268000,-0.0715,-0.5145,-0.6316,0.818
0.280000,0.0567,-0.7284,-1.4813,1.652
0.286000,-0.0562,-0.8457,-2.1419,2.303
0.299000,0.4007,-0.8306,-2.5236,2.687
0.307000,-0.2653,-0.7512,-2.2473,2.384
0.317000,-0.0740,-0.4405,-2.8357,2.871
0.331000,-0.8103,-0.6276,-3.2172,3.377
0.335000,-0.6530,-0.6530,-3.7143,3.827
0.351000,-0.8922,-0.3684,-3.7128,3.836
0.353000,-0.8922,-0.3684,-3.7128,3.836
