time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001000,0.1061,0.5704,-1.8995,1.986
0.012000,-0.0079,0.5070,-1.3936,1.483
0.018000,-0.2455,0.1461,-1.3005,1.331
0.034000,-0.4766,-0.1720,-1.1559,1.262
0.035000,-0.4766,-0.1720,-1.1559,1.262
0.077000,-0.6279,-0.4549,-0.8247,1.132
0.079000,-0.6679,-0.7097,-0.5627,1.125
0.080000,-0.5828,-0.5227,-0.8260,1.138
0.083000,-0.4386,-0.0234,-1.5312,1.593
0.086000,-0.2374,0.3782,-1.9989,2.048
0.088000,-0.1053,0.5498,-2.3328,2.399
0.104000,0.0781,0.6131,-2.4226,2.500
0.105000,0.0781,0.6131,-2.4226,2.500
0.129000,0.1491,0.3436,-2.3339,2.364
0.131000,0.0695,0.0604,-1.7803,1.783
0.132000,-0.2738,-0.0645,-1.1643,1.198
0.183000,-0.6870,-0.0818,-1.0258,1.237
0.184000,-0.8385,-0.0072,-1.8241,2.008
0.185000,-0.7844,0.0029,-2.1380,2.277
0.188000,-0.5250,0.2168,-2.2290,2.300
0.191000,-0.3637,0.4059,-2.2758,2.340
0.195000,-0.3905,0.5854,-2.1068,2.221
0.200000,-0.2806,0.8959,-2.1370,2.334
0.215000,-0.5609,0.8948,-1.6565,1.965
0.218000,-0.8842,0.5195,-1.0883,1.495
0.233000,-0.3989,0.0372,-1.1349,1.204
0.263000,-0.4614,0.3632,-0.5407,0.798
0.264000,-0.2448,0.2911,-0.4099,0.559
0.265000,-0.4758,-0.0116,-0.5208,0.706
0.273000,-0.6077,-0.0077,-0.1653,0.630
0.281000,-0.2141,-0.1921,0.0741,0.297
0.298000,-0.4714,-0.3963,0.1937,0.646
0.303000,-1.1309,0.0202,-0.2410,1.156
0.311000,-2.4187,-1.1653,-0.6662,2.766
0.321000,-1.0317,0.6656,-1.6160,2.030
0.333000,-0.9553,0.9353,-1.9764,2.386
0.342000,-1.7089,-0.0345,-3.1960,3.624
0.350000,-1.9101,-0.6100,-3.8788,4.366
0.384000,-2.3064,-0.3217,-3.3843,4.108
0.386000,-2.2198,-0.4476,-3.3251,4.023
0.388000,-2.3708,-1.0175,-3.1743,4.091
0.393000,-2.5665,-1.4255,-3.1185,4.283
0.401000,-3.0400,-1.7570,-3.1597,4.724
0.412000,-3.2433,-2.4843,-4.1498,5.823
0.421000,-4.3977,-3.5320,-4.1838,7.023
0.433000,-4.1143,-3.6864,-4.7085,7.259
0.444000,-3.9306,-3.9028,-4.4359,7.096
0.449000,-3.6798,-3.8461,-4.5461,7.000
0.484000,-3.1972,-3.6915,-3.6589,6.102
0.486000,-2.7385,-4.1385,-2.7456,5.671
0.488000,-2.5880,-4.1860,-0.9447,5.011
0.494000,-1.5552,-3.4199,1.0356,3.897
0.501000,-0.9208,-2.7766,1.6325,3.350
0.513000,-0.2882,-2.7141,2.2552,3.541
0.518000,0.1101,-2.5258,2.6720,3.679
0.534000,0.0014,-2.5091,3.0762,3.970
0.535000,0.0014,-2.5091,3.0762,3.970
0.542000,0.4248,-2.5933,2.7453,3.800
0.597000,1.2269,-2.0619,2.1042,3.191
0.598000,1.7307,-1.5169,1.4399,2.715
0.599000,2.4583,-1.2572,0.9789,2.929
0.600000,2.9299,-1.0787,1.1313,3.321
0.601000,3.1877,-1.4606,1.0628,3.664
0.617000,3.6184,-1.3079,1.0234,3.981
0.618000,3.6184,-1.3079,1.0234,3.981
0.619000,3.9620,-1.2392,0.4650,4.177
0.625000,4.5348,-0.8012,0.0046,4.605
0.631000,5.0090,-0.3057,-0.4347,5.037
0.650000,5.2977,-0.0058,-0.8469,5.365
0.653000,5.3171,0.2828,-0.6960,5.370
0.659000,5.3064,0.0340,-0.5294,5.333
0.674000,5.3236,-0.1309,-0.1683,5.328
