time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.8966,0.6686,-0.3974,1.187
0.039000,1.0114,0.4358,0.2102,1.121
0.041000,1.1129,0.4017,0.2536,1.210
0.042000,0.8416,0.4563,0.1244,0.965
0.044000,0.6144,0.6257,-0.1017,0.883
0.046000,0.4393,0.7189,-0.2006,0.866
0.076000,0.2145,0.8855,-0.5686,1.074
0.077000,0.2145,0.8855,-0.5686,1.074
0.079000,0.0719,0.9975,-1.2874,1.630
0.080000,-0.0667,0.8286,-1.6419,1.840
0.137000,-0.3372,0.5329,-1.8237,1.930
0.139000,0.3827,0.5656,-1.7596,1.888
0.140000,0.2820,0.3251,-1.9401,1.987
0.141000,-0.1787,0.3714,-1.8591,1.904
0.143000,-0.7722,0.4300,-1.3178,1.587
0.144000,-0.7722,0.4300,-1.3178,1.587
0.145000,-1.1233,0.2936,-0.9792,1.519
0.146000,-1.4706,0.3579,-0.8694,1.745
0.155000,-1.9322,0.7203,-0.7551,2.196
0.166000,-2.2683,1.0040,-0.4943,2.529
0.179000,-2.8235,0.8280,-0.3364,2.962
0.182000,-3.0876,0.5425,-0.5101,3.176
0.227000,-4.2856,-0.6184,-1.9079,4.732
0.229000,-4.5997,0.0826,-0.5200,4.630
0.230000,-1.0964,0.0051,-2.2567,2.509
0.231000,-0.7058,0.9339,-1.5369,1.932
0.238000,-0.4570,1.5932,-1.1491,2.017
0.250000,-0.2936,1.3569,-1.7323,2.220
0.297000,-0.8278,0.9127,-1.9812,2.333
0.298000,-1.0950,0.2456,-2.0467,2.334
0.299000,-1.2233,-0.2608,-1.6256,2.051
0.301000,-0.9801,-0.2735,-1.3578,1.697
0.302000,-0.9747,-0.4712,-1.7324,2.043
0.308000,-1.1917,-0.4206,-2.5441,2.841
0.317000,-0.9587,-0.1094,-2.9529,3.107
0.322000,-0.6168,0.3596,-3.1629,3.242
0.337000,-0.7280,0.8924,-2.9054,3.125
0.350000,0.0278,1.5560,-3.5129,3.842
0.355000,-0.2127,1.5951,-4.4763,4.757
0.365000,-0.9134,1.4625,-4.7602,5.063
0.378000,-1.0889,0.8300,-4.6732,4.870
0.411000,-1.8747,-0.5058,-3.8766,4.336
0.413000,-1.3849,-0.6899,-3.2137,3.567
0.414000,-0.8142,-0.2041,-2.5462,2.681
0.415000,-0.6708,-0.6140,-1.8841,2.092
0.432000,0.3167,-0.5152,-1.4680,1.588
0.435000,-0.1928,-0.0286,-0.1259,0.232
0.445000,-0.2335,0.2744,-0.6787,0.768
0.454000,0.2936,0.8623,-2.3356,2.507
0.505000,0.0444,0.9264,-3.4117,3.535
0.507000,0.2149,0.3655,-3.8820,3.905
0.509000,-0.1807,-1.3717,-3.3497,3.624
0.510000,-0.1807,-1.3717,-3.3497,3.624
0.511000,2.4014,-3.6793,0.2833,4.403
0.512000,2.6484,-4.8715,-0.1559,5.547
0.518000,2.5555,-6.0152,-1.3296,6.669
0.536000,2.1750,-6.7944,-3.3766,7.893
0.537000,1.2927,-7.6995,-5.4842,9.541
0.589000,2.0661,-8.5795,-7.8213,11.792
0.593000,1.9770,-9.8444,-8.8550,13.388
0.594000,1.9770,-9.8444,-8.8550,13.388
0.595000,3.4093,-11.4819,-9.2645,15.142
0.600000,3.6719,-13.0077,-8.8932,16.179
0.602000,4.0350,-14.1266,-8.7485,17.099
0.604000,4.6991,-14.8764,-7.8973,17.486
0.609000,5.2410,-14.8405,-7.4555,17.415
0.612000,6.2130,-14.7448,-7.7668,17.786
0.628000,7.0625,-13.8355,-6.1901,16.722
0.630000,7.0625,-13.8355,-6.1901,16.722
0.634000,9.0812,-12.6137,-5.5708,16.511
0.655000,11.5623,-11.8546,-4.9590,17.286
0.661000,13.9533,-10.2223,-3.9053,17.732
0.669000,15.3247,-7.5596,-3.7654,17.498
0.672000,18.2025,-5.5724,-4.8954,19.656
0.695000,20.9490,-2.4798,-3.8388,21.442
0.697000,24.2808,-0.7873,-1.1534,24.321
0.705000,26.0548,2.2148,3.9961,26.452
0.716000,27.6238,1.8870,9.2096,29.180
0.726000,26.9477,2.1399,14.7640,30.802
0.740000,24.4948,6.8522,19.6031,32.113
0.743000,24.4948,6.8522,19.6031,32.113
0.744000,24.4948,6.8522,19.6031,32.113
0.766000,20.3621,13.2250,12.8200,27.457
0.769000,20.3621,13.2250,12.8200,27.457
0.770000,15.9556,15.9258,8.7472,24.181
0.812000,10.6995,18.0127,5.5488,21.673
0.814000,6.5264,19.4447,3.0667,20.739
0.817000,2.6576,21.7536,3.2976,22.162
0.821000,0.6473,22.4571,3.3465,22.714
0.824000,-0.1906,24.6513,4.0033,24.975
0.828000,-1.6942,27.1939,2.5381,27.365
0.838000,-2.5714,28.5196,-0.0143,28.635
0.840000,-2.5714,28.5196,-0.0143,28.635
0.849000,-3.0870,29.9903,-1.2914,30.176
0.855000,-3.8375,29.0769,-3.4794,29.535
0.897000,-3.8807,27.3243,-4.7577,28.006
0.899000,-3.8119,25.6016,-2.5776,26.012
0.900000,-3.3962,22.3566,1.1962,22.645
0.901000,-4.2724,19.4931,4.8641,20.540
0.910000,-2.5771,16.8970,10.1619,19.885
0.915000,-0.2392,16.1683,14.5813,21.773
0.927000,2.6036,16.6366,16.2769,23.420
0.934000,5.8061,17.5169,14.6036,23.533
0.946000,9.7438,18.9980,10.2522,23.685
0.965000,12.4403,19.3950,5.7339,23.745
0.970000,14.6095,18.9880,2.2048,24.059
1.023000,16.7342,16.5976,1.5463,23.620
1.028000,25.0829,12.2210,10.0486,29.656
1.029000,25.1409,11.7088,9.8455,29.429
1.030000,30.5424,9.8288,13.4444,34.788
1.032000,30.9554,8.6136,14.4746,35.241
1.034000,31.3153,1.3587,8.8161,32.561
1.035000,31.3153,-5.1487,6.9391,32.486
1.048000,30.6680,-11.7831,4.8641,33.212
1.055000,26.5999,-15.1718,2.2423,30.704
1.066000,22.7477,-16.8478,-0.0495,28.307
1.111000,17.6791,-19.1881,-1.9302,26.162
1.113000,11.6666,-21.9403,-1.3218,24.884
1.114000,6.3236,-24.6651,0.4374,25.467
1.116000,0.9654,-26.8486,1.7782,26.925
1.118000,-3.4288,-28.7292,2.2636,29.022
1.126000,-6.5494,-30.1742,1.1505,30.898
1.135000,-9.7885,-31.4899,-1.0853,32.994
1.146000,-12.0632,-32.8057,-4.4217,35.232
1.155000,-13.2642,-33.6564,-8.7681,37.223
1.166000,-12.4743,-33.2224,-12.2014,37.526
1.200000,-9.4084,-31.5947,-13.7049,35.701
1.203000,-6.0996,-30.5029,-11.6507,33.217
1.204000,-4.5243,-29.9945,-8.4108,31.478
1.206000,-4.5243,-29.9945,-8.4108,31.478
1.207000,-4.0513,-30.1754,-6.0015,31.032
1.216000,-4.4048,-30.4597,-5.1686,31.207
1.230000,-4.1158,-30.0263,-5.9022,30.876
1.233000,-1.4391,-29.2889,-6.7306,30.087
1.257000,2.8367,-26.4970,-7.5026,27.684
1.262000,8.5062,-22.6951,-8.1443,25.569
1.271000,12.5809,-17.4276,-7.6618,22.819
1.272000,12.5809,-17.4276,-7.6618,22.819
1.276000,15.3217,-14.5322,-5.7854,21.895
1.294000,18.8167,-12.0642,-3.1240,22.569
1.297000,30.7789,-1.5741,-1.5278,30.857
1.305000,30.7211,4.5795,-3.2695,31.232
1.318000,30.6968,10.0568,-6.1023,32.874
1.323000,30.6968,12.4653,-6.6530,33.793
1.339000,30.8409,13.9258,-3.0209,33.974
1.341000,30.8409,13.9258,-3.0209,33.974
1.351000,29.1223,15.5492,0.6038,33.019
1.358000,28.0925,17.0712,3.7224,33.083
1.395000,24.7370,18.2052,5.6904,31.237
1.396000,17.3670,16.4684,6.3656,24.766
1.398000,6.9923,12.9626,8.9820,17.251
1.399000,-1.4632,10.1653,12.1218,15.887
1.406000,-6.4725,9.3711,15.9889,19.631
1.415000,-8.7532,9.7129,17.2019,21.607
1.428000,-10.9942,12.2053,17.7260,24.167
1.435000,-11.9816,15.2536,16.1277,25.226
1.446000,-12.1797,17.6793,12.6276,24.907
1.458000,-11.5690,19.2518,10.0162,24.593
1.469000,-10.2426,20.1425,8.3594,24.094
1.508000,-8.0870,20.0573,8.3224,23.172
1.511000,-6.6916,20.3478,9.0654,23.259
1.512000,-5.6428,20.8801,9.9824,23.822
1.514000,-4.1383,18.6099,10.8377,21.930
1.516000,-1.8040,19.0883,13.4876,23.442
1.526000,0.8941,18.6310,14.7015,23.750
1.538000,2.9671,17.1700,14.6106,22.739
1.557000,4.9112,15.9872,13.0065,21.187
1.560000,7.1439,14.4271,10.5681,19.258
1.562000,7.1439,14.4271,10.5681,19.258
1.565000,8.2512,12.4053,7.9275,16.877
1.603000,10.9148,9.1741,4.0847,14.832
1.605000,14.2045,8.5817,2.9842,16.862
1.606000,17.6131,7.2568,1.8648,19.141
