time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.8560,0.8639,-2.6036,2.874
0.013000,1.1767,1.0329,-2.3134,2.793
0.018000,1.5893,0.8205,-1.8011,2.538
0.033000,1.3334,0.9284,-1.1365,1.983
0.040000,1.0864,0.7410,-0.7451,1.511
0.051000,1.2783,0.3880,-0.8632,1.591
0.061000,1.4723,-0.5603,-2.0304,2.570
0.070000,1.8566,-0.2744,-1.9329,2.694
0.080000,1.8380,0.5118,-2.2308,2.935
0.093000,1.1996,1.3171,-2.6486,3.192
0.098000,0.5157,1.7835,-3.2682,3.759
0.116000,-1.6004,-0.6090,-4.9178,5.207
0.117000,-1.6004,-0.6090,-4.9178,5.207
0.119000,-2.4268,-1.2090,-4.5655,5.310
0.133000,-2.9452,-0.1004,-2.2254,3.693
0.148000,-3.2104,0.1726,0.0242,3.215
0.150000,-1.7984,-0.4818,-0.5561,1.943
0.162000,-0.3560,-0.1156,-0.3689,0.526
0.168000,1.1765,0.8328,-0.4228,1.502
0.183000,0.9725,0.7877,-0.0284,1.252
0.184000,0.9725,0.7877,-0.0284,1.252
0.203000,1.0770,1.0965,-0.0476,1.538
0.205000,0.6560,1.1760,0.0012,1.347
0.226000,0.3184,0.8179,-0.0281,0.878
0.227000,0.2534,0.7459,-0.1658,0.805
0.233000,0.2023,1.1556,-0.0384,1.174
0.238000,-0.0335,1.2775,-0.5554,1.393
0.254000,-0.0212,1.3085,-1.0964,1.707
0.255000,-0.0212,1.3085,-1.0964,1.707
0.264000,0.1535,1.5932,-1.5069,2.198
0.272000,0.1223,1.8423,-1.5526,2.412
0.281000,-0.1854,1.7705,-1.6316,2.415
0.300000,-0.2175,1.4816,-1.8088,2.348
0.302000,-0.3838,1.3971,-1.8248,2.330
0.313000,-0.5143,1.2868,-1.9518,2.394
0.320000,-0.5729,1.0035,-1.8055,2.144
0.335000,-0.4981,0.8150,-1.9521,2.173
0.365000,-0.5510,0.7272,-1.7984,2.017
0.367000,-0.6181,0.6116,-1.8841,2.075
0.368000,-0.5835,0.1708,-2.3270,2.405
0.373000,-1.0930,-0.9622,-2.9488,3.289
0.378000,-0.5804,-0.2754,-3.4493,3.509
0.394000,-1.1956,-0.0871,-3.5405,3.738
0.395000,-1.1956,-0.0871,-3.5405,3.738
0.400000,-1.4025,-0.2396,-3.5356,3.811
0.415000,-1.0665,-0.4950,-4.4007,4.555
0.421000,-1.1955,-0.3498,-5.6010,5.738
0.431000,-1.4751,-0.3006,-5.8642,6.054
0.444000,-3.1946,-1.5474,-6.3412,7.267
0.448000,-3.2804,-2.5946,-6.9966,8.151
0.463000,-4.1207,-3.4710,-5.4920,7.694
0.471000,-4.4726,-3.7631,-4.4983,7.376
0.481000,-4.8863,-4.0379,-5.5643,8.435
0.492000,-4.5177,-4.5425,-5.6490,8.541
0.500000,-4.4414,-4.1704,-5.9790,8.536
0.513000,-4.2253,-4.1614,-3.3207,6.797
0.519000,-4.0814,-3.7506,-3.9864,6.828
0.535000,-3.3209,-3.2173,-2.6244,5.317
0.544000,-1.6926,-2.3605,-1.0030,3.073
0.552000,-0.2202,-0.4028,-0.5659,0.729
0.570000,1.1645,0.9085,0.6458,1.612
0.572000,3.3595,2.3693,1.6443,4.428
0.581000,5.5563,4.0301,2.5177,7.311
0.594000,8.0394,5.6048,4.2467,10.681
0.599000,10.4935,7.2502,6.5393,14.333
0.614000,12.4678,9.1509,8.8601,17.824
0.616000,12.4678,9.1509,8.8601,17.824
0.620000,13.5260,10.4489,10.6120,20.118
0.634000,13.0539,10.7255,11.2403,20.293
0.642000,11.6575,10.1673,10.4948,18.693
0.651000,9.9094,8.6872,8.5381,15.702
0.663000,7.7456,6.6715,6.5520,12.142
0.668000,5.7579,5.0217,4.0505,8.647
0.684000,4.2745,3.5973,2.6836,6.198
0.686000,4.2745,3.5973,2.6836,6.198
0.711000,2.9212,1.9373,1.1463,3.688
0.718000,1.8628,-0.0513,0.1628,1.871
0.720000,0.9951,-1.7123,-0.4303,2.027
0.722000,0.8756,-4.5966,-0.9923,4.783
0.734000,1.7664,-5.0177,-0.9633,5.406
0.738000,2.7144,-5.6080,-1.3736,6.380
0.754000,3.1183,-5.6717,-1.4468,6.632
0.756000,3.1183,-5.6717,-1.4468,6.632
0.762000,3.2785,-6.2696,-1.4334,7.219
0.772000,3.0407,-6.6293,-1.3219,7.412
0.781000,2.7646,-6.9015,-1.1043,7.516
0.791000,2.4660,-7.0407,-0.7113,7.494
0.803000,1.9244,-6.8216,-0.0941,7.088
0.818000,1.8587,-7.0363,0.7470,7.316
0.823000,1.9453,-6.2995,1.7601,6.824
0.836000,2.1272,-5.9533,2.9442,6.974
0.845000,2.2985,-5.4694,3.9759,7.142
0.850000,2.8555,-5.0021,3.9038,6.958
0.862000,3.0950,-3.8333,3.9179,6.295
0.873000,2.7756,-2.2960,2.6034,4.444
0.878000,2.4929,-1.2264,1.3156,3.074
0.894000,1.9952,-0.5439,-0.8509,2.236
0.895000,1.9952,-0.5439,-0.8509,2.236
0.900000,4.1896,-2.0462,-4.8305,6.714
0.919000,0.1480,1.5126,-4.9840,5.211
0.922000,-2.4311,2.7655,-1.5648,4.001
0.938000,-2.0217,2.0604,-2.2588,3.665
0.945000,-1.0405,3.0669,-1.3333,3.502
0.948000,-0.8641,3.7078,-0.9025,3.913
0.963000,0.0583,4.0335,-0.0021,4.034
