time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,1.8610,0.4526,-1.2349,2.279
0.021000,1.7793,0.4856,-1.2776,2.244
0.023000,1.7793,0.4856,-1.2776,2.244
0.024000,1.7855,0.5342,-1.3872,2.323
0.026000,1.8361,0.7166,-1.5249,2.492
0.080000,2.1035,1.0012,-1.5793,2.814
0.082000,2.2665,1.0567,-1.6326,2.986
0.084000,2.2334,1.1369,-1.6115,2.980
0.086000,2.3719,1.2517,-1.3098,2.985
0.087000,1.7904,1.1513,-0.8208,2.281
0.089000,2.0904,0.9606,-0.8102,2.439
0.094000,2.1171,0.9242,-1.0247,2.527
0.105000,1.9928,1.1301,-1.1617,2.569
0.120000,2.1285,1.4210,-1.5286,2.981
0.124000,2.3236,1.5246,-2.2499,3.576
0.137000,2.2724,1.6254,-2.8363,3.981
0.142000,2.4968,1.7898,-3.4593,4.626
0.198000,2.1004,1.8069,-3.4455,4.421
0.200000,2.1004,1.8069,-3.4455,4.421
0.201000,2.2529,1.9617,-3.8717,4.890
0.203000,2.4986,1.9172,-4.0626,5.140
0.205000,2.3934,1.6611,-4.0722,5.007
0.207000,1.8794,1.2454,-3.8470,4.459
0.209000,1.9223,1.0403,-3.1551,3.838
0.219000,1.3711,0.1569,-3.9103,4.147
0.224000,1.4226,-0.1142,-3.5159,3.795
0.238000,1.6807,-0.1857,-3.0673,3.503
0.246000,2.0879,-0.3634,-2.6973,3.430
0.254000,2.0524,-0.3138,-2.3975,3.172
0.303000,2.0342,0.1230,-2.1347,2.951
0.304000,1.9489,0.4967,-2.4532,3.172
0.306000,2.3410,0.5329,-2.9778,3.825
0.307000,2.1394,0.0091,-3.0953,3.763
0.308000,1.9255,-0.1141,-3.1866,3.725
0.315000,1.7580,-0.7124,-2.4833,3.125
0.324000,1.5672,-1.0769,-2.6120,3.231
0.338000,1.7998,-0.9394,-2.1872,2.984
0.347000,2.1028,-1.0574,-2.0735,3.137
0.352000,2.5450,-1.3623,-1.8473,3.427
0.395000,1.7000,-1.4877,-1.7530,2.859
0.397000,1.7000,-1.4877,-1.7530,2.859
0.398000,1.3002,-1.9060,-1.9979,3.052
0.399000,0.7151,-2.5881,-3.0717,4.080
0.400000,0.0324,-3.1163,-4.4994,5.473
0.407000,-0.9112,-3.5104,-5.2744,6.401
0.420000,-0.6936,-4.1905,-7.0242,8.209
0.432000,-0.8868,-4.5804,-6.6262,8.104
0.434000,-0.8868,-4.5804,-6.6262,8.104
0.435000,0.0627,-4.9069,-5.9040,7.677
0.490000,0.7295,-4.7836,-4.8543,6.854
0.491000,1.1660,-6.3297,-3.4603,7.307
0.493000,0.7627,-6.2437,-3.0893,7.008
0.496000,0.1820,-6.8258,-2.6212,7.314
0.497000,1.2003,-7.8807,-3.6151,8.753
0.499000,1.5905,-8.1285,-3.3641,8.940
0.504000,2.8614,-8.2028,-3.0449,9.206
0.521000,3.9294,-7.7901,-1.8856,8.926
0.525000,4.9176,-7.3032,-0.6645,8.830
0.534000,5.4375,-6.8800,-0.3249,8.775
0.600000,6.0139,-6.6130,0.0892,8.939
0.601000,6.2645,-5.9474,0.0842,8.638
0.602000,6.8720,-5.9470,-0.6311,9.110
0.604000,7.2063,-4.8301,-0.7268,8.706
0.606000,7.7409,-4.3782,-1.1888,8.972
0.607000,7.9104,-4.1253,-1.5112,9.049
0.609000,7.7048,-3.9964,-1.8139,8.867
