time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,-0.1863,-0.4025,-4.0177,4.042
0.011000,0.4697,0.2327,-3.3652,3.406
0.029000,0.5537,0.6564,-2.7032,2.836
0.033000,0.3920,0.5126,-1.9628,2.066
0.042000,0.3019,0.2920,-1.2661,1.334
0.051000,-0.0366,-0.5913,-0.8592,1.044
0.061000,-0.3392,-0.8126,-0.8250,1.207
0.070000,-0.2362,-0.8184,-1.1125,1.401
0.082000,0.1810,-0.6148,-1.6038,1.727
0.088000,1.2180,0.1422,-2.0943,2.427
0.103000,1.4857,0.6221,-2.7103,3.153
0.105000,1.4857,0.6221,-2.7103,3.153
0.114000,1.4020,0.9729,-3.5103,3.903
0.122000,1.0563,1.0099,-4.0044,4.263
0.136000,0.8394,0.6741,-4.0869,4.226
0.141000,0.4247,0.3450,-3.8901,3.928
0.152000,0.1532,-0.1019,-3.4490,3.454
0.158000,0.2712,-0.7386,-2.7211,2.833
0.175000,-0.0654,-1.2701,-2.2894,2.619
0.177000,-0.0654,-1.2701,-2.2894,2.619
0.179000,-0.1096,-1.3471,-2.3648,2.724
0.192000,0.1824,-1.3116,-2.4580,2.792
0.200000,0.1675,-1.0750,-3.0239,3.214
0.210000,-0.0730,-1.3149,-3.8388,4.058
0.231000,-0.8156,-1.6180,-4.3298,4.694
0.232000,-0.6373,-1.6919,-4.1914,4.565
0.243000,-1.1753,-2.3720,-3.9675,4.770
0.245000,-1.1753,-2.3720,-3.9675,4.770
0.249000,-1.6440,-3.1362,-3.4936,4.974
0.261000,-1.7877,-3.5572,-3.2858,5.162
0.270000,-2.1890,-4.3721,-3.4185,5.966
0.280000,-2.3252,-4.2570,-3.6031,6.042
0.293000,-2.3559,-4.1282,-3.3885,5.837
0.298000,-1.5950,-3.7868,-3.6182,5.475
0.314000,-1.4969,-3.1525,-4.8704,5.992
0.320000,-0.1054,-2.7896,-3.7404,4.667
0.331000,-0.0487,-2.9259,-1.1956,3.161
0.340000,-0.2915,-3.4250,0.3469,3.455
0.350000,-0.8903,-4.1498,2.2407,4.799
0.362000,-1.9505,-4.3554,2.5203,5.397
0.368000,-1.2784,-3.7397,1.2610,4.148
0.383000,-1.3183,-3.1291,0.1521,3.399
0.384000,-1.3183,-3.1291,0.1521,3.399
0.389000,-1.0036,-2.8446,-0.7017,3.097
0.401000,0.0827,-2.2027,-0.2475,2.218
0.409000,0.5569,-1.8671,0.5748,2.031
0.424000,0.8287,-1.8655,2.0332,2.881
0.429000,1.2518,-2.0750,2.4719,3.462
0.443000,1.3817,-1.2038,2.6275,3.203
0.450000,1.3340,-0.9245,2.1084,2.661
0.460000,0.9818,-1.1064,1.5389,2.135
0.472000,0.5804,-1.2860,1.1849,1.842
0.481000,0.2504,-1.7265,1.3419,2.201
0.493000,0.5395,-1.5392,2.2348,2.767
0.498000,0.2320,-1.7185,0.6821,1.863
0.513000,0.8335,-1.5979,0.8838,2.007
0.520000,1.6903,-0.8185,0.7886,2.037
0.530000,2.9213,-0.0228,0.7604,3.019
0.541000,3.3659,0.6889,0.6087,3.489
0.551000,3.7317,0.4575,0.5717,3.803
0.560000,3.9182,0.0229,0.7710,3.993
0.575000,3.9714,-0.1436,1.0032,4.099
0.578000,4.2883,-0.7000,1.2333,4.517
0.593000,4.5540,-0.4656,1.3747,4.780
0.600000,4.6259,-1.0568,1.5895,5.004
0.615000,5.0292,-1.1366,1.3012,5.318
0.621000,5.3208,-1.1320,1.0611,5.542
0.630000,5.7148,-1.2717,0.7421,5.901
0.640000,6.0619,-1.7764,0.1945,6.320
0.653000,6.4508,-2.3431,-0.0516,6.863
0.660000,6.7609,-3.1716,-0.1195,7.469
0.670000,7.0748,-3.7253,0.0981,7.996
0.680000,7.5549,-3.8167,0.4087,8.474
0.692000,7.9272,-3.3935,0.9771,8.678
