time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.2551,0.1925,-0.4491,0.551
0.006000,-0.3086,0.0585,-0.4577,0.555
0.007000,-0.3413,-0.0512,-0.3103,0.464
0.017000,-0.3474,-0.0665,-0.2616,0.440
0.029000,-0.4532,-0.0397,-0.3188,0.555
0.033000,-0.3095,0.0892,-0.6732,0.746
0.049000,-0.1906,0.3255,-0.9206,0.995
0.050000,-0.1906,0.3255,-0.9206,0.995
0.055000,-0.2520,0.3978,-1.0351,1.137
0.066000,-0.3344,0.4507,-1.1384,1.269
0.074000,-0.2470,0.3621,-0.9656,1.060
0.089000,-0.1926,0.2362,-0.4945,0.581
0.095000,0.0945,0.1350,-0.4418,0.472
0.119000,0.2015,0.1695,0.1134,0.287
0.120000,0.1144,0.4852,-0.0152,0.499
0.130000,0.3988,0.4540,-0.2540,0.656
0.137000,0.3720,0.2853,-0.4215,0.630
0.146000,0.1182,-0.0073,-0.6441,0.655
0.155000,-0.6586,-0.1007,-1.2816,1.444
0.170000,-1.2503,-0.6412,-1.3274,1.933
0.173000,-0.5080,-0.4249,-0.7815,1.024
0.188000,0.1912,-0.4637,-0.5975,0.780
0.198000,0.1038,-0.4529,0.0441,0.467
0.207000,-0.0880,0.0068,0.3248,0.337
0.219000,-0.0819,0.1649,-0.0914,0.206
0.228000,0.0251,0.5051,-0.8861,1.020
0.235000,-0.1362,0.7592,-1.1615,1.394
0.254000,0.4064,1.1359,-1.8977,2.249
0.256000,-0.3712,1.0913,-2.3765,2.641
0.266000,-0.6843,1.1300,-2.2306,2.592
0.275000,-0.1798,0.6953,-1.9271,2.057
0.287000,-0.2080,0.0419,-1.4470,1.462
0.298000,-0.3424,-0.4798,-1.0936,1.242
0.306000,-0.6433,-1.0065,-0.7019,1.385
0.318000,-1.0295,-1.5028,-0.6645,1.939
0.323000,-0.5364,-0.9700,-1.0182,1.505
0.339000,-0.2262,-0.0736,-0.8485,0.881
0.340000,-0.2262,-0.0736,-0.8485,0.881
0.355000,-0.2383,0.1331,-0.8344,0.878
0.357000,-0.5244,-0.0830,-1.0186,1.149
