time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.3723,-0.5844,-0.9826,1.202
0.004000,-0.0917,-0.6125,-2.3707,2.450
0.013000,-0.0175,-0.3802,-2.9165,2.941
0.021000,0.1272,-0.0562,-2.6156,2.619
0.031000,0.1496,0.0427,-1.9618,1.968
0.041000,0.9002,-0.2679,-0.5270,1.077
0.051000,0.8968,-0.3936,-0.1875,0.997
0.061000,0.5686,-0.3740,-0.4093,0.794
0.077000,0.3114,-0.2650,-0.9884,1.070
0.079000,0.6053,-0.0491,-1.5744,1.687
0.094000,0.7331,0.1156,-2.1842,2.307
0.100000,0.8937,0.5438,-2.4890,2.700
0.111000,0.8767,0.5887,-3.1922,3.362
0.120000,0.6541,0.2471,-3.9633,4.025
0.131000,-0.0226,-0.1443,-3.8166,3.819
0.143000,-0.2751,-0.1359,-3.5387,3.552
0.148000,-0.0012,-0.4616,-3.1312,3.165
0.163000,0.1963,-0.7366,-2.3746,2.494
0.171000,0.4447,-0.7752,-1.8033,2.013
0.180000,0.7386,-0.6058,-1.5663,1.835
0.192000,0.8062,-0.3815,-1.6366,1.864
0.201000,0.9552,-0.2603,-2.2504,2.458
0.211000,1.0390,-0.4168,-2.8373,3.050
0.223000,0.5519,-0.5297,-3.0162,3.112
0.230000,0.4201,-0.4854,-2.8197,2.892
0.241000,0.0504,-0.5316,-3.4307,3.472
0.251000,-0.7832,-0.6266,-3.5357,3.675
0.262000,-0.8056,-1.1580,-3.4827,3.758
0.270000,-0.4140,-0.9188,-2.1952,2.415
0.283000,-0.1225,-1.5685,-1.5556,2.212
0.289000,0.1421,-1.9229,-0.9880,2.167
0.303000,0.2242,-1.8551,0.3003,1.893
0.311000,-0.0631,-2.9083,1.2064,3.149
0.321000,1.3664,-0.9905,-1.8408,2.497
0.332000,0.5915,-1.5207,-2.1779,2.721
0.341000,-0.0542,-2.3076,-1.8264,2.943
0.351000,-0.3048,-2.9382,-1.3601,3.252
0.363000,-0.8937,-3.2570,-0.8593,3.485
0.369000,-0.9252,-3.2527,-0.5094,3.420
0.384000,-1.4310,-2.3627,-2.0922,3.465
0.386000,-1.4310,-2.3627,-2.0922,3.465
