time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
0.004,0.004,0.004,0.004,0.004,NONE
0.004,0.004,0.004,0.004,0.004,NONE
0.011,0.011,0.011,0.011,0.011,NONE
0.021,0.021,0.021,0.021,0.021,NONE
0.03,0.03,0.03,0.03,0.03,NONE
0.048,0.048,0.048,0.048,0.048,NONE
0.049,0.049,0.049,0.049,0.049,NONE
0.065,0.065,0.065,0.065,0.065,NONE
0.07,0.07,0.07,0.07,0.07,NONE
0.099,0.099,0.099,0.099,0.099,NONE
0.1,0.1,0.1,0.1,0.1,NONE
0.101,0.101,0.101,0.101,0.101,NONE
0.117,0.117,0.117,0.117,0.117,NONE
0.122,0.122,0.122,0.122,0.122,NONE
0.13,0.13,0.13,0.13,0.13,NONE
0.14,0.14,0.14,0.14,0.14,NONE
0.15,0.15,0.15,0.15,0.15,NONE
0.161,0.161,0.161,0.161,0.161,NONE
0.17,0.17,0.17,0.17,0.17,NONE
0.195,0.195,0.195,0.195,0.195,NONE
0.196,0.196,0.196,0.196,0.196,NONE
0.204,0.204,0.204,0.204,0.204,NONE
0.21,0.21,0.21,0.21,0.21,NONE
0.22,0.22,0.22,0.22,0.22,NONE
0.231,0.231,0.231,0.231,0.231,NONE
0.24,0.24,0.24,0.24,0.24,NONE
0.253,0.253,0.253,0.253,0.253,NONE
0.259,0.259,0.259,0.259,0.259,NONE
0.272,0.272,0.272,0.272,0.272,NONE
0.291,0.291,0.291,0.291,0.291,NONE
0.292,0.292,0.292,0.292,0.292,NONE
0.301,0.301,0.301,0.301,0.301,NONE
0.311,0.311,0.311,0.311,0.311,NONE
0.32,0.32,0.32,0.32,0.32,NONE
0.332,0.332,0.332,0.332,0.332,NONE
0.338,0.338,0.338,0.338,0.338,NONE
0.354,0.354,0.354,0.354,0.354,NONE
0.356,0.356,0.356,0.356,0.356,NONE
0.36,0.36,0.36,0.36,0.36,NONE
0.371,0.371,0.371,0.371,0.371,NONE
0.395,0.395,0.395,0.395,0.395,NONE
0.397,0.397,0.397,0.397,0.397,NONE
0.398,0.398,0.398,0.398,0.398,NONE
0.412,0.412,0.412,0.412,0.412,NONE
0.42,0.42,0.42,0.42,0.42,NONE
0.431,0.431,0.431,0.431,0.431,NONE
0.45,0.45,0.45,0.45,0.45,NONE
0.451,0.451,0.451,0.451,0.451,NONE
0.461,0.461,0.461,0.461,0.461,NONE
0.473,0.473,0.473,0.473,0.473,NONE
0.499,0.499,0.499,0.499,0.499,NONE
0.501,0.501,0.501,0.501,0.501,NONE
0.503,0.503,0.503,0.503,0.503,NONE
0.511,0.511,0.511,0.511,0.511,NONE
0.522,0.522,0.522,0.522,0.522,NONE
0.53,0.53,0.53,0.53,0.53,NONE
0.549,0.549,0.549,0.549,0.549,NONE
0.551,0.551,0.551,0.551,0.551,NONE
0.562,0.562,0.562,0.562,0.562,NONE
0.571,0.571,0.571,0.571,0.571,NONE
0.601,0.601,0.601,0.601,0.601,NONE
0.602,0.602,0.602,0.602,0.602,NONE
0.603,0.603,0.603,0.603,0.603,NONE
0.614,0.614,0.614,0.614,0.614,NONE
0.618,0.618,0.618,0.618,0.618,NONE
0.633,0.633,0.633,0.633,0.633,NONE
0.641,0.641,0.641,0.641,0.641,NONE
0.65,0.65,0.65,0.65,0.65,NONE
0.687,0.687,0.687,0.687,0.687,NONE
0.688,0.688,0.688,0.688,0.688,NONE
0.689,0.689,0.689,0.689,0.689,NONE
0.697,0.697,0.697,0.697,0.697,NONE
0.699,0.699,0.699,0.699,0.699,NONE
0.714,0.714,0.714,0.714,0.714,NONE
0.715,0.715,0.715,0.715,0.715,NONE
0.72,0.72,0.72,0.72,0.72,NONE
0.732,0.732,0.732,0.732,0.732,NONE
0.741,0.741,0.741,0.741,0.741,NONE
0.751,0.751,0.751,0.751,0.751,NONE
0.796,0.796,0.796,0.796,0.796,NONE
0.797,0.797,0.797,0.797,0.797,NONE
0.798,0.798,0.798,0.798,0.798,NONE
0.799,0.799,0.799,0.799,0.799,NONE
0.8,0.8,0.8,0.8,0.8,NONE
0.804,0.804,0.804,0.804,0.804,NONE
0.813,0.813,0.813,0.813,0.813,NONE
0.821,0.821,0.821,0.821,0.821,NONE
0.833,0.833,0.833,0.833,0.833,NONE
0.839,0.839,0.839,0.839,0.839,NONE
0.854,0.854,0.854,0.854,0.854,NONE
0.856,0.856,0.856,0.856,0.856,NONE
0.899,0.899,0.899,0.899,0.899,NONE
0.9,0.9,0.9,0.9,0.9,NONE
0.9,0.9,0.9,0.9,0.9,NONE
0.901,0.901,0.901,0.901,0.901,NONE
0.903,0.903,0.903,0.903,0.903,NONE
0.909,0.909,0.909,0.909,0.909,NONE
0.923,0.923,0.923,0.923,0.923,NONE
0.931,0.931,0.931,0.931,0.931,NONE
0.942,0.942,0.942,0.942,0.942,NONE
0.952,0.952,0.952,0.952,0.952,NONE
0.991,0.991,0.991,0.991,0.991,NONE
0.992,0.992,0.992,0.992,0.992,NONE
0.993,0.993,0.993,0.993,0.993,NONE
0.995,0.995,0.995,0.995,0.995,NONE
1.001,1.001,1.001,1.001,1.001,NONE
1.013,1.013,1.013,1.013,1.013,NONE
1.022,1.022,1.022,1.022,1.022,NONE
1.031,1.031,1.031,1.031,1.031,NONE
1.056,1.056,1.056,1.056,1.056,NONE
1.057,1.057,1.057,1.057,1.057,NONE
1.085,1.085,1.085,1.085,1.085,NONE
1.087,1.087,1.087,1.087,1.087,NONE
1.088,1.088,1.088,1.088,1.088,NONE
1.092,1.092,1.092,1.092,1.092,NONE
1.101,1.101,1.101,1.101,1.101,NONE
1.113,1.113,1.113,1.113,1.113,NONE
1.123,1.123,1.123,1.123,1.123,NONE
1.131,1.131,1.131,1.131,1.131,NONE
1.141,1.141,1.141,1.141,1.141,NONE
1.155,1.155,1.155,1.155,1.155,NONE
1.16,1.16,1.16,1.16,1.16,NONE
1.188,1.188,1.188,1.188,1.188,NONE
1.189,1.189,1.189,1.189,1.189,NONE
1.193,1.193,1.193,1.193,1.193,NONE
1.202,1.202,1.202,1.202,1.202,NONE
1.213,1.213,1.213,1.213,1.213,NONE
1.221,1.221,1.221,1.221,1.221,NONE
1.232,1.232,1.232,1.232,1.232,NONE
1.241,1.241,1.241,1.241,1.241,NONE
1.252,1.252,1.252,1.252,1.252,NONE
1.283,1.283,1.283,1.283,1.283,NONE
1.284,1.284,1.284,1.284,1.284,NONE
1.285,1.285,1.285,1.285,1.285,NONE
1.286,1.286,1.286,1.286,1.286,NONE
1.29,1.29,1.29,1.29,1.29,NONE
1.302,1.302,1.302,1.302,1.302,NONE
1.311,1.311,1.311,1.311,1.311,NONE
1.321,1.321,1.321,1.321,1.321,NONE
1.333,1.333,1.333,1.333,1.333,NONE
1.339,1.339,1.339,1.339,1.339,NONE
1.355,1.355,1.355,1.355,1.355,NONE
1.362,1.362,1.362,1.362,1.362,NONE
1.395,1.395,1.395,1.395,1.395,NONE
1.396,1.396,1.396,1.396,1.396,NONE
1.397,1.397,1.397,1.397,1.397,NONE
1.399,1.399,1.399,1.399,1.399,NONE
1.415,1.415,1.415,1.415,1.415,NONE
1.422,1.422,1.422,1.422,1.422,NONE
1.432,1.432,1.432,1.432,1.432,NONE
1.442,1.442,1.442,1.442,1.442,NONE
1.455,1.455,1.455,1.455,1.455,NONE
1.462,1.462,1.462,1.462,1.462,NONE
1.493,1.493,1.493,1.493,1.493,NONE
1.495,1.495,1.495,1.495,1.495,NONE
1.498,1.498,1.498,1.498,1.498,NONE
1.502,1.502,1.502,1.502,1.502,NONE
1.514,1.514,1.514,1.514,1.514,NONE
1.521,1.521,1.521,1.521,1.521,NONE
1.532,1.532,1.532,1.532,1.532,NONE
1.544,1.544,1.544,1.544,1.544,NONE
1.554,1.554,1.554,1.554,1.554,NONE
1.562,1.562,1.562,1.562,1.562,NONE
1.59,1.59,1.59,1.59,1.59,NONE
1.591,1.591,1.591,1.591,1.591,NONE
1.592,1.592,1.592,1.592,1.592,NONE
1.603,1.603,1.603,1.603,1.603,NONE
1.614,1.614,1.614,1.614,1.614,NONE
1.62,1.62,1.62,1.62,1.62,NONE
1.634,1.634,1.634,1.634,1.634,NONE
1.642,1.642,1.642,1.642,1.642,NONE
1.658,1.658,1.658,1.658,1.658,NONE
1.696,1.696,1.696,1.696,1.696,NONE
1.698,1.698,1.698,1.698,1.698,NONE
1.699,1.699,1.699,1.699,1.699,NONE
1.7,1.7,1.7,1.7,1.7,NONE
1.701,1.701,1.701,1.701,1.701,NONE
1.715,1.715,1.715,1.715,1.715,NONE
1.716,1.716,1.716,1.716,1.716,NONE
1.721,1.721,1.721,1.721,1.721,NONE
1.732,1.732,1.732,1.732,1.732,NONE
1.741,1.741,1.741,1.741,1.741,NONE
1.759,1.759,1.759,1.759,1.759,NONE
1.816,1.816,1.816,1.816,1.816,NONE
1.818,1.818,1.818,1.818,1.818,NONE
1.819,1.819,1.819,1.819,1.819,NONE
1.82,1.82,1.82,1.82,1.82,NONE
1.821,1.821,1.821,1.821,1.821,NONE
1.823,1.823,1.823,1.823,1.823,NONE
1.826,1.826,1.826,1.826,1.826,NONE
1.827,1.827,1.827,1.827,1.827,NONE
1.834,1.834,1.834,1.834,1.834,NONE
1.84,1.84,1.84,1.84,1.84,NONE
1.855,1.855,1.855,1.855,1.855,NONE
1.856,1.856,1.856,1.856,1.856,NONE
1.862,1.862,1.862,1.862,1.862,NONE
1.875,1.875,1.875,1.875,1.875,NONE
1.928,1.928,1.928,1.928,1.928,NONE
1.929,1.929,1.929,1.929,1.929,NONE
1.93,1.93,1.93,1.93,1.93,NONE
1.931,1.931,1.931,1.931,1.931,NONE
1.932,1.932,1.932,1.932,1.932,NONE
1.933,1.933,1.933,1.933,1.933,NONE
1.934,1.934,1.934,1.934,1.934,NONE
1.943,1.943,1.943,1.943,1.943,NONE
1.956,1.956,1.956,1.956,1.956,NONE
2.003,2.003,2.003,2.003,2.003,NONE
2.004,2.004,2.004,2.004,2.004,NONE
2.005,2.005,2.005,2.005,2.005,NONE
2.006,2.006,2.006,2.006,2.006,NONE
2.007,2.007,2.007,2.007,2.007,NONE
2.008,2.008,2.008,2.008,2.008,NONE
2.013,2.013,2.013,2.013,2.013,NONE
2.021,2.021,2.021,2.021,2.021,NONE
2.036,2.036,2.036,2.036,2.036,NONE
2.037,2.037,2.037,2.037,2.037,NONE
2.039,2.039,2.039,2.039,2.039,NONE
2.056,2.056,2.056,2.056,2.056,NONE
2.062,2.062,2.062,2.062,2.062,NONE
2.095,2.095,2.095,2.095,2.095,NONE
2.096,2.096,2.096,2.096,2.096,NONE
2.097,2.097,2.097,2.097,2.097,NONE
2.104,2.104,2.104,2.104,2.104,NONE
2.118,2.118,2.118,2.118,2.118,NONE
2.121,2.121,2.121,2.121,2.121,NONE
2.134,2.134,2.134,2.134,2.134,NONE
2.142,2.142,2.142,2.142,2.142,NONE
2.155,2.155,2.155,2.155,2.155,NONE
2.167,2.167,2.167,2.167,2.167,NONE
2.185,2.185,2.185,2.185,2.185,NONE
2.186,2.186,2.186,2.186,2.186,NONE
2.194,2.194,2.194,2.194,2.194,NONE
2.203,2.203,2.203,2.203,2.203,NONE
2.212,2.212,2.212,2.212,2.212,NONE
2.222,2.222,2.222,2.222,2.222,NONE
2.234,2.234,2.234,2.234,2.234,NONE
2.242,2.242,2.242,2.242,2.242,NONE
2.252,2.252,2.252,2.252,2.252,NONE
2.264,2.264,2.264,2.264,2.264,NONE
2.274,2.274,2.274,2.274,2.274,NONE
2.317,2.317,2.317,2.317,2.317,NONE
2.318,2.318,2.318,2.318,2.318,NONE
2.318,2.318,2.318,2.318,2.318,NONE
2.319,2.319,2.319,2.319,2.319,NONE
2.32,2.32,2.32,2.32,2.32,NONE
2.322,2.322,2.322,2.322,2.322,NONE
2.334,2.334,2.334,2.334,2.334,NONE
2.34,2.34,2.34,2.34,2.34,NONE
2.357,2.357,2.357,2.357,2.357,NONE
2.358,2.358,2.358,2.358,2.358,NONE
2.361,2.361,2.361,2.361,2.361,NONE
2.373,2.373,2.373,2.373,2.373,NONE
2.422,2.422,2.422,2.422,2.422,NONE
2.423,2.423,2.423,2.423,2.423,NONE
2.424,2.424,2.424,2.424,2.424,NONE
2.425,2.425,2.425,2.425,2.425,NONE
2.426,2.426,2.426,2.426,2.426,NONE
2.432,2.432,2.432,2.432,2.432,NONE
2.443,2.443,2.443,2.443,2.443,NONE
2.458,2.458,2.458,2.458,2.458,NONE
2.467,2.467,2.467,2.467,2.467,NONE
2.501,2.501,2.501,2.501,2.501,NONE
2.502,2.502,2.502,2.502,2.502,NONE
2.503,2.503,2.503,2.503,2.503,NONE
2.505,2.505,2.505,2.505,2.505,NONE
2.513,2.513,2.513,2.513,2.513,NONE
2.522,2.522,2.522,2.522,2.522,NONE
2.537,2.537,2.537,2.537,2.537,NONE
2.54,2.54,2.54,2.54,2.54,NONE
2.557,2.557,2.557,2.557,2.557,NONE
2.564,2.564,2.564,2.564,2.564,NONE
2.587,2.587,2.587,2.587,2.587,NONE
2.589,2.589,2.589,2.589,2.589,NONE
2.593,2.593,2.593,2.593,2.593,NONE
2.603,2.603,2.603,2.603,2.603,NONE
2.615,2.615,2.615,2.615,2.615,NONE
2.62,2.62,2.62,2.62,2.62,NONE
2.635,2.635,2.635,2.635,2.635,NONE
2.644,2.644,2.644,2.644,2.644,NONE
2.653,2.653,2.653,2.653,2.653,NONE
2.664,2.664,2.664,2.664,2.664,NONE
2.676,2.676,2.676,2.676,2.676,NONE
2.683,2.683,2.683,2.683,2.683,NONE
2.715,2.715,2.715,2.715,2.715,NONE
2.717,2.717,2.717,2.717,2.717,NONE
2.718,2.718,2.718,2.718,2.718,NONE
2.719,2.719,2.719,2.719,2.719,NONE
2.724,2.724,2.724,2.724,2.724,NONE
2.733,2.733,2.733,2.733,2.733,NONE
2.742,2.742,2.742,2.742,2.742,NONE
2.756,2.756,2.756,2.756,2.756,NONE
2.766,2.766,2.766,2.766,2.766,NONE
2.794,2.794,2.794,2.794,2.794,NONE
2.796,2.796,2.796,2.796,2.796,NONE
2.797,2.797,2.797,2.797,2.797,NONE
2.797,2.797,2.797,2.797,2.797,NONE
2.804,2.804,2.804,2.804,2.804,NONE
2.812,2.812,2.812,2.812,2.812,NONE
2.826,2.826,2.826,2.826,2.826,NONE
2.83,2.83,2.83,2.83,2.83,NONE
2.845,2.845,2.845,2.845,2.845,NONE
2.873,2.873,2.873,2.873,2.873,NONE
2.874,2.874,2.874,2.874,2.874,NONE
2.875,2.875,2.875,2.875,2.875,NONE
2.883,2.883,2.883,2.883,2.883,NONE
2.893,2.893,2.893,2.893,2.893,NONE
2.905,2.905,2.905,2.905,2.905,NONE
2.91,2.91,2.91,2.91,2.91,NONE
2.926,2.926,2.926,2.926,2.926,NONE
2.927,2.927,2.927,2.927,2.927,NONE
2.932,2.932,2.932,2.932,2.932,NONE
2.945,2.945,2.945,2.945,2.945,NONE
2.961,2.961,2.961,2.961,2.961,NONE
2.963,2.963,2.963,2.963,2.963,NONE
2.989,2.989,2.989,2.989,2.989,NONE
2.99,2.99,2.99,2.99,2.99,NONE
2.993,2.993,2.993,2.993,2.993,NONE
3.005,3.005,3.005,3.005,3.005,NONE
3.014,3.014,3.014,3.014,3.014,NONE
3.022,3.022,3.022,3.022,3.022,NONE
3.037,3.037,3.037,3.037,3.037,NONE
3.041,3.041,3.041,3.041,3.041,NONE
3.055,3.055,3.055,3.055,3.055,NONE
3.064,3.064,3.064,3.064,3.064,NONE
3.076,3.076,3.076,3.076,3.076,NONE
3.102,3.102,3.102,3.102,3.102,NONE
3.104,3.104,3.104,3.104,3.104,NONE
3.106,3.106,3.106,3.106,3.106,NONE
3.115,3.115,3.115,3.115,3.115,NONE
3.123,3.123,3.123,3.123,3.123,NONE
3.138,3.138,3.138,3.138,3.138,NONE
3.144,3.144,3.144,3.144,3.144,NONE
3.154,3.154,3.154,3.154,3.154,NONE
3.164,3.164,3.164,3.164,3.164,NONE
3.175,3.175,3.175,3.175,3.175,NONE
3.21,3.21,3.21,3.21,3.21,NONE
3.212,3.212,3.212,3.212,3.212,NONE
3.213,3.213,3.213,3.213,3.213,NONE
3.214,3.214,3.214,3.214,3.214,NONE
3.223,3.223,3.223,3.223,3.223,NONE
3.234,3.234,3.234,3.234,3.234,NONE
3.243,3.243,3.243,3.243,3.243,NONE
3.26,3.26,3.26,3.26,3.26,NONE
3.266,3.266,3.266,3.266,3.266,NONE
3.289,3.289,3.289,3.289,3.289,NONE
3.291,3.291,3.291,3.291,3.291,NONE
3.293,3.293,3.293,3.293,3.293,NONE
3.305,3.305,3.305,3.305,3.305,NONE
3.313,3.313,3.313,3.313,3.313,NONE
3.323,3.323,3.323,3.323,3.323,NONE
3.336,3.336,3.336,3.336,3.336,NONE
3.341,3.341,3.341,3.341,3.341,NONE
3.368,3.368,3.368,3.368,3.368,NONE
3.371,3.371,3.371,3.371,3.371,NONE
3.372,3.372,3.372,3.372,3.372,NONE
3.395,3.395,3.395,3.395,3.395,NONE
3.396,3.396,3.396,3.396,3.396,NONE
3.397,3.397,3.397,3.397,3.397,NONE
3.406,3.406,3.406,3.406,3.406,NONE
3.411,3.411,3.411,3.411,3.411,NONE
3.426,3.426,3.426,3.426,3.426,NONE
3.428,3.428,3.428,3.428,3.428,NONE
3.433,3.433,3.433,3.433,3.433,NONE
3.444,3.444,3.444,3.444,3.444,NONE
3.459,3.459,3.459,3.459,3.459,NONE
3.464,3.464,3.464,3.464,3.464,NONE
3.484,3.484,3.484,3.484,3.484,NONE
3.485,3.485,3.485,3.485,3.485,NONE
3.498,3.498,3.498,3.498,3.498,NONE
3.5,3.5,3.5,3.5,3.5,NONE
3.502,3.502,3.502,3.502,3.502,NONE
3.514,3.514,3.514,3.514,3.514,NONE
3.522,3.522,3.522,3.522,3.522,NONE
3.538,3.538,3.538,3.538,3.538,NONE
3.541,3.541,3.541,3.541,3.541,NONE
3.556,3.556,3.556,3.556,3.556,NONE
3.557,3.557,3.557,3.557,3.557,NONE
3.564,3.564,3.564,3.564,3.564,NONE
3.579,3.579,3.579,3.579,3.579,NONE
3.586,3.586,3.586,3.586,3.586,NONE
3.604,3.604,3.604,3.604,3.604,NONE
3.605,3.605,3.605,3.605,3.605,NONE
3.616,3.616,3.616,3.616,3.616,NONE
3.623,3.623,3.623,3.623,3.623,NONE
3.636,3.636,3.636,3.636,3.636,NONE
3.644,3.644,3.644,3.644,3.644,NONE
3.661,3.661,3.661,3.661,3.661,NONE
3.664,3.664,3.664,3.664,3.664,NONE
3.684,3.684,3.684,3.684,3.684,NONE
3.686,3.686,3.686,3.686,3.686,NONE
3.693,3.693,3.693,3.693,3.693,NONE
3.706,3.706,3.706,3.706,3.706,NONE
3.714,3.714,3.714,3.714,3.714,NONE
3.724,3.724,3.724,3.724,3.724,NONE
3.735,3.735,3.735,3.735,3.735,NONE
3.743,3.743,3.743,3.743,3.743,NONE
3.761,3.761,3.761,3.761,3.761,NONE
3.765,3.765,3.765,3.765,3.765,NONE
3.791,3.791,3.791,3.791,3.791,NONE
3.792,3.792,3.792,3.792,3.792,NONE
3.794,3.794,3.794,3.794,3.794,NONE
3.806,3.806,3.806,3.806,3.806,NONE
3.814,3.814,3.814,3.814,3.814,NONE
3.824,3.824,3.824,3.824,3.824,NONE
3.836,3.836,3.836,3.836,3.836,NONE
3.845,3.845,3.845,3.845,3.845,NONE
3.855,3.855,3.855,3.855,3.855,NONE
3.872,3.872,3.872,3.872,3.872,NONE
3.875,3.875,3.875,3.875,3.875,NONE
3.884,3.884,3.884,3.884,3.884,NONE
3.898,3.898,3.898,3.898,3.898,NONE
3.907,3.907,3.907,3.907,3.907,NONE
3.912,3.912,3.912,3.912,3.912,NONE
3.927,3.927,3.927,3.927,3.927,NONE
3.933,3.933,3.933,3.933,3.933,NONE
3.945,3.945,3.945,3.945,3.945,NONE
3.954,3.954,3.954,3.954,3.954,NONE
3.973,3.973,3.973,3.973,3.973,NONE
3.975,3.975,3.975,3.975,3.975,NONE
3.986,3.986,3.986,3.986,3.986,NONE
4.012,4.012,4.012,4.012,4.012,NONE
4.014,4.014,4.014,4.014,4.014,NONE
4.015,4.015,4.015,4.015,4.015,NONE
4.025,4.025,4.025,4.025,4.025,NONE
4.034,4.034,4.034,4.034,4.034,NONE
4.046,4.046,4.046,4.046,4.046,NONE
4.052,4.052,4.052,4.052,4.052,NONE
4.067,4.067,4.067,4.067,4.067,NONE
4.094,4.094,4.094,4.094,4.094,NONE
4.096,4.096,4.096,4.096,4.096,NONE
4.097,4.097,4.097,4.097,4.097,NONE
4.105,4.105,4.105,4.105,4.105,NONE
4.116,4.116,4.116,4.116,4.116,NONE
4.125,4.125,4.125,4.125,4.125,NONE
4.134,4.134,4.134,4.134,4.134,NONE
4.144,4.144,4.144,4.144,4.144,NONE
4.154,4.154,4.154,4.154,4.154,NONE
4.165,4.165,4.165,4.165,4.165,NONE
4.175,4.175,4.175,4.175,4.175,NONE
4.186,4.186,4.186,4.186,4.186,NONE
4.2,4.2,4.2,4.2,4.2,NONE
4.208,4.208,4.208,4.208,4.208,NONE
4.214,4.214,4.214,4.214,4.214,NONE
4.224,4.224,4.224,4.224,4.224,NONE
4.235,4.235,4.235,4.235,4.235,NONE
4.244,4.244,4.244,4.244,4.244,NONE
4.273,4.273,4.273,4.273,4.273,NONE
4.276,4.276,4.276,4.276,4.276,NONE
4.277,4.277,4.277,4.277,4.277,NONE
4.284,4.284,4.284,4.284,4.284,NONE
4.298,4.298,4.298,4.298,4.298,NONE
4.306,4.306,4.306,4.306,4.306,NONE
4.315,4.315,4.315,4.315,4.315,NONE
4.326,4.326,4.326,4.326,4.326,NONE
4.337,4.337,4.337,4.337,4.337,NONE
4.343,4.343,4.343,4.343,4.343,NONE
4.36,4.36,4.36,4.36,4.36,NONE
4.362,4.362,4.362,4.362,4.362,NONE
4.364,4.364,4.364,4.364,4.364,NONE
4.38,4.38,4.38,4.38,4.38,NONE
4.384,4.384,4.384,4.384,4.384,NONE
4.41,4.41,4.41,4.41,4.41,NONE
4.412,4.412,4.412,4.412,4.412,NONE
4.413,4.413,4.413,4.413,4.413,NONE
4.428,4.428,4.428,4.428,4.428,NONE
4.43,4.43,4.43,4.43,4.43,NONE
4.433,4.433,4.433,4.433,4.433,NONE
4.446,4.446,4.446,4.446,4.446,NONE
4.454,4.454,4.454,4.454,4.454,NONE
4.465,4.465,4.465,4.465,4.465,NONE
4.488,4.488,4.488,4.488,4.488,NONE
4.489,4.489,4.489,4.489,4.489,NONE
4.497,4.497,4.497,4.497,4.497,NONE
4.506,4.506,4.506,4.506,4.506,NONE
4.514,4.514,4.514,4.514,4.514,NONE
4.525,4.525,4.525,4.525,4.525,NONE
4.534,4.534,4.534,4.534,4.534,NONE
4.547,4.547,4.547,4.547,4.547,NONE
4.552,4.552,4.552,4.552,4.552,NONE
4.566,4.566,4.566,4.566,4.566,NONE
4.594,4.594,4.594,4.594,4.594,NONE
4.595,4.595,4.595,4.595,4.595,NONE
4.596,4.596,4.596,4.596,4.596,NONE
4.605,4.605,4.605,4.605,4.605,NONE
4.616,4.616,4.616,4.616,4.616,NONE
4.622,4.622,4.622,4.622,4.622,NONE
4.638,4.638,4.638,4.638,4.638,NONE
4.639,4.639,4.639,4.639,4.639,NONE
4.644,4.644,4.644,4.644,4.644,NONE
4.654,4.654,4.654,4.654,4.654,NONE
4.668,4.668,4.668,4.668,4.668,NONE
4.69,4.69,4.69,4.69,4.69,NONE
4.691,4.691,4.691,4.691,4.691,NONE
4.697,4.697,4.697,4.697,4.697,NONE
4.704,4.704,4.704,4.704,4.704,NONE
4.715,4.715,4.715,4.715,4.715,NONE
4.726,4.726,4.726,4.726,4.726,NONE
4.735,4.735,4.735,4.735,4.735,NONE
4.745,4.745,4.745,4.745,4.745,NONE
4.757,4.757,4.757,4.757,4.757,NONE
4.774,4.774,4.774,4.774,4.774,NONE
4.777,4.777,4.777,4.777,4.777,NONE
4.784,4.784,4.784,4.784,4.784,NONE
4.795,4.795,4.795,4.795,4.795,NONE
4.806,4.806,4.806,4.806,4.806,NONE
4.816,4.816,4.816,4.816,4.816,NONE
4.825,4.825,4.825,4.825,4.825,NONE
4.837,4.837,4.837,4.837,4.837,NONE
4.843,4.843,4.843,4.843,4.843,NONE
4.859,4.859,4.859,4.859,4.859,NONE
4.86,4.86,4.86,4.86,4.86,NONE
4.864,4.864,4.864,4.864,4.864,NONE
4.886,4.886,4.886,4.886,4.886,NONE
4.887,4.887,4.887,4.887,4.887,NONE
4.911,4.911,4.911,4.911,4.911,NONE
4.913,4.913,4.913,4.913,4.913,NONE
4.913,4.913,4.913,4.913,4.913,NONE
4.928,4.928,4.928,4.928,4.928,NONE
4.93,4.93,4.93,4.93,4.93,NONE
4.934,4.934,4.934,4.934,4.934,NONE
4.946,4.946,4.946,4.946,4.946,NONE
4.955,4.955,4.955,4.955,4.955,NONE
4.965,4.965,4.965,4.965,4.965,NONE
4.983,4.983,4.983,4.983,4.983,NONE
4.985,4.985,4.985,4.985,4.985,NONE
5.008,5.008,5.008,5.008,5.008,NONE
5.009,5.009,5.009,5.009,5.009,NONE
5.01,5.01,5.01,5.01,5.01,NONE
5.016,5.016,5.016,5.016,5.016,NONE
5.025,5.025,5.025,5.025,5.025,NONE
5.038,5.038,5.038,5.038,5.038,NONE
5.045,5.045,5.045,5.045,5.045,NONE
5.058,5.058,5.058,5.058,5.058,NONE
5.059,5.059,5.059,5.059,5.059,NONE
5.065,5.065,5.065,5.065,5.065,NONE
5.075,5.075,5.075,5.075,5.075,NONE
5.087,5.087,5.087,5.087,5.087,NONE
5.106,5.106,5.106,5.106,5.106,NONE
5.108,5.108,5.108,5.108,5.108,NONE
5.114,5.114,5.114,5.114,5.114,NONE
5.129,5.129,5.129,5.129,5.129,NONE
5.135,5.135,5.135,5.135,5.135,NONE
5.145,5.145,5.145,5.145,5.145,NONE
5.155,5.155,5.155,5.155,5.155,NONE
5.175,5.175,5.175,5.175,5.175,NONE
5.179,5.179,5.179,5.179,5.179,NONE
5.188,5.188,5.188,5.188,5.188,NONE
5.196,5.196,5.196,5.196,5.196,NONE
5.21,5.21,5.21,5.21,5.21,NONE
5.211,5.211,5.211,5.211,5.211,NONE
5.215,5.215,5.215,5.215,5.215,NONE
5.229,5.229,5.229,5.229,5.229,NONE
5.234,5.234,5.234,5.234,5.234,NONE
5.246,5.246,5.246,5.246,5.246,NONE
5.257,5.257,5.257,5.257,5.257,NONE
5.267,5.267,5.267,5.267,5.267,NONE
5.296,5.296,5.296,5.296,5.296,NONE
5.298,5.298,5.298,5.298,5.298,NONE
5.299,5.299,5.299,5.299,5.299,NONE
5.306,5.306,5.306,5.306,5.306,NONE
5.316,5.316,5.316,5.316,5.316,NONE
5.325,5.325,5.325,5.325,5.325,NONE
5.337,5.337,5.337,5.337,5.337,NONE
5.343,5.343,5.343,5.343,5.343,NONE
5.358,5.358,5.358,5.358,5.358,NONE
5.359,5.359,5.359,5.359,5.359,NONE
5.368,5.368,5.368,5.368,5.368,NONE
5.376,5.376,5.376,5.376,5.376,NONE
5.402,5.402,5.402,5.402,5.402,NONE
5.404,5.404,5.404,5.404,5.404,NONE
5.407,5.407,5.407,5.407,5.407,NONE
5.417,5.417,5.417,5.417,5.417,NONE
5.425,5.425,5.425,5.425,5.425,NONE
5.437,5.437,5.437,5.437,5.437,NONE
5.446,5.446,5.446,5.446,5.446,NONE
5.456,5.456,5.456,5.456,5.456,NONE
5.465,5.465,5.465,5.465,5.465,NONE
5.485,5.485,5.485,5.485,5.485,NONE
5.489,5.489,5.489,5.489,5.489,NONE
5.509,5.509,5.509,5.509,5.509,NONE
5.51,5.51,5.51,5.51,5.51,NONE
