time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
68.336,68.336,68.336,68.336,68.336,Situp
68.337,68.337,68.337,68.337,68.337,Situp
68.357,68.357,68.357,68.357,68.357,Situp
68.359,68.359,68.359,68.359,68.359,Situp
68.37,68.37,68.37,68.37,68.37,Situp
68.374,68.374,68.374,68.374,68.374,Situp
68.387,68.387,68.387,68.387,68.387,Situp
68.398,68.398,68.398,68.398,68.398,Situp
68.41,68.41,68.41,68.41,68.41,Situp
68.418,68.418,68.418,68.418,68.418,Situp
68.443,68.443,68.443,68.443,68.443,Situp
68.445,68.445,68.445,68.445,68.445,Situp
68.447,68.447,68.447,68.447,68.447,Situp
68.457,68.457,68.457,68.457,68.457,Situp
68.466,68.466,68.466,68.466,68.466,Situp
68.478,68.478,68.478,68.478,68.478,Situp
68.484,68.484,68.484,68.484,68.484,Situp
68.499,68.499,68.499,68.499,68.499,Situp
68.509,68.509,68.509,68.509,68.509,Situp
68.537,68.537,68.537,68.537,68.537,Situp
68.538,68.538,68.538,68.538,68.538,Situp
68.539,68.539,68.539,68.539,68.539,Situp
68.547,68.547,68.547,68.547,68.547,Situp
68.554,68.554,68.554,68.554,68.554,Situp
68.567,68.567,68.567,68.567,68.567,Situp
68.579,68.579,68.579,68.579,68.579,Situp
68.59,68.59,68.59,68.59,68.59,Situp
68.598,68.598,68.598,68.598,68.598,Situp
68.606,68.606,68.606,68.606,68.606,Situp
68.617,68.617,68.617,68.617,68.617,Situp
68.628,68.628,68.628,68.628,68.628,Situp
68.654,68.654,68.654,68.654,68.654,Situp
68.656,68.656,68.656,68.656,68.656,Situp
68.657,68.657,68.657,68.657,68.657,Situp
68.664,68.664,68.664,68.664,68.664,Situp
68.679,68.679,68.679,68.679,68.679,Situp
68.684,68.684,68.684,68.684,68.684,Situp
68.698,68.698,68.698,68.698,68.698,Situp
68.713,68.713,68.713,68.713,68.713,Situp
68.716,68.716,68.716,68.716,68.716,Situp
68.739,68.739,68.739,68.739,68.739,Situp
68.74,68.74,68.74,68.74,68.74,Situp
68.746,68.746,68.746,68.746,68.746,Situp
68.756,68.756,68.756,68.756,68.756,Situp
68.767,68.767,68.767,68.767,68.767,Situp
68.776,68.776,68.776,68.776,68.776,Situp
68.79,68.79,68.79,68.79,68.79,Situp
68.798,68.798,68.798,68.798,68.798,Situp
68.806,68.806,68.806,68.806,68.806,Situp
68.832,68.832,68.832,68.832,68.832,Situp
68.833,68.833,68.833,68.833,68.833,Situp
68.834,68.834,68.834,68.834,68.834,Situp
68.839,68.839,68.839,68.839,68.839,Situp
68.847,68.847,68.847,68.847,68.847,Situp
68.857,68.857,68.857,68.857,68.857,Situp
68.868,68.868,68.868,68.868,68.868,Situp
68.874,68.874,68.874,68.874,68.874,Situp
68.887,68.887,68.887,68.887,68.887,Situp
68.898,68.898,68.898,68.898,68.898,Situp
68.913,68.913,68.913,68.913,68.913,Situp
68.917,68.917,68.917,68.917,68.917,Situp
68.943,68.943,68.943,68.943,68.943,Situp
68.944,68.944,68.944,68.944,68.944,Situp
68.949,68.949,68.949,68.949,68.949,Situp
68.957,68.957,68.957,68.957,68.957,Situp
68.968,68.968,68.968,68.968,68.968,Situp
68.974,68.974,68.974,68.974,68.974,Situp
68.989,68.989,68.989,68.989,68.989,Situp
68.996,68.996,68.996,68.996,68.996,Situp
69.006,69.006,69.006,69.006,69.006,Situp
69.018,69.018,69.018,69.018,69.018,Situp
69.026,69.026,69.026,69.026,69.026,Situp
69.071,69.071,69.071,69.071,69.071,Situp
69.072,69.072,69.072,69.072,69.072,Situp
69.073,69.073,69.073,69.073,69.073,Situp
69.074,69.074,69.074,69.074,69.074,Situp
69.076,69.076,69.076,69.076,69.076,Situp
69.089,69.089,69.089,69.089,69.089,Situp
69.096,69.096,69.096,69.096,69.096,Situp
69.115,69.115,69.115,69.115,69.115,Situp
69.119,69.119,69.119,69.119,69.119,Situp
69.139,69.139,69.139,69.139,69.139,Situp
69.14,69.14,69.14,69.14,69.14,Situp
69.146,69.146,69.146,69.146,69.146,Situp
69.158,69.158,69.158,69.158,69.158,Situp
69.165,69.165,69.165,69.165,69.165,Situp
69.179,69.179,69.179,69.179,69.179,Situp
69.185,69.185,69.185,69.185,69.185,Situp
69.201,69.201,69.201,69.201,69.201,Situp
69.226,69.226,69.226,69.226,69.226,Situp
69.227,69.227,69.227,69.227,69.227,Situp
69.229,69.229,69.229,69.229,69.229,Situp
69.237,69.237,69.237,69.237,69.237,Situp
69.254,69.254,69.254,69.254,69.254,Situp
69.257,69.257,69.257,69.257,69.257,Situp
69.268,69.268,69.268,69.268,69.268,Situp
69.276,69.276,69.276,69.276,69.276,Situp
69.29,69.29,69.29,69.29,69.29,Situp
69.295,69.295,69.295,69.295,69.295,Situp
69.308,69.308,69.308,69.308,69.308,Situp
69.317,69.317,69.317,69.317,69.317,Situp
69.34,69.34,69.34,69.34,69.34,Situp
69.342,69.342,69.342,69.342,69.342,Situp
69.35,69.35,69.35,69.35,69.35,Situp
69.356,69.356,69.356,69.356,69.356,Situp
69.378,69.378,69.378,69.378,69.378,Situp
69.38,69.38,69.38,69.38,69.38,Situp
69.388,69.388,69.388,69.388,69.388,Situp
69.396,69.396,69.396,69.396,69.396,Situp
69.414,69.414,69.414,69.414,69.414,Situp
69.416,69.416,69.416,69.416,69.416,Situp
69.446,69.446,69.446,69.446,69.446,Situp
69.447,69.447,69.447,69.447,69.447,Situp
69.448,69.448,69.448,69.448,69.448,Situp
69.459,69.459,69.459,69.459,69.459,Situp
69.466,69.466,69.466,69.466,69.466,Situp
69.477,69.477,69.477,69.477,69.477,Situp
69.485,69.485,69.485,69.485,69.485,Situp
69.501,69.501,69.501,69.501,69.501,Situp
69.505,69.505,69.505,69.505,69.505,Situp
69.518,69.518,69.518,69.518,69.518,Situp
69.552,69.552,69.552,69.552,69.552,Situp
69.556,69.556,69.556,69.556,69.556,Situp
69.558,69.558,69.558,69.558,69.558,Situp
69.559,69.559,69.559,69.559,69.559,Situp
69.571,69.571,69.571,69.571,69.571,Situp
69.572,69.572,69.572,69.572,69.572,Situp
69.575,69.575,69.575,69.575,69.575,Situp
69.588,69.588,69.588,69.588,69.588,Situp
69.597,69.597,69.597,69.597,69.597,Situp
69.613,69.613,69.613,69.613,69.613,Situp
69.619,69.619,69.619,69.619,69.619,Situp
69.643,69.643,69.643,69.643,69.643,Situp
69.644,69.644,69.644,69.644,69.644,Situp
69.649,69.649,69.649,69.649,69.649,Situp
69.655,69.655,69.655,69.655,69.655,Situp
69.668,69.668,69.668,69.668,69.668,Situp
69.677,69.677,69.677,69.677,69.677,Situp
69.686,69.686,69.686,69.686,69.686,Situp
69.698,69.698,69.698,69.698,69.698,Situp
69.707,69.707,69.707,69.707,69.707,Situp
69.719,69.719,69.719,69.719,69.719,Situp
69.733,69.733,69.733,69.733,69.733,Situp
69.737,69.737,69.737,69.737,69.737,Situp
69.762,69.762,69.762,69.762,69.762,Situp
69.763,69.763,69.763,69.763,69.763,Situp
69.768,69.768,69.768,69.768,69.768,Situp
69.777,69.777,69.777,69.777,69.777,Situp
69.787,69.787,69.787,69.787,69.787,Situp
69.799,69.799,69.799,69.799,69.799,Situp
69.805,69.805,69.805,69.805,69.805,Situp
69.82,69.82,69.82,69.82,69.82,Situp
69.83,69.83,69.83,69.83,69.83,Situp
69.839,69.839,69.839,69.839,69.839,Situp
69.866,69.866,69.866,69.866,69.866,Situp
69.868,69.868,69.868,69.868,69.868,Situp
69.869,69.869,69.869,69.869,69.869,Situp
69.876,69.876,69.876,69.876,69.876,Situp
69.888,69.888,69.888,69.888,69.888,Situp
69.899,69.899,69.899,69.899,69.899,Situp
69.905,69.905,69.905,69.905,69.905,Situp
69.92,69.92,69.92,69.92,69.92,Situp
69.935,69.935,69.935,69.935,69.935,Situp
69.938,69.938,69.938,69.938,69.938,Situp
69.965,69.965,69.965,69.965,69.965,Situp
69.966,69.966,69.966,69.966,69.966,Situp
69.967,69.967,69.967,69.967,69.967,Situp
69.979,69.979,69.979,69.979,69.979,Situp
69.988,69.988,69.988,69.988,69.988,Situp
69.997,69.997,69.997,69.997,69.997,Situp
70.008,70.008,70.008,70.008,70.008,Situp
70.019,70.019,70.019,70.019,70.019,Situp
70.035,70.035,70.035,70.035,70.035,Situp
70.037,70.037,70.037,70.037,70.037,Situp
70.072,70.072,70.072,70.072,70.072,Situp
70.073,70.073,70.073,70.073,70.073,Situp
70.074,70.074,70.074,70.074,70.074,Situp
70.075,70.075,70.075,70.075,70.075,Situp
70.08,70.08,70.08,70.08,70.08,Situp
70.089,70.089,70.089,70.089,70.089,Situp
70.097,70.097,70.097,70.097,70.097,Situp
70.107,70.107,70.107,70.107,70.107,Situp
70.119,70.119,70.119,70.119,70.119,Situp
70.137,70.137,70.137,70.137,70.137,Situp
70.138,70.138,70.138,70.138,70.138,Situp
70.166,70.166,70.166,70.166,70.166,Situp
70.167,70.167,70.167,70.167,70.167,Situp
70.167,70.167,70.167,70.167,70.167,Situp
70.18,70.18,70.18,70.18,70.18,Situp
70.186,70.186,70.186,70.186,70.186,Situp
70.199,70.199,70.199,70.199,70.199,Situp
70.22,70.22,70.22,70.22,70.22,Situp
70.221,70.221,70.221,70.221,70.221,Situp
70.242,70.242,70.242,70.242,70.242,Situp
70.249,70.249,70.249,70.249,70.249,Situp
70.25,70.25,70.25,70.25,70.25,Situp
70.257,70.257,70.257,70.257,70.257,Situp
70.269,70.269,70.269,70.269,70.269,Situp
70.279,70.279,70.279,70.279,70.279,Situp
70.29,70.29,70.29,70.29,70.29,Situp
70.296,70.296,70.296,70.296,70.296,Situp
70.309,70.309,70.309,70.309,70.309,Situp
70.317,70.317,70.317,70.317,70.317,Situp
70.332,70.332,70.332,70.332,70.332,Situp
70.336,70.336,70.336,70.336,70.336,Situp
70.364,70.364,70.364,70.364,70.364,Situp
70.366,70.366,70.366,70.366,70.366,Situp
70.369,70.369,70.369,70.369,70.369,Situp
70.377,70.377,70.377,70.377,70.377,Situp
70.389,70.389,70.389,70.389,70.389,Situp
70.397,70.397,70.397,70.397,70.397,Situp
70.409,70.409,70.409,70.409,70.409,Situp
70.416,70.416,70.416,70.416,70.416,Situp
70.434,70.434,70.434,70.434,70.434,Situp
70.437,70.437,70.437,70.437,70.437,Situp
70.466,70.466,70.466,70.466,70.466,Situp
70.467,70.467,70.467,70.467,70.467,Situp
70.468,70.468,70.468,70.468,70.468,Situp
70.479,70.479,70.479,70.479,70.479,Situp
70.486,70.486,70.486,70.486,70.486,Situp
70.5,70.5,70.5,70.5,70.5,Situp
70.506,70.506,70.506,70.506,70.506,Situp
70.52,70.52,70.52,70.52,70.52,Situp
70.536,70.536,70.536,70.536,70.536,Situp
70.539,70.539,70.539,70.539,70.539,Situp
70.567,70.567,70.567,70.567,70.567,Situp
70.568,70.568,70.568,70.568,70.568,Situp
70.569,70.569,70.569,70.569,70.569,Situp
70.58,70.58,70.58,70.58,70.58,Situp
70.586,70.586,70.586,70.586,70.586,Situp
70.599,70.599,70.599,70.599,70.599,Situp
70.608,70.608,70.608,70.608,70.608,Situp
70.619,70.619,70.619,70.619,70.619,Situp
70.626,70.626,70.626,70.626,70.626,Situp
70.642,70.642,70.642,70.642,70.642,Situp
70.643,70.643,70.643,70.643,70.643,Situp
70.668,70.668,70.668,70.668,70.668,Situp
70.67,70.67,70.67,70.67,70.67,Situp
70.671,70.671,70.671,70.671,70.671,Situp
70.68,70.68,70.68,70.68,70.68,Situp
70.686,70.686,70.686,70.686,70.686,Situp
70.699,70.699,70.699,70.699,70.699,Situp
70.709,70.709,70.709,70.709,70.709,Situp
70.718,70.718,70.718,70.718,70.718,Situp
70.743,70.743,70.743,70.743,70.743,Situp
70.745,70.745,70.745,70.745,70.745,Situp
70.792,70.792,70.792,70.792,70.792,Situp
70.794,70.794,70.794,70.794,70.794,Situp
70.794,70.794,70.794,70.794,70.794,Situp
70.795,70.795,70.795,70.795,70.795,Situp
70.796,70.796,70.796,70.796,70.796,Situp
70.803,70.803,70.803,70.803,70.803,Situp
70.806,70.806,70.806,70.806,70.806,Situp
70.821,70.821,70.821,70.821,70.821,Situp
70.822,70.822,70.822,70.822,70.822,Situp
70.826,70.826,70.826,70.826,70.826,Situp
70.839,70.839,70.839,70.839,70.839,Situp
70.871,70.871,70.871,70.871,70.871,Situp
70.872,70.872,70.872,70.872,70.872,Situp
70.873,70.873,70.873,70.873,70.873,Situp
70.877,70.877,70.877,70.877,70.877,Situp
70.892,70.892,70.892,70.892,70.892,Situp
70.902,70.902,70.902,70.902,70.902,Situp
70.911,70.911,70.911,70.911,70.911,Situp
70.917,70.917,70.917,70.917,70.917,Situp
70.93,70.93,70.93,70.93,70.93,Situp
70.941,70.941,70.941,70.941,70.941,Situp
70.957,70.957,70.957,70.957,70.957,Situp
70.961,70.961,70.961,70.961,70.961,Situp
70.992,70.992,70.992,70.992,70.992,Situp
70.993,70.993,70.993,70.993,70.993,Situp
70.994,70.994,70.994,70.994,70.994,Situp
71.002,71.002,71.002,71.002,71.002,Situp
71.006,71.006,71.006,71.006,71.006,Situp
71.019,71.019,71.019,71.019,71.019,Situp
71.029,71.029,71.029,71.029,71.029,Situp
71.04,71.04,71.04,71.04,71.04,Situp
71.07,71.07,71.07,71.07,71.07,Situp
71.071,71.071,71.071,71.071,71.071,Situp
71.072,71.072,71.072,71.072,71.072,Situp
71.078,71.078,71.078,71.078,71.078,Situp
71.089,71.089,71.089,71.089,71.089,Situp
71.098,71.098,71.098,71.098,71.098,Situp
71.108,71.108,71.108,71.108,71.108,Situp
71.121,71.121,71.121,71.121,71.121,Situp
71.126,71.126,71.126,71.126,71.126,Situp
71.14,71.14,71.14,71.14,71.14,Situp
71.15,71.15,71.15,71.15,71.15,Situp
71.183,71.183,71.183,71.183,71.183,Situp
71.186,71.186,71.186,71.186,71.186,Situp
71.187,71.187,71.187,71.187,71.187,Situp
71.193,71.193,71.193,71.193,71.193,Situp
71.2,71.2,71.2,71.2,71.2,Situp
71.208,71.208,71.208,71.208,71.208,Situp
71.218,71.218,71.218,71.218,71.218,Situp
71.23,71.23,71.23,71.23,71.23,Situp
71.247,71.247,71.247,71.247,71.247,Situp
71.251,71.251,71.251,71.251,71.251,Situp
71.258,71.258,71.258,71.258,71.258,Situp
71.27,71.27,71.27,71.27,71.27,Situp
71.278,71.278,71.278,71.278,71.278,Situp
71.288,71.288,71.288,71.288,71.288,Situp
71.301,71.301,71.301,71.301,71.301,Situp
71.306,71.306,71.306,71.306,71.306,Situp
71.322,71.322,71.322,71.322,71.322,Situp
71.323,71.323,71.323,71.323,71.323,Situp
71.327,71.327,71.327,71.327,71.327,Situp
71.34,71.34,71.34,71.34,71.34,Situp
71.366,71.366,71.366,71.366,71.366,Situp
71.367,71.367,71.367,71.367,71.367,Situp
71.37,71.37,71.37,71.37,71.37,Situp
71.379,71.379,71.379,71.379,71.379,Situp
71.388,71.388,71.388,71.388,71.388,Situp
71.399,71.399,71.399,71.399,71.399,Situp
71.41,71.41,71.41,71.41,71.41,Situp
71.419,71.419,71.419,71.419,71.419,Situp
71.428,71.428,71.428,71.428,71.428,Situp
71.445,71.445,71.445,71.445,71.445,Situp
71.484,71.484,71.484,71.484,71.484,Situp
71.486,71.486,71.486,71.486,71.486,Situp
71.487,71.487,71.487,71.487,71.487,Situp
71.488,71.488,71.488,71.488,71.488,Situp
71.49,71.49,71.49,71.49,71.49,Situp
71.5,71.5,71.5,71.5,71.5,Situp
71.508,71.508,71.508,71.508,71.508,Situp
71.52,71.52,71.52,71.52,71.52,Situp
71.528,71.528,71.528,71.528,71.528,Situp
71.543,71.543,71.543,71.543,71.543,Situp
71.574,71.574,71.574,71.574,71.574,Situp
71.575,71.575,71.575,71.575,71.575,Situp
71.576,71.576,71.576,71.576,71.576,Situp
71.581,71.581,71.581,71.581,71.581,Situp
71.587,71.587,71.587,71.587,71.587,Situp
71.603,71.603,71.603,71.603,71.603,Situp
71.604,71.604,71.604,71.604,71.604,Situp
71.608,71.608,71.608,71.608,71.608,Situp
71.62,71.62,71.62,71.62,71.62,Situp
71.627,71.627,71.627,71.627,71.627,Situp
71.645,71.645,71.645,71.645,71.645,Situp
71.649,71.649,71.649,71.649,71.649,Situp
71.65,71.65,71.65,71.65,71.65,Situp
71.673,71.673,71.673,71.673,71.673,Situp
71.674,71.674,71.674,71.674,71.674,Situp
71.679,71.679,71.679,71.679,71.679,Situp
71.69,71.69,71.69,71.69,71.69,Situp
71.702,71.702,71.702,71.702,71.702,Situp
71.709,71.709,71.709,71.709,71.709,Situp
71.719,71.719,71.719,71.719,71.719,Situp
71.73,71.73,71.73,71.73,71.73,Situp
71.745,71.745,71.745,71.745,71.745,Situp
71.784,71.784,71.784,71.784,71.784,Situp
71.785,71.785,71.785,71.785,71.785,Situp
71.786,71.786,71.786,71.786,71.786,Situp
71.787,71.787,71.787,71.787,71.787,Situp
71.792,71.792,71.792,71.792,71.792,Situp
71.798,71.798,71.798,71.798,71.798,Situp
71.81,71.81,71.81,71.81,71.81,Situp
71.818,71.818,71.818,71.818,71.818,Situp
71.83,71.83,71.83,71.83,71.83,Situp
71.844,71.844,71.844,71.844,71.844,Situp
71.872,71.872,71.872,71.872,71.872,Situp
71.873,71.873,71.873,71.873,71.873,Situp
71.874,71.874,71.874,71.874,71.874,Situp
71.877,71.877,71.877,71.877,71.877,Situp
71.89,71.89,71.89,71.89,71.89,Situp
71.899,71.899,71.899,71.899,71.899,Situp
71.91,71.91,71.91,71.91,71.91,Situp
71.919,71.919,71.919,71.919,71.919,Situp
71.929,71.929,71.929,71.929,71.929,Situp
71.944,71.944,71.944,71.944,71.944,Situp
71.947,71.947,71.947,71.947,71.947,Situp
71.977,71.977,71.977,71.977,71.977,Situp
71.978,71.978,71.978,71.978,71.978,Situp
71.98,71.98,71.98,71.98,71.98,Situp
71.988,71.988,71.988,71.988,71.988,Situp
72.0,72.0,72.0,72.0,72.0,Situp
72.009,72.009,72.009,72.009,72.009,NONE
72.021,72.021,72.021,72.021,72.021,NONE
72.029,72.029,72.029,72.029,72.029,NONE
72.046,72.046,72.046,72.046,72.046,NONE
72.047,72.047,72.047,72.047,72.047,NONE
72.074,72.074,72.074,72.074,72.074,NONE
72.075,72.075,72.075,72.075,72.075,NONE
72.081,72.081,72.081,72.081,72.081,NONE
72.089,72.089,72.089,72.089,72.089,NONE
72.101,72.101,72.101,72.101,72.101,NONE
72.109,72.109,72.109,72.109,72.109,NONE
72.12,72.12,72.12,72.12,72.12,NONE
72.128,72.128,72.128,72.128,72.128,NONE
72.143,72.143,72.143,72.143,72.143,NONE
72.146,72.146,72.146,72.146,72.146,NONE
72.147,72.147,72.147,72.147,72.147,NONE
72.175,72.175,72.175,72.175,72.175,NONE
72.177,72.177,72.177,72.177,72.177,NONE
72.183,72.183,72.183,72.183,72.183,NONE
72.188,72.188,72.188,72.188,72.188,NONE
72.201,72.201,72.201,72.201,72.201,NONE
72.209,72.209,72.209,72.209,72.209,NONE
72.222,72.222,72.222,72.222,72.222,NONE
72.232,72.232,72.232,72.232,72.232,NONE
72.238,72.238,72.238,72.238,72.238,NONE
72.261,72.261,72.261,72.261,72.261,NONE
72.263,72.263,72.263,72.263,72.263,NONE
72.291,72.291,72.291,72.291,72.291,NONE
72.296,72.296,72.296,72.296,72.296,NONE
72.298,72.298,72.298,72.298,72.298,NONE
72.301,72.301,72.301,72.301,72.301,NONE
72.311,72.311,72.311,72.311,72.311,NONE
72.32,72.32,72.32,72.32,72.32,NONE
72.331,72.331,72.331,72.331,72.331,NONE
72.338,72.338,72.338,72.338,72.338,NONE
72.351,72.351,72.351,72.351,72.351,NONE
72.361,72.361,72.361,72.361,72.361,NONE
72.394,72.394,72.394,72.394,72.394,NONE
72.396,72.396,72.396,72.396,72.396,NONE
72.397,72.397,72.397,72.397,72.397,NONE
72.402,72.402,72.402,72.402,72.402,NONE
72.409,72.409,72.409,72.409,72.409,NONE
72.421,72.421,72.421,72.421,72.421,NONE
72.429,72.429,72.429,72.429,72.429,NONE
72.444,72.444,72.444,72.444,72.444,NONE
72.448,72.448,72.448,72.448,72.448,NONE
72.465,72.465,72.465,72.465,72.465,NONE
72.468,72.468,72.468,72.468,72.468,NONE
72.493,72.493,72.493,72.493,72.493,NONE
72.495,72.495,72.495,72.495,72.495,NONE
72.503,72.503,72.503,72.503,72.503,NONE
72.508,72.508,72.508,72.508,72.508,NONE
72.521,72.521,72.521,72.521,72.521,NONE
72.53,72.53,72.53,72.53,72.53,NONE
72.54,72.54,72.54,72.54,72.54,NONE
72.551,72.551,72.551,72.551,72.551,NONE
72.561,72.561,72.561,72.561,72.561,NONE
72.587,72.587,72.587,72.587,72.587,NONE
72.589,72.589,72.589,72.589,72.589,NONE
72.59,72.59,72.59,72.59,72.59,NONE
72.591,72.591,72.591,72.591,72.591,NONE
72.6,72.6,72.6,72.6,72.6,NONE
72.609,72.609,72.609,72.609,72.609,NONE
72.623,72.623,72.623,72.623,72.623,NONE
72.628,72.628,72.628,72.628,72.628,NONE
72.644,72.644,72.644,72.644,72.644,NONE
72.645,72.645,72.645,72.645,72.645,NONE
72.648,72.648,72.648,72.648,72.648,NONE
72.666,72.666,72.666,72.666,72.666,NONE
72.668,72.668,72.668,72.668,72.668,NONE
72.69,72.69,72.69,72.69,72.69,NONE
72.691,72.691,72.691,72.691,72.691,NONE
72.702,72.702,72.702,72.702,72.702,NONE
72.71,72.71,72.71,72.71,72.71,NONE
72.72,72.72,72.72,72.72,72.72,NONE
72.731,72.731,72.731,72.731,72.731,NONE
72.747,72.747,72.747,72.747,72.747,NONE
72.75,72.75,72.75,72.75,72.75,NONE
72.772,72.772,72.772,72.772,72.772,NONE
72.774,72.774,72.774,72.774,72.774,NONE
72.781,72.781,72.781,72.781,72.781,NONE
72.791,72.791,72.791,72.791,72.791,NONE
72.802,72.802,72.802,72.802,72.802,NONE
72.808,72.808,72.808,72.808,72.808,NONE
72.825,72.825,72.825,72.825,72.825,NONE
72.826,72.826,72.826,72.826,72.826,NONE
72.829,72.829,72.829,72.829,72.829,NONE
72.85,72.85,72.85,72.85,72.85,NONE
72.852,72.852,72.852,72.852,72.852,NONE
72.886,72.886,72.886,72.886,72.886,NONE
72.887,72.887,72.887,72.887,72.887,NONE
72.89,72.89,72.89,72.89,72.89,NONE
72.893,72.893,72.893,72.893,72.893,NONE
72.899,72.899,72.899,72.899,72.899,NONE
72.911,72.911,72.911,72.911,72.911,NONE
72.92,72.92,72.92,72.92,72.92,NONE
72.93,72.93,72.93,72.93,72.93,NONE
72.947,72.947,72.947,72.947,72.947,NONE
72.954,72.954,72.954,72.954,72.954,NONE
72.984,72.984,72.984,72.984,72.984,NONE
72.986,72.986,72.986,72.986,72.986,NONE
72.988,72.988,72.988,72.988,72.988,NONE
72.993,72.993,72.993,72.993,72.993,NONE
73.002,73.002,73.002,73.002,73.002,NONE
73.01,73.01,73.01,73.01,73.01,NONE
73.024,73.024,73.024,73.024,73.024,NONE
73.03,73.03,73.03,73.03,73.03,NONE
73.043,73.043,73.043,73.043,73.043,NONE
73.052,73.052,73.052,73.052,73.052,NONE
73.066,73.066,73.066,73.066,73.066,NONE
73.103,73.103,73.103,73.103,73.103,NONE
73.104,73.104,73.104,73.104,73.104,NONE
73.105,73.105,73.105,73.105,73.105,NONE
73.105,73.105,73.105,73.105,73.105,NONE
73.106,73.106,73.106,73.106,73.106,NONE
73.111,73.111,73.111,73.111,73.111,NONE
73.124,73.124,73.124,73.124,73.124,NONE
73.129,73.129,73.129,73.129,73.129,NONE
73.141,73.141,73.141,73.141,73.141,NONE
73.15,73.15,73.15,73.15,73.15,NONE
73.165,73.165,73.165,73.165,73.165,NONE
73.17,73.17,73.17,73.17,73.17,NONE
73.189,73.189,73.189,73.189,73.189,NONE
73.191,73.191,73.191,73.191,73.191,NONE
73.199,73.199,73.199,73.199,73.199,NONE
73.214,73.214,73.214,73.214,73.214,NONE
73.215,73.215,73.215,73.215,73.215,NONE
73.219,73.219,73.219,73.219,73.219,NONE
73.232,73.232,73.232,73.232,73.232,NONE
73.238,73.238,73.238,73.238,73.238,NONE
73.254,73.254,73.254,73.254,73.254,NONE
73.258,73.258,73.258,73.258,73.258,NONE
73.259,73.259,73.259,73.259,73.259,NONE
73.277,73.277,73.277,73.277,73.277,NONE
73.28,73.28,73.28,73.28,73.28,NONE
73.291,73.291,73.291,73.291,73.291,NONE
73.303,73.303,73.303,73.303,73.303,NONE
73.308,73.308,73.308,73.308,73.308,NONE
73.324,73.324,73.324,73.324,73.324,NONE
73.325,73.325,73.325,73.325,73.325,NONE
73.329,73.329,73.329,73.329,73.329,NONE
73.347,73.347,73.347,73.347,73.347,NONE
73.35,73.35,73.35,73.35,73.35,NONE
73.38,73.38,73.38,73.38,73.38,NONE
73.381,73.381,73.381,73.381,73.381,NONE
73.382,73.382,73.382,73.382,73.382,NONE
73.392,73.392,73.392,73.392,73.392,NONE
73.4,73.4,73.4,73.4,73.4,NONE
73.412,73.412,73.412,73.412,73.412,NONE
73.42,73.42,73.42,73.42,73.42,NONE
73.43,73.43,73.43,73.43,73.43,NONE
73.452,73.452,73.452,73.452,73.452,NONE
73.453,73.453,73.453,73.453,73.453,NONE
73.48,73.48,73.48,73.48,73.48,NONE
73.482,73.482,73.482,73.482,73.482,NONE
73.484,73.484,73.484,73.484,73.484,NONE
73.489,73.489,73.489,73.489,73.489,NONE
73.504,73.504,73.504,73.504,73.504,NONE
73.506,73.506,73.506,73.506,73.506,NONE
73.51,73.51,73.51,73.51,73.51,NONE
73.522,73.522,73.522,73.522,73.522,NONE
73.53,73.53,73.53,73.53,73.53,NONE
73.54,73.54,73.54,73.54,73.54,NONE
73.553,73.553,73.553,73.553,73.553,NONE
73.585,73.585,73.585,73.585,73.585,NONE
73.587,73.587,73.587,73.587,73.587,NONE
73.588,73.588,73.588,73.588,73.588,NONE
73.595,73.595,73.595,73.595,73.595,NONE
73.6,73.6,73.6,73.6,73.6,NONE
73.61,73.61,73.61,73.61,73.61,NONE
73.623,73.623,73.623,73.623,73.623,NONE
73.629,73.629,73.629,73.629,73.629,NONE
73.652,73.652,73.652,73.652,73.652,NONE
73.654,73.654,73.654,73.654,73.654,NONE
73.687,73.687,73.687,73.687,73.687,NONE
73.688,73.688,73.688,73.688,73.688,NONE
73.689,73.689,73.689,73.689,73.689,NONE
73.69,73.69,73.69,73.69,73.69,NONE
73.702,73.702,73.702,73.702,73.702,NONE
73.71,73.71,73.71,73.71,73.71,NONE
73.721,73.721,73.721,73.721,73.721,NONE
73.732,73.732,73.732,73.732,73.732,NONE
73.739,73.739,73.739,73.739,73.739,NONE
73.755,73.755,73.755,73.755,73.755,NONE
73.757,73.757,73.757,73.757,73.757,NONE
73.778,73.778,73.778,73.778,73.778,NONE
73.779,73.779,73.779,73.779,73.779,NONE
73.781,73.781,73.781,73.781,73.781,NONE
73.793,73.793,73.793,73.793,73.793,NONE
73.799,73.799,73.799,73.799,73.799,NONE
73.812,73.812,73.812,73.812,73.812,NONE
73.82,73.82,73.82,73.82,73.82,NONE
73.832,73.832,73.832,73.832,73.832,NONE
73.839,73.839,73.839,73.839,73.839,NONE
73.855,73.855,73.855,73.855,73.855,NONE
73.857,73.857,73.857,73.857,73.857,NONE
73.885,73.885,73.885,73.885,73.885,NONE
73.891,73.891,73.891,73.891,73.891,NONE
73.893,73.893,73.893,73.893,73.893,NONE
73.894,73.894,73.894,73.894,73.894,NONE
73.901,73.901,73.901,73.901,73.901,NONE
73.912,73.912,73.912,73.912,73.912,NONE
73.921,73.921,73.921,73.921,73.921,NONE
73.931,73.931,73.931,73.931,73.931,NONE
73.94,73.94,73.94,73.94,73.94,NONE
