time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
0.005,0.005,0.005,0.005,0.005,NONE
0.005,0.005,0.005,0.005,0.005,NONE
0.012,0.012,0.012,0.012,0.012,NONE
0.024,0.024,0.024,0.024,0.024,NONE
0.027,0.027,0.027,0.027,0.027,NONE
0.037,0.037,0.037,0.037,0.037,NONE
0.047,0.047,0.047,0.047,0.047,NONE
0.058,0.058,0.058,0.058,0.058,NONE
0.072,0.072,0.072,0.072,0.072,NONE
0.078,0.078,0.078,0.078,0.078,NONE
0.097,0.097,0.097,0.097,0.097,NONE
0.099,0.099,0.099,0.099,0.099,NONE
0.109,0.109,0.109,0.109,0.109,NONE
0.12,0.12,0.12,0.12,0.12,NONE
0.128,0.128,0.128,0.128,0.128,NONE
0.138,0.138,0.138,0.138,0.138,NONE
0.148,0.148,0.148,0.148,0.148,NONE
0.158,0.158,0.158,0.158,0.158,NONE
0.169,0.169,0.169,0.169,0.169,NONE
0.178,0.178,0.178,0.178,0.178,NONE
0.198,0.198,0.198,0.198,0.198,NONE
0.199,0.199,0.199,0.199,0.199,NONE
0.21,0.21,0.21,0.21,0.21,NONE
0.224,0.224,0.224,0.224,0.224,NONE
0.228,0.228,0.228,0.228,0.228,NONE
0.238,0.238,0.238,0.238,0.238,NONE
0.248,0.248,0.248,0.248,0.248,NONE
0.258,0.258,0.258,0.258,0.258,NONE
0.269,0.269,0.269,0.269,0.269,NONE
0.278,0.278,0.278,0.278,0.278,NONE
0.298,0.298,0.298,0.298,0.298,NONE
0.299,0.299,0.299,0.299,0.299,NONE
0.309,0.309,0.309,0.309,0.309,NONE
0.325,0.325,0.325,0.325,0.325,NONE
0.328,0.328,0.328,0.328,0.328,NONE
0.339,0.339,0.339,0.339,0.339,NONE
0.348,0.348,0.348,0.348,0.348,NONE
0.358,0.358,0.358,0.358,0.358,NONE
0.369,0.369,0.369,0.369,0.369,NONE
0.379,0.379,0.379,0.379,0.379,NONE
0.388,0.388,0.388,0.388,0.388,NONE
0.398,0.398,0.398,0.398,0.398,NONE
0.415,0.415,0.415,0.415,0.415,NONE
0.419,0.419,0.419,0.419,0.419,NONE
0.428,0.428,0.428,0.428,0.428,NONE
0.438,0.438,0.438,0.438,0.438,NONE
0.448,0.448,0.448,0.448,0.448,NONE
0.458,0.458,0.458,0.458,0.458,NONE
0.47,0.47,0.47,0.47,0.47,NONE
0.479,0.479,0.479,0.479,0.479,NONE
0.488,0.488,0.488,0.488,0.488,NONE
0.498,0.498,0.498,0.498,0.498,NONE
0.515,0.515,0.515,0.515,0.515,NONE
0.52,0.52,0.52,0.52,0.52,NONE
0.528,0.528,0.528,0.528,0.528,NONE
0.543,0.543,0.543,0.543,0.543,NONE
0.548,0.548,0.548,0.548,0.548,NONE
0.558,0.558,0.558,0.558,0.558,NONE
0.57,0.57,0.57,0.57,0.57,NONE
0.578,0.578,0.578,0.578,0.578,NONE
0.589,0.589,0.589,0.589,0.589,NONE
0.598,0.598,0.598,0.598,0.598,NONE
0.615,0.615,0.615,0.615,0.615,NONE
0.619,0.619,0.619,0.619,0.619,NONE
0.628,0.628,0.628,0.628,0.628,NONE
0.64,0.64,0.64,0.64,0.64,NONE
0.648,0.648,0.648,0.648,0.648,NONE
0.659,0.659,0.659,0.659,0.659,NONE
0.669,0.669,0.669,0.669,0.669,NONE
0.678,0.678,0.678,0.678,0.678,NONE
0.689,0.689,0.689,0.689,0.689,NONE
0.698,0.698,0.698,0.698,0.698,NONE
0.715,0.715,0.715,0.715,0.715,NONE
0.72,0.72,0.72,0.72,0.72,NONE
0.729,0.729,0.729,0.729,0.729,NONE
0.745,0.745,0.745,0.745,0.745,NONE
0.749,0.749,0.749,0.749,0.749,NONE
0.758,0.758,0.758,0.758,0.758,NONE
0.769,0.769,0.769,0.769,0.769,NONE
0.778,0.778,0.778,0.778,0.778,NONE
0.789,0.789,0.789,0.789,0.789,NONE
0.798,0.798,0.798,0.798,0.798,NONE
0.808,0.808,0.808,0.808,0.808,NONE
0.818,0.818,0.818,0.818,0.818,NONE
0.831,0.831,0.831,0.831,0.831,NONE
0.838,0.838,0.838,0.838,0.838,NONE
0.848,0.848,0.848,0.848,0.848,NONE
0.862,0.862,0.862,0.862,0.862,NONE
0.867,0.867,0.867,0.867,0.867,NONE
0.88,0.88,0.88,0.88,0.88,NONE
0.89,0.89,0.89,0.89,0.89,NONE
0.898,0.898,0.898,0.898,0.898,NONE
0.907,0.907,0.907,0.907,0.907,NONE
0.918,0.918,0.918,0.918,0.918,NONE
0.929,0.929,0.929,0.929,0.929,NONE
0.948,0.948,0.948,0.948,0.948,NONE
0.95,0.95,0.95,0.95,0.95,NONE
0.959,0.959,0.959,0.959,0.959,NONE
0.97,0.97,0.97,0.97,0.97,NONE
0.978,0.978,0.978,0.978,0.978,NONE
0.989,0.989,0.989,0.989,0.989,NONE
0.998,0.998,0.998,0.998,0.998,NONE
1.008,1.008,1.008,1.008,1.008,NONE
1.018,1.018,1.018,1.018,1.018,NONE
1.028,1.028,1.028,1.028,1.028,NONE
1.041,1.041,1.041,1.041,1.041,NONE
1.048,1.048,1.048,1.048,1.048,NONE
1.065,1.065,1.065,1.065,1.065,NONE
1.069,1.069,1.069,1.069,1.069,NONE
1.08,1.08,1.08,1.08,1.08,NONE
1.089,1.089,1.089,1.089,1.089,NONE
1.098,1.098,1.098,1.098,1.098,NONE
1.108,1.108,1.108,1.108,1.108,NONE
1.119,1.119,1.119,1.119,1.119,NONE
1.128,1.128,1.128,1.128,1.128,NONE
1.142,1.142,1.142,1.142,1.142,NONE
1.148,1.148,1.148,1.148,1.148,NONE
1.168,1.168,1.168,1.168,1.168,NONE
1.17,1.17,1.17,1.17,1.17,NONE
1.177,1.177,1.177,1.177,1.177,NONE
1.188,1.188,1.188,1.188,1.188,NONE
1.198,1.198,1.198,1.198,1.198,NONE
1.209,1.209,1.209,1.209,1.209,NONE
1.222,1.222,1.222,1.222,1.222,NONE
1.229,1.229,1.229,1.229,1.229,NONE
1.239,1.239,1.239,1.239,1.239,NONE
1.248,1.248,1.248,1.248,1.248,NONE
1.259,1.259,1.259,1.259,1.259,NONE
1.268,1.268,1.268,1.268,1.268,NONE
1.278,1.278,1.278,1.278,1.278,NONE
1.299,1.299,1.299,1.299,1.299,NONE
1.301,1.301,1.301,1.301,1.301,NONE
1.311,1.311,1.311,1.311,1.311,NONE
1.318,1.318,1.318,1.318,1.318,NONE
1.329,1.329,1.329,1.329,1.329,NONE
1.339,1.339,1.339,1.339,1.339,NONE
1.348,1.348,1.348,1.348,1.348,NONE
1.359,1.359,1.359,1.359,1.359,NONE
1.368,1.368,1.368,1.368,1.368,NONE
1.38,1.38,1.38,1.38,1.38,NONE
1.398,1.398,1.398,1.398,1.398,NONE
1.399,1.399,1.399,1.399,1.399,NONE
1.413,1.413,1.413,1.413,1.413,NONE
1.418,1.418,1.418,1.418,1.418,NONE
1.429,1.429,1.429,1.429,1.429,NONE
1.439,1.439,1.439,1.439,1.439,NONE
1.448,1.448,1.448,1.448,1.448,NONE
1.458,1.458,1.458,1.458,1.458,NONE
1.468,1.468,1.468,1.468,1.468,NONE
1.478,1.478,1.478,1.478,1.478,NONE
1.492,1.492,1.492,1.492,1.492,NONE
1.498,1.498,1.498,1.498,1.498,NONE
1.52,1.52,1.52,1.52,1.52,NONE
1.522,1.522,1.522,1.522,1.522,NONE
1.528,1.528,1.528,1.528,1.528,NONE
1.538,1.538,1.538,1.538,1.538,NONE
1.548,1.548,1.548,1.548,1.548,NONE
1.56,1.56,1.56,1.56,1.56,NONE
1.568,1.568,1.568,1.568,1.568,NONE
1.579,1.579,1.579,1.579,1.579,NONE
1.592,1.592,1.592,1.592,1.592,NONE
1.598,1.598,1.598,1.598,1.598,NONE
1.621,1.621,1.621,1.621,1.621,NONE
1.623,1.623,1.623,1.623,1.623,NONE
1.629,1.629,1.629,1.629,1.629,NONE
1.639,1.639,1.639,1.639,1.639,NONE
1.649,1.649,1.649,1.649,1.649,NONE
1.659,1.659,1.659,1.659,1.659,NONE
1.667,1.667,1.667,1.667,1.667,NONE
1.678,1.678,1.678,1.678,1.678,NONE
1.693,1.693,1.693,1.693,1.693,NONE
1.698,1.698,1.698,1.698,1.698,NONE
1.725,1.725,1.725,1.725,1.725,NONE
1.727,1.727,1.727,1.727,1.727,NONE
1.729,1.729,1.729,1.729,1.729,NONE
1.74,1.74,1.74,1.74,1.74,NONE
1.748,1.748,1.748,1.748,1.748,NONE
1.759,1.759,1.759,1.759,1.759,NONE
1.768,1.768,1.768,1.768,1.768,NONE
1.778,1.778,1.778,1.778,1.778,NONE
1.791,1.791,1.791,1.791,1.791,NONE
1.798,1.798,1.798,1.798,1.798,NONE
1.813,1.813,1.813,1.813,1.813,NONE
1.827,1.827,1.827,1.827,1.827,NONE
1.832,1.832,1.832,1.832,1.832,NONE
1.837,1.837,1.837,1.837,1.837,NONE
1.854,1.854,1.854,1.854,1.854,NONE
1.865,1.865,1.865,1.865,1.865,NONE
1.868,1.868,1.868,1.868,1.868,NONE
1.878,1.878,1.878,1.878,1.878,NONE
1.89,1.89,1.89,1.89,1.89,NONE
1.898,1.898,1.898,1.898,1.898,NONE
1.909,1.909,1.909,1.909,1.909,NONE
1.918,1.918,1.918,1.918,1.918,NONE
1.929,1.929,1.929,1.929,1.929,NONE
1.956,1.956,1.956,1.956,1.956,NONE
1.959,1.959,1.959,1.959,1.959,NONE
1.96,1.96,1.96,1.96,1.96,NONE
1.968,1.968,1.968,1.968,1.968,NONE
1.979,1.979,1.979,1.979,1.979,NONE
1.99,1.99,1.99,1.99,1.99,NONE
1.998,1.998,1.998,1.998,1.998,NONE
2.008,2.008,2.008,2.008,2.008,NONE
2.018,2.018,2.018,2.018,2.018,NONE
2.029,2.029,2.029,2.029,2.029,NONE
2.053,2.053,2.053,2.053,2.053,NONE
2.056,2.056,2.056,2.056,2.056,NONE
2.065,2.065,2.065,2.065,2.065,NONE
2.069,2.069,2.069,2.069,2.069,NONE
2.092,2.092,2.092,2.092,2.092,NONE
2.093,2.093,2.093,2.093,2.093,NONE
2.099,2.099,2.099,2.099,2.099,NONE
2.109,2.109,2.109,2.109,2.109,NONE
2.118,2.118,2.118,2.118,2.118,NONE
2.128,2.128,2.128,2.128,2.128,NONE
2.137,2.137,2.137,2.137,2.137,NONE
2.148,2.148,2.148,2.148,2.148,NONE
2.171,2.171,2.171,2.171,2.171,NONE
2.174,2.174,2.174,2.174,2.174,NONE
2.178,2.178,2.178,2.178,2.178,NONE
2.188,2.188,2.188,2.188,2.188,NONE
2.198,2.198,2.198,2.198,2.198,NONE
2.209,2.209,2.209,2.209,2.209,NONE
2.218,2.218,2.218,2.218,2.218,NONE
2.228,2.228,2.228,2.228,2.228,NONE
2.238,2.238,2.238,2.238,2.238,NONE
2.248,2.248,2.248,2.248,2.248,NONE
2.273,2.273,2.273,2.273,2.273,NONE
2.274,2.274,2.274,2.274,2.274,NONE
2.279,2.279,2.279,2.279,2.279,NONE
2.288,2.288,2.288,2.288,2.288,NONE
2.298,2.298,2.298,2.298,2.298,NONE
2.309,2.309,2.309,2.309,2.309,NONE
2.318,2.318,2.318,2.318,2.318,NONE
2.328,2.328,2.328,2.328,2.328,NONE
2.338,2.338,2.338,2.338,2.338,NONE
2.348,2.348,2.348,2.348,2.348,NONE
2.362,2.362,2.362,2.362,2.362,NONE
2.368,2.368,2.368,2.368,2.368,NONE
2.396,2.396,2.396,2.396,2.396,NONE
2.398,2.398,2.398,2.398,2.398,NONE
2.399,2.399,2.399,2.399,2.399,NONE
2.41,2.41,2.41,2.41,2.41,NONE
2.418,2.418,2.418,2.418,2.418,NONE
2.428,2.428,2.428,2.428,2.428,NONE
2.438,2.438,2.438,2.438,2.438,NONE
2.448,2.448,2.448,2.448,2.448,NONE
2.461,2.461,2.461,2.461,2.461,NONE
2.468,2.468,2.468,2.468,2.468,NONE
2.494,2.494,2.494,2.494,2.494,NONE
2.495,2.495,2.495,2.495,2.495,NONE
2.498,2.498,2.498,2.498,2.498,NONE
2.508,2.508,2.508,2.508,2.508,NONE
2.518,2.518,2.518,2.518,2.518,NONE
2.528,2.528,2.528,2.528,2.528,NONE
2.537,2.537,2.537,2.537,2.537,NONE
2.548,2.548,2.548,2.548,2.548,NONE
2.558,2.558,2.558,2.558,2.558,NONE
2.568,2.568,2.568,2.568,2.568,NONE
2.579,2.579,2.579,2.579,2.579,NONE
2.588,2.588,2.588,2.588,2.588,NONE
2.611,2.611,2.611,2.611,2.611,NONE
2.614,2.614,2.614,2.614,2.614,NONE
2.618,2.618,2.618,2.618,2.618,NONE
2.628,2.628,2.628,2.628,2.628,NONE
2.638,2.638,2.638,2.638,2.638,NONE
2.649,2.649,2.649,2.649,2.649,NONE
2.658,2.658,2.658,2.658,2.658,NONE
2.668,2.668,2.668,2.668,2.668,NONE
2.678,2.678,2.678,2.678,2.678,NONE
2.687,2.687,2.687,2.687,2.687,NONE
2.699,2.699,2.699,2.699,2.699,NONE
2.726,2.726,2.726,2.726,2.726,NONE
2.728,2.728,2.728,2.728,2.728,NONE
2.73,2.73,2.73,2.73,2.73,NONE
2.738,2.738,2.738,2.738,2.738,NONE
2.749,2.749,2.749,2.749,2.749,NONE
2.758,2.758,2.758,2.758,2.758,NONE
2.768,2.768,2.768,2.768,2.768,NONE
2.778,2.778,2.778,2.778,2.778,NONE
2.788,2.788,2.788,2.788,2.788,NONE
2.798,2.798,2.798,2.798,2.798,NONE
2.825,2.825,2.825,2.825,2.825,NONE
2.827,2.827,2.827,2.827,2.827,NONE
2.829,2.829,2.829,2.829,2.829,NONE
2.838,2.838,2.838,2.838,2.838,NONE
2.847,2.847,2.847,2.847,2.847,NONE
2.858,2.858,2.858,2.858,2.858,NONE
2.867,2.867,2.867,2.867,2.867,NONE
2.877,2.877,2.877,2.877,2.877,NONE
2.887,2.887,2.887,2.887,2.887,NONE
2.897,2.897,2.897,2.897,2.897,NONE
2.912,2.912,2.912,2.912,2.912,NONE
2.917,2.917,2.917,2.917,2.917,NONE
2.947,2.947,2.947,2.947,2.947,NONE
2.948,2.948,2.948,2.948,2.948,NONE
2.949,2.949,2.949,2.949,2.949,NONE
2.959,2.959,2.959,2.959,2.959,NONE
2.967,2.967,2.967,2.967,2.967,NONE
2.979,2.979,2.979,2.979,2.979,NONE
2.988,2.988,2.988,2.988,2.988,NONE
2.999,2.999,2.999,2.999,2.999,NONE
3.013,3.013,3.013,3.013,3.013,NONE
3.017,3.017,3.017,3.017,3.017,NONE
3.069,3.069,3.069,3.069,3.069,NONE
3.071,3.071,3.071,3.071,3.071,NONE
3.072,3.072,3.072,3.072,3.072,NONE
3.073,3.073,3.073,3.073,3.073,NONE
3.074,3.074,3.074,3.074,3.074,NONE
3.079,3.079,3.079,3.079,3.079,NONE
3.087,3.087,3.087,3.087,3.087,NONE
3.098,3.098,3.098,3.098,3.098,NONE
3.109,3.109,3.109,3.109,3.109,NONE
3.118,3.118,3.118,3.118,3.118,NONE
3.129,3.129,3.129,3.129,3.129,NONE
3.138,3.138,3.138,3.138,3.138,NONE
3.15,3.15,3.15,3.15,3.15,NONE
3.185,3.185,3.185,3.185,3.185,NONE
3.187,3.187,3.187,3.187,3.187,NONE
3.188,3.188,3.188,3.188,3.188,NONE
3.189,3.189,3.189,3.189,3.189,NONE
3.198,3.198,3.198,3.198,3.198,NONE
3.209,3.209,3.209,3.209,3.209,NONE
3.218,3.218,3.218,3.218,3.218,NONE
3.228,3.228,3.228,3.228,3.228,NONE
3.238,3.238,3.238,3.238,3.238,NONE
3.248,3.248,3.248,3.248,3.248,NONE
3.257,3.257,3.257,3.257,3.257,NONE
3.284,3.284,3.284,3.284,3.284,NONE
3.286,3.286,3.286,3.286,3.286,NONE
3.288,3.288,3.288,3.288,3.288,NONE
3.299,3.299,3.299,3.299,3.299,NONE
3.309,3.309,3.309,3.309,3.309,NONE
3.318,3.318,3.318,3.318,3.318,NONE
3.327,3.327,3.327,3.327,3.327,NONE
3.338,3.338,3.338,3.338,3.338,NONE
3.348,3.348,3.348,3.348,3.348,NONE
3.386,3.386,3.386,3.386,3.386,NONE
3.388,3.388,3.388,3.388,3.388,NONE
3.389,3.389,3.389,3.389,3.389,NONE
3.393,3.393,3.393,3.393,3.393,NONE
3.398,3.398,3.398,3.398,3.398,NONE
3.407,3.407,3.407,3.407,3.407,NONE
3.418,3.418,3.418,3.418,3.418,NONE
3.427,3.427,3.427,3.427,3.427,NONE
3.438,3.438,3.438,3.438,3.438,NONE
3.448,3.448,3.448,3.448,3.448,NONE
3.463,3.463,3.463,3.463,3.463,NONE
3.468,3.468,3.468,3.468,3.468,NONE
3.502,3.502,3.502,3.502,3.502,NONE
3.503,3.503,3.503,3.503,3.503,NONE
3.504,3.504,3.504,3.504,3.504,NONE
3.509,3.509,3.509,3.509,3.509,NONE
3.517,3.517,3.517,3.517,3.517,NONE
3.528,3.528,3.528,3.528,3.528,NONE
3.538,3.538,3.538,3.538,3.538,NONE
3.553,3.553,3.553,3.553,3.553,NONE
3.558,3.558,3.558,3.558,3.558,NONE
3.567,3.567,3.567,3.567,3.567,NONE
3.604,3.604,3.604,3.604,3.604,NONE
3.606,3.606,3.606,3.606,3.606,NONE
3.606,3.606,3.606,3.606,3.606,NONE
3.609,3.609,3.609,3.609,3.609,NONE
3.619,3.619,3.619,3.619,3.619,NONE
3.627,3.627,3.627,3.627,3.627,NONE
3.637,3.637,3.637,3.637,3.637,NONE
3.646,3.646,3.646,3.646,3.646,NONE
3.657,3.657,3.657,3.657,3.657,NONE
3.667,3.667,3.667,3.667,3.667,NONE
3.703,3.703,3.703,3.703,3.703,NONE
3.705,3.705,3.705,3.705,3.705,NONE
3.706,3.706,3.706,3.706,3.706,NONE
3.708,3.708,3.708,3.708,3.708,NONE
3.717,3.717,3.717,3.717,3.717,NONE
3.727,3.727,3.727,3.727,3.727,NONE
3.736,3.736,3.736,3.736,3.736,NONE
3.747,3.747,3.747,3.747,3.747,NONE
3.757,3.757,3.757,3.757,3.757,NONE
3.767,3.767,3.767,3.767,3.767,NONE
3.781,3.781,3.781,3.781,3.781,NONE
3.79,3.79,3.79,3.79,3.79,NONE
3.822,3.822,3.822,3.822,3.822,NONE
3.823,3.823,3.823,3.823,3.823,NONE
3.824,3.824,3.824,3.824,3.824,NONE
3.832,3.832,3.832,3.832,3.832,NONE
3.838,3.838,3.838,3.838,3.838,NONE
3.848,3.848,3.848,3.848,3.848,NONE
3.857,3.857,3.857,3.857,3.857,NONE
3.869,3.869,3.869,3.869,3.869,NONE
3.882,3.882,3.882,3.882,3.882,NONE
3.888,3.888,3.888,3.888,3.888,NONE
3.923,3.923,3.923,3.923,3.923,NONE
3.924,3.924,3.924,3.924,3.924,NONE
3.925,3.925,3.925,3.925,3.925,NONE
3.928,3.928,3.928,3.928,3.928,NONE
3.938,3.938,3.938,3.938,3.938,NONE
3.949,3.949,3.949,3.949,3.949,NONE
3.958,3.958,3.958,3.958,3.958,NONE
3.968,3.968,3.968,3.968,3.968,NONE
3.977,3.977,3.977,3.977,3.977,NONE
3.988,3.988,3.988,3.988,3.988,NONE
3.997,3.997,3.997,3.997,3.997,NONE
4.008,4.008,4.008,4.008,4.008,NONE
4.017,4.017,4.017,4.017,4.017,NONE
4.056,4.056,4.056,4.056,4.056,NONE
4.058,4.058,4.058,4.058,4.058,NONE
4.06,4.06,4.06,4.06,4.06,NONE
4.062,4.062,4.062,4.062,4.062,NONE
4.069,4.069,4.069,4.069,4.069,NONE
4.078,4.078,4.078,4.078,4.078,NONE
4.088,4.088,4.088,4.088,4.088,NONE
4.098,4.098,4.098,4.098,4.098,NONE
4.108,4.108,4.108,4.108,4.108,NONE
4.118,4.118,4.118,4.118,4.118,NONE
4.154,4.154,4.154,4.154,4.154,NONE
4.156,4.156,4.156,4.156,4.156,NONE
4.158,4.158,4.158,4.158,4.158,NONE
4.16,4.16,4.16,4.16,4.16,NONE
4.168,4.168,4.168,4.168,4.168,NONE
4.177,4.177,4.177,4.177,4.177,NONE
4.188,4.188,4.188,4.188,4.188,NONE
4.198,4.198,4.198,4.198,4.198,NONE
4.208,4.208,4.208,4.208,4.208,NONE
4.217,4.217,4.217,4.217,4.217,NONE
4.251,4.251,4.251,4.251,4.251,NONE
4.253,4.253,4.253,4.253,4.253,NONE
4.254,4.254,4.254,4.254,4.254,NONE
4.258,4.258,4.258,4.258,4.258,NONE
4.268,4.268,4.268,4.268,4.268,NONE
4.279,4.279,4.279,4.279,4.279,NONE
4.288,4.288,4.288,4.288,4.288,NONE
4.298,4.298,4.298,4.298,4.298,NONE
4.307,4.307,4.307,4.307,4.307,NONE
4.318,4.318,4.318,4.318,4.318,NONE
4.333,4.333,4.333,4.333,4.333,NONE
4.339,4.339,4.339,4.339,4.339,NONE
4.368,4.368,4.368,4.368,4.368,NONE
4.37,4.37,4.37,4.37,4.37,NONE
4.372,4.372,4.372,4.372,4.372,NONE
4.379,4.379,4.379,4.379,4.379,NONE
4.387,4.387,4.387,4.387,4.387,NONE
4.399,4.399,4.399,4.399,4.399,NONE
4.408,4.408,4.408,4.408,4.408,NONE
4.417,4.417,4.417,4.417,4.417,NONE
4.434,4.434,4.434,4.434,4.434,NONE
4.439,4.439,4.439,4.439,4.439,NONE
4.471,4.471,4.471,4.471,4.471,NONE
4.473,4.473,4.473,4.473,4.473,NONE
4.475,4.475,4.475,4.475,4.475,NONE
4.481,4.481,4.481,4.481,4.481,NONE
4.487,4.487,4.487,4.487,4.487,NONE
4.498,4.498,4.498,4.498,4.498,NONE
4.509,4.509,4.509,4.509,4.509,NONE
4.517,4.517,4.517,4.517,4.517,NONE
4.53,4.53,4.53,4.53,4.53,NONE
4.537,4.537,4.537,4.537,4.537,NONE
4.548,4.548,4.548,4.548,4.548,NONE
4.558,4.558,4.558,4.558,4.558,NONE
4.568,4.568,4.568,4.568,4.568,NONE
4.577,4.577,4.577,4.577,4.577,NONE
4.604,4.604,4.604,4.604,4.604,NONE
4.606,4.606,4.606,4.606,4.606,NONE
4.607,4.607,4.607,4.607,4.607,NONE
4.618,4.618,4.618,4.618,4.618,NONE
4.63,4.63,4.63,4.63,4.63,NONE
4.638,4.638,4.638,4.638,4.638,NONE
4.648,4.648,4.648,4.648,4.648,NONE
4.658,4.658,4.658,4.658,4.658,NONE
4.67,4.67,4.67,4.67,4.67,NONE
4.677,4.677,4.677,4.677,4.677,NONE
4.712,4.712,4.712,4.712,4.712,NONE
4.715,4.715,4.715,4.715,4.715,NONE
4.718,4.718,4.718,4.718,4.718,NONE
4.719,4.719,4.719,4.719,4.719,NONE
4.73,4.73,4.73,4.73,4.73,NONE
4.738,4.738,4.738,4.738,4.738,NONE
4.759,4.759,4.759,4.759,4.759,NONE
4.761,4.761,4.761,4.761,4.761,NONE
4.769,4.769,4.769,4.769,4.769,NONE
4.784,4.784,4.784,4.784,4.784,NONE
4.787,4.787,4.787,4.787,4.787,NONE
4.823,4.823,4.823,4.823,4.823,NONE
4.825,4.825,4.825,4.825,4.825,NONE
4.826,4.826,4.826,4.826,4.826,NONE
4.834,4.834,4.834,4.834,4.834,NONE
4.838,4.838,4.838,4.838,4.838,NONE
4.847,4.847,4.847,4.847,4.847,NONE
4.857,4.857,4.857,4.857,4.857,NONE
4.867,4.867,4.867,4.867,4.867,NONE
4.878,4.878,4.878,4.878,4.878,NONE
4.887,4.887,4.887,4.887,4.887,NONE
4.924,4.924,4.924,4.924,4.924,NONE
4.925,4.925,4.925,4.925,4.925,NONE
4.927,4.927,4.927,4.927,4.927,NONE
4.928,4.928,4.928,4.928,4.928,NONE
4.937,4.937,4.937,4.937,4.937,NONE
4.949,4.949,4.949,4.949,4.949,NONE
4.958,4.958,4.958,4.958,4.958,NONE
4.968,4.968,4.968,4.968,4.968,NONE
4.978,4.978,4.978,4.978,4.978,NONE
4.988,4.988,4.988,4.988,4.988,NONE
5.025,5.025,5.025,5.025,5.025,NONE
5.027,5.027,5.027,5.027,5.027,NONE
5.028,5.028,5.028,5.028,5.028,NONE
5.029,5.029,5.029,5.029,5.029,NONE
5.038,5.038,5.038,5.038,5.038,NONE
5.048,5.048,5.048,5.048,5.048,NONE
5.058,5.058,5.058,5.058,5.058,NONE
5.069,5.069,5.069,5.069,5.069,NONE
5.078,5.078,5.078,5.078,5.078,NONE
5.088,5.088,5.088,5.088,5.088,NONE
5.125,5.125,5.125,5.125,5.125,NONE
5.127,5.127,5.127,5.127,5.127,NONE
5.129,5.129,5.129,5.129,5.129,NONE
5.13,5.13,5.13,5.13,5.13,NONE
5.139,5.139,5.139,5.139,5.139,NONE
5.149,5.149,5.149,5.149,5.149,NONE
5.158,5.158,5.158,5.158,5.158,NONE
5.168,5.168,5.168,5.168,5.168,NONE
5.177,5.177,5.177,5.177,5.177,NONE
5.188,5.188,5.188,5.188,5.188,NONE
5.203,5.203,5.203,5.203,5.203,NONE
5.208,5.208,5.208,5.208,5.208,NONE
5.245,5.245,5.245,5.245,5.245,NONE
5.247,5.247,5.247,5.247,5.247,NONE
5.248,5.248,5.248,5.248,5.248,NONE
5.25,5.25,5.25,5.25,5.25,NONE
5.257,5.257,5.257,5.257,5.257,NONE
5.269,5.269,5.269,5.269,5.269,NONE
5.278,5.278,5.278,5.278,5.278,NONE
5.288,5.288,5.288,5.288,5.288,NONE
5.303,5.303,5.303,5.303,5.303,NONE
5.308,5.308,5.308,5.308,5.308,NONE
5.344,5.344,5.344,5.344,5.344,NONE
5.346,5.346,5.346,5.346,5.346,NONE
5.347,5.347,5.347,5.347,5.347,NONE
5.351,5.351,5.351,5.351,5.351,NONE
5.357,5.357,5.357,5.357,5.357,NONE
5.368,5.368,5.368,5.368,5.368,NONE
5.378,5.378,5.378,5.378,5.378,NONE
5.388,5.388,5.388,5.388,5.388,NONE
5.399,5.399,5.399,5.399,5.399,NONE
5.407,5.407,5.407,5.407,5.407,NONE
5.416,5.416,5.416,5.416,5.416,NONE
5.427,5.427,5.427,5.427,5.427,NONE
5.438,5.438,5.438,5.438,5.438,NONE
5.479,5.479,5.479,5.479,5.479,NONE
5.483,5.483,5.483,5.483,5.483,NONE
5.484,5.484,5.484,5.484,5.484,NONE
5.486,5.486,5.486,5.486,5.486,NONE
5.49,5.49,5.49,5.49,5.49,NONE
5.499,5.499,5.499,5.499,5.499,NONE
5.508,5.508,5.508,5.508,5.508,NONE
5.519,5.519,5.519,5.519,5.519,NONE
5.528,5.528,5.528,5.528,5.528,NONE
5.538,5.538,5.538,5.538,5.538,NONE
5.577,5.577,5.577,5.577,5.577,NONE
5.579,5.579,5.579,5.579,5.579,NONE
5.58,5.58,5.58,5.58,5.58,NONE
5.58,5.58,5.58,5.58,5.58,NONE
5.587,5.587,5.587,5.587,5.587,NONE
5.599,5.599,5.599,5.599,5.599,NONE
5.608,5.608,5.608,5.608,5.608,NONE
5.616,5.616,5.616,5.616,5.616,NONE
5.627,5.627,5.627,5.627,5.627,NONE
5.637,5.637,5.637,5.637,5.637,NONE
5.647,5.647,5.647,5.647,5.647,NONE
5.677,5.677,5.677,5.677,5.677,NONE
5.68,5.68,5.68,5.68,5.68,NONE
5.681,5.681,5.681,5.681,5.681,NONE
5.687,5.687,5.687,5.687,5.687,NONE
5.697,5.697,5.697,5.697,5.697,NONE
5.707,5.707,5.707,5.707,5.707,NONE
5.717,5.717,5.717,5.717,5.717,NONE
5.726,5.726,5.726,5.726,5.726,NONE
5.737,5.737,5.737,5.737,5.737,NONE
5.746,5.746,5.746,5.746,5.746,NONE
5.756,5.756,5.756,5.756,5.756,NONE
5.795,5.795,5.795,5.795,5.795,NONE
5.799,5.799,5.799,5.799,5.799,NONE
5.799,5.799,5.799,5.799,5.799,NONE
