time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
17.884,1.8511,-2.8126,-2.5169,4.204,Squat
17.887,1.5787,-3.3854,-1.9586,4.218,Squat
17.901,1.3948,-4.1258,-1.3882,4.571000000000001,Squat
17.905,1.5859,-4.5236,-1.2439,4.952,Squat
17.919,1.364,-4.947,-0.8914,5.207999999999999,Squat
17.927,1.2168,-5.279,-0.9236,5.496,Squat
17.944,1.1569,-5.314,-0.8076,5.497999999999999,Squat
17.949,1.1181,-5.5472,-0.8981,5.73,Squat
17.975,1.1171,-5.8545,-1.0386,6.05,Squat
17.977,1.5056,-5.721,-1.026,6.004,Squat
17.984,1.0791,-5.9547,-0.8826,6.1160000000000005,Squat
17.986,1.5523,-6.1242,-1.295,6.449,Squat
17.999,1.3592,-6.3706,-1.3684,6.656000000000001,Squat
18.007,0.8947,-7.0126,-0.9446,7.132000000000001,Squat
18.018,0.7855,-7.038,0.9511,7.145,Squat
18.026,1.2572,-7.0922,1.0892,7.285,Squat
18.041,1.5395,-6.9583,0.4359,7.14,Squat
18.045,1.5504,-6.9124,-0.0225,7.084,Squat
18.079,1.7942,-6.1786,-1.081,6.524,Squat
18.08,1.7942,-6.1786,-1.081,6.524,Squat
18.082,1.7699,-5.3697,-1.9696,5.987,Squat
18.083,1.5951,-4.495,-2.349,5.317,Squat
18.088,1.741,-3.0617,-2.6922,4.433,Squat
18.099,1.761,-1.7407,-2.1146,3.2560000000000002,Squat
18.11,1.1295,-1.3595,-1.7123,2.461,Squat
18.115,-0.671,-0.6105,-0.8641,1.253,Squat
18.129,-0.8466,1.2581,-0.1981,1.5290000000000001,Squat
18.147,-1.3009,0.2634,-0.7529,1.526,Squat
18.156,-0.713,-2.0724,0.6569,2.2880000000000003,Squat
18.157,0.9617,-2.8913,0.8313,3.158,Squat
18.182,1.1804,-2.8188,0.6488,3.1239999999999997,Squat
18.183,1.6682,-1.8713,1.1096,2.741,Squat
18.19,1.7426,0.0716,0.5582,1.831,Squat
18.195,0.6862,1.5619,-0.1899,1.7169999999999999,Squat
18.209,-0.6319,1.8342,-0.4441,1.99,Squat
18.217,-0.9867,1.7435,-0.1471,2.009,Squat
18.227,-0.8088,0.8284,-0.1729,1.171,Squat
18.241,0.4271,-1.1754,0.3184,1.29,Squat
18.25,0.8614,-1.8493,0.3576,2.0709999999999997,Squat
18.275,1.1309,-2.2655,0.2005,2.54,Squat
18.277,1.2202,-2.3878,-0.0991,2.6830000000000003,Squat
18.278,1.1027,-2.4858,-0.2981,2.736,Squat
18.288,0.9285,-2.4477,-0.3289,2.638,Squat
18.297,0.7776,-2.6232,-0.6377,2.8089999999999997,Squat
18.308,0.5916,-2.8498,-0.6179,2.975,Squat
18.317,0.4078,-2.9348,-0.6139,3.0260000000000002,Squat
18.327,0.4663,-3.1475,-0.4934,3.22,Squat
18.34,0.5232,-2.9596,-0.3373,3.0239999999999996,Squat
18.382,0.7608,-3.1133,-0.161,3.2089999999999996,Squat
18.383,1.1661,-3.2873,-0.1854,3.4930000000000003,Squat
18.384,1.5116,-3.6345,-0.4273,3.9589999999999996,Squat
18.385,1.3368,-4.1638,-0.7445,4.436,Squat
18.387,1.4984,-4.7151,-0.8986,5.0280000000000005,Squat
18.397,1.6922,-5.0395,-0.7689,5.371,Squat
18.41,1.8807,-5.2188,-1.3793,5.716,Squat
18.416,2.0173,-5.561,-1.7436,6.167000000000001,Squat
18.434,2.3211,-5.7834,-1.7509,6.473,Squat
18.435,2.3211,-5.7834,-1.7509,6.473,Squat
18.436,2.5228,-6.0491,-1.7296,6.778,Squat
18.455,2.5191,-6.3556,-1.5204,7.004,Squat
18.458,2.619,-6.4941,-1.2137,7.107,Squat
18.484,2.4824,-6.6535,-1.0653,7.181,Squat
18.485,2.4428,-6.3823,-0.9488,6.899,Squat
18.486,2.2028,-6.1315,-0.7084,6.553999999999999,Squat
18.502,1.8092,-4.9257,-0.5482,5.276,Squat
18.504,1.8092,-4.9257,-0.5482,5.276,Squat
18.507,1.8315,-4.8992,-0.6175,5.267,Squat
18.518,1.6222,-3.8636,-1.0002,4.308,Squat
18.527,1.6349,-3.3923,-1.241,3.965,Squat
18.545,1.5817,-2.964,-1.4179,3.647,Squat
18.584,1.713,-2.2208,-1.7933,3.3289999999999997,Squat
18.585,1.5951,-1.6095,-1.7483,2.862,Squat
18.587,1.8054,-1.0961,-1.648,2.679,Squat
18.588,1.7868,-0.8209,-1.558,2.509,Squat
18.589,1.7284,-0.8596,-1.6819,2.56,Squat
18.598,1.2007,-1.0449,-1.88,2.463,Squat
18.608,1.0594,-0.9804,-1.8513,2.3480000000000003,Squat
18.621,0.9236,-0.9875,-2.0895,2.489,Squat
18.626,0.7709,-1.3918,-2.2161,2.728,Squat
18.644,0.8893,-0.98,-2.3567,2.7030000000000003,Squat
18.646,0.8893,-0.98,-2.3567,2.7030000000000003,Squat
18.647,0.564,-1.4027,-2.0935,2.582,Squat
18.683,0.0613,-1.531,-2.1307,2.6239999999999997,Squat
18.687,-0.3208,-1.3789,-1.7373,2.241,Squat
18.692,-0.5998,-1.3165,-1.3567,1.983,Squat
18.696,-0.8318,-0.8363,-0.6269,1.3359999999999999,Squat
18.697,-1.1153,-0.5327,0.0242,1.236,Squat
18.71,-1.1071,-0.3405,0.1037,1.163,Squat
18.718,-1.2769,-0.4265,0.5485,1.454,Squat
18.728,-1.2943,-0.4814,1.1834,1.819,Squat
18.74,-1.1861,-0.5405,1.8169,2.2359999999999998,Squat
18.748,-1.2145,-0.2665,2.2897,2.605,Squat
18.774,-1.085,0.0125,2.605,2.822,Squat
18.775,-0.4253,0.4447,2.6924,2.762,Squat
18.777,-0.4473,0.1925,2.2257,2.278,Squat
18.791,0.1632,0.0848,1.7725,1.7819999999999998,Squat
18.792,0.1632,0.0848,1.7725,1.7819999999999998,Squat
18.797,0.4585,-0.0067,1.3405,1.4169999999999998,Squat
18.81,0.3448,0.0055,1.3953,1.4369999999999998,Squat
18.818,-0.128,0.4846,1.5725,1.65,Squat
18.828,-0.4892,0.9077,2.0044,2.254,Squat
18.84,-1.0053,0.9702,2.1848,2.593,Squat
18.846,-1.4226,0.8197,2.2238,2.764,Squat
18.861,-1.7181,0.676,2.0748,2.7769999999999997,Squat
18.862,-1.7181,0.676,2.0748,2.7769999999999997,Squat
18.867,-1.5585,0.6621,1.8011,2.472,Squat
18.9,-1.6233,0.5591,1.2917,2.149,Squat
18.902,-1.2293,-0.2647,0.8728,1.531,Squat
18.902,-0.6846,-0.4108,0.8041,1.133,Squat
18.91,-0.5302,-0.4332,0.9573,1.177,Squat
18.916,-0.5155,-0.4295,1.7391,1.864,Squat
18.931,-0.5083,0.1699,2.5222,2.5789999999999997,Squat
18.933,-0.5083,0.1699,2.5222,2.5789999999999997,Squat
18.941,-0.7644,0.3204,2.542,2.674,Squat
18.949,-0.7378,0.4517,2.0758,2.249,Squat
18.989,-0.7028,0.4674,1.6313,1.837,Squat
18.99,-0.7033,0.4261,1.6386,1.8330000000000002,Squat
18.991,-0.6896,0.496,1.7276,1.925,Squat
18.992,-0.7474,0.1709,1.8618,2.013,Squat
19.0,-0.7891,0.2024,2.0923,2.245,Squat
19.008,-0.8856,0.5076,2.7851,2.966,Squat
19.02,-1.025,0.4186,3.671,3.8339999999999996,Squat
19.027,-0.9024,0.8495,4.6356,4.798,Squat
19.039,-0.6887,1.1607,4.5272,4.724,Squat
19.051,-1.2298,2.2745,3.7832,4.582,Squat
19.058,-1.5776,3.3683,4.5482,5.875,Squat
19.071,-2.1485,8.9291,7.7099,11.991,Squat
19.078,-3.2651,5.1395,8.5622,10.505999999999998,Squat
19.107,-4.3725,1.9915,5.3612,7.199,Squat
19.109,-3.7386,2.9475,1.8016,5.09,Squat
19.11,-3.2974,4.5736,1.1276,5.75,Squat
19.121,-2.7809,5.9956,3.0466,7.278,Squat
19.126,-3.217,5.8643,3.0994,7.372000000000001,Squat
19.14,-3.8063,4.8561,2.8232,6.785,Squat
19.148,-4.0113,4.4119,3.1624,6.749,Squat
19.16,-3.9265,3.7597,2.8469,6.1370000000000005,Squat
19.167,-3.6857,3.2078,2.4091,5.4479999999999995,Squat
19.198,-2.84,2.5657,2.2734,4.452,Squat
19.2,-2.2097,2.6781,2.3546,4.195,Squat
19.2,-1.7851,3.4009,1.7814,4.234,Squat
19.211,-1.2707,3.1813,1.4886,3.735,Squat
19.22,-1.1301,2.5088,1.5344,3.1510000000000002,Squat
19.228,-1.143,1.7749,1.469,2.572,Squat
19.239,-1.0269,1.2107,1.1368,1.953,Squat
19.248,-0.5978,1.1932,1.6189,2.0980000000000003,Squat
19.259,-0.2643,1.1051,1.3676,1.778,Squat
19.303,0.0195,0.8899,0.9524,1.304,Squat
19.305,0.2769,1.011,1.2782,1.653,Squat
19.306,0.0372,1.2957,1.3165,1.848,Squat
19.306,0.0372,1.2957,1.3165,1.848,Squat
19.307,-0.5269,1.2578,1.3302,1.905,Squat
19.311,-0.982,1.1626,0.9941,1.818,Squat
19.318,-1.2114,1.5813,1.5526,2.526,Squat
19.328,-1.8199,1.6957,1.1886,2.7569999999999997,Squat
19.343,-2.0532,1.8364,1.597,3.1839999999999997,Squat
19.347,-1.9118,1.8011,1.9721,3.285,Squat
19.38,-1.7934,1.7219,1.6867,3.0039999999999996,Squat
19.381,-1.7934,1.7219,1.6867,3.0039999999999996,Squat
19.382,-1.763,1.5171,1.7695,2.9219999999999997,Squat
19.383,-1.8839,1.6053,2.176,3.2960000000000003,Squat
19.39,-2.0149,1.6763,2.5382,3.6489999999999996,Squat
19.398,-2.094,1.8467,2.8483,3.988,Squat
19.412,-2.0668,1.8431,2.6106,3.806,Squat
19.423,-1.7197,1.59,1.8811,3.0039999999999996,Squat
19.428,-1.065,1.302,1.9608,2.583,Squat
19.439,-0.4096,0.9331,2.0862,2.322,Squat
19.449,0.2082,0.4982,1.7852,1.865,Squat
19.462,0.6194,0.5459,1.2998,1.54,Squat
19.469,0.5639,0.5155,1.0255,1.2790000000000001,Squat
19.498,0.1905,0.3989,1.498,1.5619999999999998,Squat
19.499,-0.2653,0.234,1.8609,1.8940000000000001,Squat
19.501,-0.6923,0.2757,1.9362,2.075,Squat
19.509,-0.9346,0.5217,1.7376,2.041,Squat
19.522,-0.9099,0.8667,1.2132,1.7469999999999999,Squat
19.529,-0.789,0.986,0.7805,1.484,Squat
19.539,-0.5618,0.9814,0.5978,1.2790000000000001,Squat
19.551,-0.3745,0.7885,0.5109,1.011,Squat
19.561,-0.1987,0.6465,0.2781,0.731,Squat
19.575,-0.2934,0.3594,0.3763,0.597,Squat
19.6,-0.3877,0.1264,0.8101,0.907,Squat
19.601,-0.6074,0.0142,1.5356,1.651,Squat
19.602,-0.6866,0.0474,1.8718,1.994,Squat
19.61,-0.8384,0.2028,2.2593,2.418,Squat
19.621,-0.9298,0.3882,2.498,2.694,Squat
19.626,-0.9833,0.525,2.1072,2.384,Squat
19.641,-0.9608,0.4568,1.5511,1.881,Squat
19.649,-1.1755,0.3439,1.0435,1.609,Squat
19.66,-1.0772,0.2348,0.9111,1.43,Squat
19.67,-1.117,0.1932,0.7633,1.367,Squat
19.707,-1.0697,0.1869,0.8721,1.393,Squat
19.708,-0.9755,0.1412,1.2188,1.567,Squat
19.709,-1.066,0.1544,1.5964,1.926,Squat
19.713,-1.0891,-0.0332,1.7088,2.0269999999999997,Squat
19.714,-1.0891,-0.0332,1.7088,2.0269999999999997,Squat
19.718,-1.2585,-0.2442,1.7085,2.136,Squat
19.729,-1.3963,-0.3805,1.9413,2.421,Squat
19.753,-1.5614,-0.653,1.7955,2.467,Squat
19.755,-1.4693,-0.6903,1.6364,2.305,Squat
19.782,-1.117,-0.7538,1.5533,2.056,Squat
19.783,-0.4831,-0.6696,1.5153,1.726,Squat
19.784,0.1731,-0.4502,0.734,0.878,Squat
19.791,0.7786,-0.4194,-0.0368,0.885,Squat
19.799,1.2485,-0.5128,-0.6018,1.4780000000000002,Squat
19.81,1.4077,-0.8276,-0.8328,1.8330000000000002,Squat
19.819,1.3067,-1.3413,-1.0472,2.146,Squat
19.829,1.1719,-1.6997,-1.5678,2.592,Squat
19.848,1.2825,-1.9872,-1.7833,2.9619999999999997,Squat
19.85,1.3753,-1.9935,-1.9647,3.1189999999999998,Squat
19.889,1.4917,-2.011,-2.2644,3.3760000000000003,Squat
19.891,1.6957,-2.0636,-2.8506,3.906,Squat
19.892,1.7655,-2.2674,-2.7851,4.002,Squat
19.894,1.7564,-2.4251,-2.8473,4.132,Squat
19.899,1.9034,-2.7341,-3.0194,4.496,Squat
19.912,1.9257,-3.0406,-2.9728,4.668,Squat
19.917,2.0255,-3.179,-3.1735,4.927,Squat
19.932,2.0732,-3.076,-3.0919,4.829,Squat
19.934,2.0732,-3.076,-3.0919,4.829,Squat
19.948,2.1093,-3.3428,-2.8338,4.863,Squat
19.95,2.1805,-3.823,-2.5767,5.1,Squat
19.996,2.2976,-4.3051,-2.2613,5.377999999999999,Squat
19.997,2.0504,-5.056,-2.1232,5.855,Squat
19.998,1.8061,-5.5755,-2.08,6.218999999999999,Squat
19.999,1.7059,-6.0324,-2.0174,6.586,Squat
20.001,1.4102,-6.6756,-1.802,7.057,Squat
20.01,1.2549,-7.0507,-1.8903,7.407,Squat
20.02,1.3109,-7.2886,-1.8495,7.632999999999999,Squat
20.029,1.0932,-7.3791,-1.9641,7.7139999999999995,Squat
20.051,1.0322,-7.1158,-1.9979,7.462999999999999,Squat
20.054,1.1869,-6.4543,-1.7667,6.796,Squat
20.099,1.4589,-5.9174,-1.1062,6.194,Squat
20.101,1.4254,-5.5136,-0.5229,5.718999999999999,Squat
20.102,1.2111,-4.9236,-0.7704,5.129,Squat
20.103,0.6201,-4.6568,-0.4992,4.724,Squat
20.104,0.7645,-4.3814,-0.3041,4.458,Squat
20.11,0.0709,-4.7256,1.3362,4.9110000000000005,Squat
20.121,-0.2232,-4.9434,1.7105,5.236000000000001,Squat
20.127,0.8573,-3.9831,1.5495,4.359,Squat
20.145,0.9852,-2.7102,0.1984,2.891,Squat
20.149,1.5668,-1.3194,-1.7956,2.7239999999999998,Squat
20.183,1.4611,-0.089,-1.1747,1.8769999999999998,Squat
20.185,1.7773,0.9588,-0.6311,2.116,Squat
20.186,-0.2607,0.7317,0.0126,0.777,Squat
20.193,-1.3516,1.1325,1.4552,2.286,Squat
20.197,-1.9625,0.7395,1.54,2.602,Squat
20.211,-1.5628,0.3483,0.339,1.6369999999999998,Squat
20.219,-1.0822,-0.9564,-1.7244,2.249,Squat
20.229,-0.9443,-2.1553,-1.0256,2.5669999999999997,Squat
20.258,0.2954,-2.1892,0.6556,2.3040000000000003,Squat
20.262,1.3638,-0.9872,0.5899,1.784,Squat
20.264,1.3006,-0.7486,-0.0979,1.504,Squat
20.272,1.3068,-1.0176,-0.6496,1.7790000000000001,Squat
20.287,1.4737,-1.2359,-0.5741,2.0069999999999997,Squat
20.296,1.2547,-1.3243,0.0223,1.824,Squat
20.299,1.0752,-1.4634,0.5345,1.893,Squat
20.311,1.0618,-1.6981,0.5069,2.066,Squat
20.319,1.0237,-1.7084,-0.1004,1.994,Squat
20.329,1.0124,-1.867,-0.4883,2.1790000000000003,Squat
20.358,0.9586,-2.2412,-0.7012,2.536,Squat
20.359,1.0264,-2.315,-0.8532,2.6719999999999997,Squat
20.362,0.9277,-2.5293,-0.7479,2.7960000000000003,Squat
20.364,0.9277,-2.5293,-0.7479,2.7960000000000003,Squat
20.369,0.6514,-2.7254,-0.7504,2.9010000000000002,Squat
20.396,0.6132,-2.9762,-0.5681,3.091,Squat
20.398,0.0904,-3.5691,-0.0626,3.571,Squat
20.399,0.3544,-3.8636,0.4394,3.905,Squat
20.412,0.456,-4.5726,0.2437,4.602,Squat
20.417,1.0024,-4.8425,-0.1186,4.947,Squat
20.433,1.0055,-5.1531,-0.4688,5.271,Squat
20.434,1.0055,-5.1531,-0.4688,5.271,Squat
20.438,1.1614,-5.7857,-0.9567,5.978,Squat
20.455,1.5558,-5.7087,-1.1471,6.027,Squat
20.488,1.8011,-5.6198,-1.297,6.042000000000001,Squat
20.491,2.1145,-5.6249,-1.3224,6.153,Squat
20.492,2.1552,-5.7638,-1.3373,6.297000000000001,Squat
20.493,1.9962,-6.0278,-0.9483,6.42,Squat
20.502,2.1256,-5.9247,-0.9642,6.367999999999999,Squat
20.509,1.9504,-6.0426,-0.9613,6.422000000000001,Squat
20.52,1.8136,-5.893,-1.1259,6.268,Squat
20.53,1.8547,-5.6879,-1.0927,6.082000000000001,Squat
20.54,1.8297,-5.2109,-1.0573,5.622999999999999,Squat
20.553,1.6187,-4.7094,-1.3285,5.154,Squat
20.585,1.5304,-4.3969,-1.4974,4.89,Squat
20.587,1.737,-3.9437,-1.7451,4.649,Squat
20.588,1.9043,-3.2515,-2.2281,4.378,Squat
20.59,2.0254,-2.7279,-2.4392,4.1819999999999995,Squat
20.599,1.8826,-2.1901,-2.6526,3.9210000000000003,Squat
20.613,1.695,-1.6439,-2.3389,3.324,Squat
20.618,1.2912,-1.3808,-1.1639,2.22,Squat
20.633,1.1834,-0.9311,-0.855,1.732,Squat
20.634,1.1834,-0.9311,-0.855,1.732,Squat
20.639,1.0199,-0.448,-0.9553,1.4680000000000002,Squat
20.65,0.8957,-0.2441,-1.0545,1.405,Squat
20.696,0.7715,0.1047,-1.7321,1.899,Squat
20.697,0.6687,0.1958,-2.2465,2.352,Squat
20.698,0.6517,0.0154,-2.3513,2.44,Squat
20.7,0.3609,-0.6009,-1.9377,2.061,Squat
20.701,-0.0716,-1.2757,-1.193,1.7480000000000002,Squat
20.714,-0.4874,-0.931,-0.6945,1.26,Squat
20.715,-0.4874,-0.931,-0.6945,1.26,Squat
20.719,-0.1453,-0.8144,-0.8055,1.155,Squat
20.731,0.0435,-0.9328,-1.0564,1.41,Squat
20.742,0.1422,-1.0781,-1.115,1.557,Squat
20.754,0.4078,-1.2314,-0.8291,1.54,Squat
20.795,0.7062,-0.9098,0.0761,1.1540000000000001,Squat
20.796,0.7655,-0.4967,0.9905,1.347,Squat
20.797,0.7864,-0.4656,1.4916,1.749,Squat
20.798,0.4594,-0.4067,2.026,2.117,Squat
20.8,0.4831,-0.2487,2.6182,2.674,Squat
20.811,0.0379,-0.3058,2.4724,2.491,Squat
20.821,-0.1454,-0.5662,2.211,2.287,Squat
20.83,0.0623,-0.7958,2.0106,2.1630000000000003,Squat
20.855,-0.1994,-0.9176,1.5554,1.817,Squat
20.856,-0.4048,-1.0248,1.1681,1.6059999999999999,Squat
20.898,-0.3785,-0.7245,1.002,1.2930000000000001,Squat
20.9,-0.6065,-0.1285,0.7679,0.987,Squat
20.901,-0.8577,0.242,1.1928,1.489,Squat
20.902,-1.1256,0.4675,1.4713,1.911,Squat
20.902,-1.2059,0.6673,2.0044,2.432,Squat
20.912,-1.2281,0.7413,1.973,2.439,Squat
20.918,-1.2872,0.578,1.8658,2.339,Squat
20.934,-1.1888,0.7611,1.4023,1.99,Squat
20.935,-1.1888,0.7611,1.4023,1.99,Squat
20.939,-1.1075,0.7452,1.0389,1.6909999999999998,Squat
20.952,-1.1158,0.2711,0.5485,1.273,Squat
21.0,-0.9423,-0.2033,0.2286,0.991,Squat
21.001,-1.0931,-0.093,1.6077,1.946,Squat
21.003,-1.224,0.0212,2.002,2.347,Squat
21.004,-1.6111,0.747,2.5422,3.1010000000000004,Squat
21.005,-1.6318,1.02,2.6672,3.2889999999999997,Squat
21.011,-1.4082,1.0421,2.5619,3.1039999999999996,Squat
21.022,-1.1814,0.7707,3.0249,3.338,Squat
21.03,-1.2089,0.7084,2.8949,3.216,Squat
21.04,-1.2439,0.8625,2.9722,3.335,Squat
21.052,-1.5423,1.1739,3.9136,4.367,Squat
21.06,-2.1911,1.5352,5.2534,5.895,Squat
21.097,-2.4408,2.4068,7.0119,7.805,Squat
21.099,-2.6069,3.176,7.302,8.379,Squat
21.1,-1.899,4.1887,5.9382,7.511,Squat
21.101,-1.1697,11.4496,7.9687,13.999,Squat
21.113,-2.3153,7.1863,9.9411,12.482999999999999,Squat
21.118,-4.8249,0.6449,6.9334,8.472000000000001,Squat
21.132,-5.0597,0.8657,3.1997,6.0489999999999995,Squat
21.14,-5.4995,3.0333,2.3061,6.691,Squat
21.151,-6.2147,4.9457,3.5558,8.702,Squat
21.186,-5.9975,6.6672,4.0647,9.846,Squat
21.187,-5.2837,6.6907,3.5446,9.232999999999999,Squat
21.188,-4.5304,6.4759,2.814,8.389,Squat
21.194,-4.0751,5.1646,2.71,7.115,Squat
21.198,-3.6005,4.7312,2.2756,6.3660000000000005,Squat
21.213,-3.5693,4.3621,1.7392,5.899,Squat
21.221,-3.2442,3.8459,1.7907,5.341,Squat
21.23,-2.9126,3.258,1.2637,4.5489999999999995,Squat
21.241,-2.3827,2.6376,2.0932,4.125,Squat
21.259,-2.0561,2.1243,3.9807,4.958,Squat
21.262,-1.8754,1.7152,3.9316,4.681,Squat
21.295,-1.8116,1.2769,2.6781,3.4760000000000004,Squat
21.296,-1.6457,1.3205,2.6282,3.37,Squat
21.298,-1.8112,1.0566,2.2292,3.06,Squat
21.3,-1.7441,1.2198,2.4054,3.2119999999999997,Squat
21.313,-1.7365,1.3169,2.2,3.097,Squat
21.32,-1.6995,1.5938,2.3209,3.2889999999999997,Squat
21.33,-1.5492,1.6609,2.4765,3.36,Squat
21.342,-1.3211,1.7784,1.7846,2.845,Squat
21.348,-1.395,1.6391,1.8297,2.825,Squat
21.372,-1.5897,1.3597,1.6797,2.6830000000000003,Squat
21.374,-1.5897,1.3597,1.6797,2.6830000000000003,Squat
21.375,-1.5091,1.0006,1.285,2.22,Squat
21.411,-1.2629,0.4673,1.1158,1.749,Squat
21.412,-0.699,0.4132,0.9389,1.2409999999999999,Squat
21.414,-0.4533,0.3638,0.9277,1.095,Squat
21.415,-0.0498,0.5039,1.0431,1.159,Squat
21.418,0.2418,0.6508,1.3048,1.4780000000000002,Squat
21.434,0.1152,0.8863,1.8619,2.065,Squat
21.435,0.1152,0.8863,1.8619,2.065,Squat
21.439,-0.1537,1.0574,2.0026,2.27,Squat
21.453,-0.2343,1.3354,1.6033,2.1,Squat
21.46,-0.3428,1.3056,0.8557,1.598,Squat
21.485,-0.4,1.0071,0.4631,1.178,Squat
21.487,-0.5335,0.6932,0.5084,1.012,Squat
21.492,-0.6414,0.5065,0.7307,1.0959999999999999,Squat
21.501,-0.5805,0.2899,0.6679,0.9309999999999999,Squat
21.511,-0.6999,0.1278,0.9417,1.18,Squat
21.521,-0.7853,0.0042,1.6385,1.817,Squat
21.532,-0.9387,-0.0903,2.2581,2.447,Squat
21.541,-0.9393,-0.0883,2.3856,2.565,Squat
21.553,-1.2032,0.0536,2.3349,2.627,Squat
21.558,-0.9817,0.2965,2.1734,2.403,Squat
21.574,-0.9338,0.5691,1.7237,2.041,Squat
21.575,-0.9338,0.5691,1.7237,2.041,Squat
21.608,-0.8171,0.6883,1.6537,1.969,Squat
21.609,-0.8429,0.7386,1.4939,1.868,Squat
21.61,-0.9226,0.768,1.2942,1.765,Squat
21.617,-0.9053,0.6633,1.0151,1.5130000000000001,Squat
21.619,-1.1199,0.4895,0.8918,1.5130000000000001,Squat
21.634,-1.2659,0.1821,0.9411,1.588,Squat
21.635,-1.2659,0.1821,0.9411,1.588,Squat
21.641,-1.5106,-0.4436,1.3238,2.057,Squat
21.658,-1.2764,-0.8384,1.6926,2.28,Squat
21.661,-0.957,-1.0457,1.8697,2.346,Squat
21.706,-0.6603,-1.1069,1.6171,2.068,Squat
21.711,-0.4252,-0.9528,1.3156,1.679,Squat
21.718,-0.1169,-0.7687,0.7439,1.0759999999999998,Squat
21.719,0.079,-0.4716,0.3083,0.569,Squat
21.72,0.2733,-0.4848,0.1151,0.568,Squat
21.721,0.4749,-0.5251,-0.1458,0.723,Squat
21.742,0.6892,-0.5378,-0.6102,1.0659999999999998,Squat
21.743,0.6494,-0.6447,-0.5294,1.057,Squat
21.781,1.0545,-0.2886,-0.8129,1.3619999999999999,Squat
21.788,1.1117,-0.4397,-0.9752,1.5430000000000001,Squat
21.792,1.1592,-0.6236,-1.3591,1.892,Squat
21.796,1.0205,-1.2595,-1.4808,2.1959999999999997,Squat
21.798,0.9699,-1.7464,-1.7971,2.687,Squat
21.801,0.9612,-2.2425,-2.0721,3.201,Squat
21.812,0.9234,-2.6928,-2.6144,3.865,Squat
21.822,0.7617,-3.0367,-2.4891,4.0,Squat
21.834,0.7422,-3.4773,-2.2024,4.1819999999999995,Squat
21.843,0.8141,-3.8806,-1.8931,4.394,Squat
21.849,0.8161,-4.0876,-1.8387,4.556,Squat
21.876,1.2018,-4.3902,-1.6431,4.8389999999999995,Squat
21.877,1.2018,-4.3902,-1.6431,4.8389999999999995,Squat
21.878,1.185,-4.5869,-2.0426,5.159,Squat
21.91,1.2327,-4.8679,-2.026,5.415,Squat
21.911,1.5162,-4.645,-2.0774,5.309,Squat
21.912,1.7214,-4.476,-2.2159,5.2829999999999995,Squat
21.914,1.8698,-4.3421,-2.7376,5.462999999999999,Squat
21.923,2.0444,-4.0092,-2.7023,5.249,Squat
21.932,2.3585,-4.1475,-2.4324,5.356,Squat
21.942,1.947,-4.321,-2.2224,5.235,Squat
21.951,2.0215,-4.4073,-1.7548,5.157,Squat
21.962,1.7117,-4.4794,-1.3813,4.99,Squat
21.973,1.7915,-4.6109,-1.0808,5.063,Squat
22.019,1.5708,-4.7293,-0.9115,5.066,Squat
22.021,1.7836,-4.6745,-1.3552,5.184,Squat
22.022,1.1754,-5.2567,-0.9811,5.475,Squat
22.023,1.1754,-5.2567,-0.9811,5.475,Squat
22.023,1.4783,-4.927,-0.9007,5.222,Squat
22.024,1.6575,-4.4579,-1.0148,4.863,Squat
22.033,1.7547,-4.0657,-1.2125,4.591,Squat
22.041,2.3098,-3.8162,-1.7313,4.785,Squat
22.053,2.4113,-3.7057,-2.0427,4.87,Squat
22.059,2.6277,-3.4459,-2.1953,4.8580000000000005,Squat
22.076,2.2628,-3.2995,-1.6887,4.343,Squat
22.081,2.5356,-2.962,-1.3239,4.118,Squat
22.128,3.0237,-1.5562,-1.0517,3.56,Squat
22.13,2.8827,-0.4653,-1.761,3.41,Squat
22.131,2.0877,0.5587,-1.9159,2.888,Squat
22.132,1.1445,1.6015,-2.449,3.142,Squat
22.134,-0.2506,0.0608,-1.6041,1.625,Squat
22.141,-0.4838,-1.9698,-1.042,2.28,Squat
22.154,-0.7553,-4.5795,-0.0026,4.641,Squat
22.161,0.4123,-4.1408,0.7304,4.225,Squat
22.204,1.1619,-1.2469,-1.0028,1.9769999999999999,Squat
22.205,0.3178,0.2783,-1.362,1.426,Squat
22.206,-0.0052,0.2593,-0.1528,0.301,Squat
22.206,0.0147,-0.2954,0.3359,0.44799999999999995,Squat
22.213,-0.2355,-0.6974,0.8057,1.091,Squat
22.221,-0.2287,-1.0635,0.8676,1.391,Squat
22.235,-0.0805,-1.3658,0.5126,1.4609999999999999,Squat
22.242,0.1858,-1.5933,0.031,1.604,Squat
22.252,0.4477,-1.7272,-0.2626,1.8030000000000002,Squat
22.263,0.4889,-1.8365,-0.5625,1.982,Squat
22.275,0.5891,-1.7413,-0.5207,1.911,Squat
22.314,0.7412,-1.7345,-0.5165,1.956,Squat
22.315,0.8034,-1.8334,-0.4341,2.048,Squat
22.316,0.8909,-1.8881,-0.2365,2.101,Squat
22.317,0.8505,-2.0381,-0.2025,2.218,Squat
22.323,0.7618,-2.2959,-0.3135,2.439,Squat
22.331,0.8377,-2.5627,-0.4431,2.7319999999999998,Squat
22.343,0.9019,-2.7905,-0.4085,2.9610000000000003,Squat
22.358,0.5327,-3.2954,-0.4591,3.37,Squat
